source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
Sample12	Escherichia coli	not applicable	not applicable	1	not applicable	Assay12	proteomic profiling by mass spectrometry	1	Fusion_171003_65.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	12	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample13	Escherichia coli	not applicable	not applicable	1	not applicable	Assay13	proteomic profiling by mass spectrometry	1	Fusion_171003_76.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	13	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample14	Escherichia coli	not applicable	not applicable	1	not applicable	Assay14	proteomic profiling by mass spectrometry	1	Fusion_171003_81.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	14	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample15	Escherichia coli	not applicable	not applicable	1	not applicable	Assay15	proteomic profiling by mass spectrometry	1	Fusion_171003_80.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	15	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample16	Escherichia coli	not applicable	not applicable	1	not applicable	Assay16	proteomic profiling by mass spectrometry	1	Fusion_171003_110.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	16	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample17	Escherichia coli	not applicable	not applicable	1	not applicable	Assay17	proteomic profiling by mass spectrometry	1	Fusion_171003_70.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	17	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample18	Escherichia coli	not applicable	not applicable	1	not applicable	Assay18	proteomic profiling by mass spectrometry	1	Fusion_171003_71.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	18	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample19	Escherichia coli	not applicable	not applicable	1	not applicable	Assay19	proteomic profiling by mass spectrometry	1	Fusion_171003_72.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	19	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample20	Escherichia coli	not applicable	not applicable	1	not applicable	Assay20	proteomic profiling by mass spectrometry	1	Fusion_171003_74.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	20	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample21	Escherichia coli	not applicable	not applicable	1	not applicable	Assay21	proteomic profiling by mass spectrometry	1	Fusion_171003_109.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	21	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample22	Escherichia coli	not applicable	not applicable	1	not applicable	Assay22	proteomic profiling by mass spectrometry	1	Fusion_171003_66.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	22	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample23	Escherichia coli	not applicable	not applicable	1	not applicable	Assay23	proteomic profiling by mass spectrometry	1	Fusion_171003_100.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	23	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample24	Escherichia coli	not applicable	not applicable	1	not applicable	Assay24	proteomic profiling by mass spectrometry	1	Fusion_171003_64.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	24	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample25	Escherichia coli	not applicable	not applicable	1	not applicable	Assay25	proteomic profiling by mass spectrometry	1	Fusion_171003_78.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	25	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample26	Escherichia coli	not applicable	not applicable	1	not applicable	Assay26	proteomic profiling by mass spectrometry	1	Fusion_171003_101.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	26	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample27	Escherichia coli	not applicable	not applicable	1	not applicable	Assay27	proteomic profiling by mass spectrometry	1	Fusion_171003_79.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	27	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample28	Escherichia coli	not applicable	not applicable	1	not applicable	Assay28	proteomic profiling by mass spectrometry	1	Fusion_171003_122.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	28	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample29	Escherichia coli	not applicable	not applicable	1	not applicable	Assay29	proteomic profiling by mass spectrometry	1	Fusion_171003_68.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	29	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample30	Escherichia coli	not applicable	not applicable	1	not applicable	Assay30	proteomic profiling by mass spectrometry	1	Fusion_171003_77.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	30	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample31	Escherichia coli	not applicable	not applicable	1	not applicable	Assay31	proteomic profiling by mass spectrometry	1	Fusion_171003_123.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	31	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample32	Escherichia coli	not applicable	not applicable	1	not applicable	Assay32	proteomic profiling by mass spectrometry	1	Fusion_171003_107.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample33	Escherichia coli	not applicable	not applicable	1	not applicable	Assay33	proteomic profiling by mass spectrometry	1	Fusion_171003_69.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	33	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample34	Escherichia coli	not applicable	not applicable	1	not applicable	Assay34	proteomic profiling by mass spectrometry	1	Fusion_171003_102.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	34	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample35	Escherichia coli	not applicable	not applicable	1	not applicable	Assay35	proteomic profiling by mass spectrometry	1	Fusion_171003_119.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	35	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample36	Escherichia coli	not applicable	not applicable	1	not applicable	Assay36	proteomic profiling by mass spectrometry	1	Fusion_171003_106.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	36	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample37	Escherichia coli	not applicable	not applicable	1	not applicable	Assay37	proteomic profiling by mass spectrometry	1	Fusion_171003_98.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	37	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample38	Escherichia coli	not applicable	not applicable	1	not applicable	Assay38	proteomic profiling by mass spectrometry	1	Fusion_171003_99.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	38	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample39	Escherichia coli	not applicable	not applicable	1	not applicable	Assay39	proteomic profiling by mass spectrometry	1	Fusion_171003_117.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Trypsin;AC=MS:1001251	NT=TMT6plex	39	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
