source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[product]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[product]
producta1_fa12spikelog3_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_FA12spikelog3_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog3_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog4_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_FA12spikelog4_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog4_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog4_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_FA12spikelog4_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog4_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog4_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_FA12spikelog4_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog4_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog5-7_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_FA12spikelog5-7_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog5-7_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog5-7_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_FA12spikelog5-7_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog5-7_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog5-7_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_FA12spikelog5-7_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog5-7_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog5_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_FA12spikelog5_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog5_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog5_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_FA12spikelog5_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog5_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog5_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_FA12spikelog5_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog5_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog6-7_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_FA12spikelog6-7_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog6-7_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog6-7_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_FA12spikelog6-7_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog6-7_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog6-7_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_FA12spikelog6-7_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog6-7_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog6_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_FA12spikelog6_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog6_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog6_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_FA12spikelog6_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog6_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_fa12spikelog6_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_FA12spikelog6_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_FA12spikelog6_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog2_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_PKspikelog2_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog2_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog2_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_PKspikelog2_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog2_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog3_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_PKspikelog3_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog3_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog3_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_PKspikelog3_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog3_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog3_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_PKspikelog3_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog3_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog4_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_PKspikelog4_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog4_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog4_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_PKspikelog4_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog4_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog4_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_PKspikelog4_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog4_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog5-7_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_PKspikelog5-7_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog5-7_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog5-7_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_PKspikelog5-7_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog5-7_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog5-7_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_PKspikelog5-7_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog5-7_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog5_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_PKspikelog5_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog5_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog5_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_PKspikelog5_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog5_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog5_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_PKspikelog5_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog5_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog6-7_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_PKspikelog6-7_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog6-7_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog6-7_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_PKspikelog6-7_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog6-7_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog6-7_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_PKspikelog6-7_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog6-7_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog6_notfractionted_swath_s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA1_PKspikelog6_notfractionted_SWATH_S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog6_notfractionted_SWATH_S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog6_notfractionted_swath_s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA1_PKspikelog6_notfractionted_SWATH_S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog6_notfractionted_SWATH_S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta1_pkspikelog6_notfractionted_swath_s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA1_PKspikelog6_notfractionted_SWATH_S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA1_PKspikelog6_notfractionted_SWATH_S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta2fa11spike02ngmg_swath_t1s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA2FA11spike02ngmg_SWATH_T1S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA2FA11spike02ngmg_SWATH_T1S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta2fa11spike02ngmg_swath_t1s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA2FA11spike02ngmg_SWATH_T1S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA2FA11spike02ngmg_SWATH_T1S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta2fa11spike02ngmg_swath_t1s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA2FA11spike02ngmg_SWATH_T1S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA2FA11spike02ngmg_SWATH_T1S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta2fa11spike02ngmg_swath_t2s1	Homo sapiens	Blood plasma	not available	1	product A	ProductA2FA11spike02ngmg_SWATH_T2S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA2FA11spike02ngmg_SWATH_T2S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta2fa11spike02ngmg_swath_t2s2	Homo sapiens	Blood plasma	not available	2	product A	ProductA2FA11spike02ngmg_SWATH_T2S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA2FA11spike02ngmg_SWATH_T2S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
producta2fa11spike02ngmg_swath_t2s3	Homo sapiens	Blood plasma	not available	3	product A	ProductA2FA11spike02ngmg_SWATH_T2S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductA2FA11spike02ngmg_SWATH_T2S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product A
productb_swath_t1s1	Homo sapiens	Blood plasma	not available	1	product B	ProductB_SWATH_T1S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductB_SWATH_T1S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product B
productb_swath_t1s2	Homo sapiens	Blood plasma	not available	2	product B	ProductB_SWATH_T1S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductB_SWATH_T1S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product B
productb_swath_t1s3	Homo sapiens	Blood plasma	not available	3	product B	ProductB_SWATH_T1S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductB_SWATH_T1S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product B
productb_swath_t2s1	Homo sapiens	Blood plasma	not available	1	product B	ProductB_SWATH_T2S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductB_SWATH_T2S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product B
productb_swath_t2s2	Homo sapiens	Blood plasma	not available	2	product B	ProductB_SWATH_T2S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductB_SWATH_T2S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product B
productb_swath_t2s3	Homo sapiens	Blood plasma	not available	3	product B	ProductB_SWATH_T2S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductB_SWATH_T2S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product B
productc_swath_t1s1	Homo sapiens	Blood plasma	not available	1	product C	ProductC_SWATH_T1S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductC_SWATH_T1S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product C
productc_swath_t1s2	Homo sapiens	Blood plasma	not available	2	product C	ProductC_SWATH_T1S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductC_SWATH_T1S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product C
productc_swath_t1s3	Homo sapiens	Blood plasma	not available	3	product C	ProductC_SWATH_T1S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductC_SWATH_T1S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product C
productc_swath_t2s1	Homo sapiens	Blood plasma	not available	1	product C	ProductC_SWATH_T2S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductC_SWATH_T2S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product C
productc_swath_t2s2	Homo sapiens	Blood plasma	not available	2	product C	ProductC_SWATH_T2S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductC_SWATH_T2S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product C
productc_swath_t2s3	Homo sapiens	Blood plasma	not available	3	product C	ProductC_SWATH_T2S3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductC_SWATH_T2S3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product C
productd_swath_t1s1	Homo sapiens	Blood plasma	not available	1	product D	ProductD_SWATH_T1S1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductD_SWATH_T1S1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product D
productd_swath_t1s2	Homo sapiens	Blood plasma	not available	2	product D	ProductD_SWATH_T1S2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	ProductD_SWATH_T1S2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	product D
