source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD014826-Sample-11	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DDA_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DDA_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-12	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DDA_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DDA_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-13	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-14	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_10	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-15	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_11	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-16	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-17	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_13	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-18	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_14	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-19	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-20	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_16	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-21	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_17	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-22	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-23	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-24	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-25	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_20	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-26	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_21	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-27	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_22	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-28	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_23	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-29	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-30	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_25	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-31	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_26	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-32	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_27	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-33	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_28	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-34	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_29	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-35	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-36	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_30	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-37	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_31	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-38	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_32	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-39	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_33	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD014826-Sample-40	Homo sapiens	heart	not available	not available	not available	not available	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_34	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20181116_QEHFX3_BP_RSLCcap_hHeart_DIA_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
