source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
0843_11_8v3	0843_11_8v3	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_11_8v3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_11_8v3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_125_40V3	0843_125_40V3	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_125_40V3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_125_40V3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_130_100V3	0843_130_100V3	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_130_100V3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_130_100V3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_135_79V3	0843_135_79V3	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_135_79V3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_135_79V3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_138_135V2	0843_138_135V2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_138_135V2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_138_135V2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_139_129V2	0843_139_129V2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_139_129V2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_139_129V2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_141_141V3	0843_141_141V3	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_141_141V3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_141_141V3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_146_127v3	0843_146_127v3	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_146_127v3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_146_127v3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_148_34v2	0843_148_34v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_148_34v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_148_34v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_14_82v3	0843_14_82v3	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_14_82v3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_14_82v3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_150_5v2	0843_150_5v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_150_5v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_150_5v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_151_37v2	0843_151_37v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_151_37v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_151_37v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_154_104v2	0843_154_104v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_154_104v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_154_104v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_155_35v2	0843_155_35v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_155_35v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_155_35v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_157_27v2	0843_157_27v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_157_27v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_157_27v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_158_80v2	0843_158_80v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_158_80v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_158_80v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_159_80v3	0843_159_80v3	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_159_80v3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_159_80v3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_15_59v2	0843_15_59v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_15_59v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_15_59v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_160_52v2	0843_160_52v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_160_52v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_160_52v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
0843_161_121v2	0843_161_121v2	Homo sapiens	Epithelial cell	not applicable	Bacterial vaginosis	Exploring_the_female_genital_tract_mycobiome_in_young_South_African_women_using_metaproteomics	Epithelial cell	Epithelial cell	not available	not available	not available	not available	1	0843_161_121v2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	0843_161_121v2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Epithelial cell
