source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20200619_QX3_FyHa_SA_11_-7F_PHSV_map_GluC	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_11_-7F_PHSV_map_GluC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_11_-7F_PHSV_map_GluC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_11_-7F_PHSV_map_Trypsin	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_11_-7F_PHSV_map_Trypsin	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_11_-7F_PHSV_map_Trypsin.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_12__7F_PHSV_map_AspN	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_12__7F_PHSV_map_AspN	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_12__7F_PHSV_map_AspN.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_12__7F_PHSV_map_GluC	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_12__7F_PHSV_map_GluC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_12__7F_PHSV_map_GluC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_12__7F_PHSV_map_Trypsin	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_12__7F_PHSV_map_Trypsin	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_12__7F_PHSV_map_Trypsin.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_1_-7M_map_AspN	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_1_-7M_map_AspN	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_1_-7M_map_AspN.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_1_-7M_map_GluC	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_1_-7M_map_GluC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_1_-7M_map_GluC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_1_-7M_map_Trypsin	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_1_-7M_map_Trypsin	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_1_-7M_map_Trypsin.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_2__7M_map_AspN	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_2__7M_map_AspN	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_2__7M_map_AspN.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_2__7M_map_GluC	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_2__7M_map_GluC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_2__7M_map_GluC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_2__7M_map_Trypsin	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_2__7M_map_Trypsin	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_2__7M_map_Trypsin.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_3_-7F_map_AspN	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_3_-7F_map_AspN	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_3_-7F_map_AspN.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_3_-7F_map_GluC	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_3_-7F_map_GluC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_3_-7F_map_GluC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_3_-7F_map_Trypsin	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_3_-7F_map_Trypsin	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_3_-7F_map_Trypsin.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_4__7F_map_AspN	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_4__7F_map_AspN	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_4__7F_map_AspN.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_4__7F_map_GluC	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_4__7F_map_GluC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_4__7F_map_GluC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_4__7F_map_Trypsin	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_4__7F_map_Trypsin	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_4__7F_map_Trypsin.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_5_-7Mstar_map_AspN	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_5_-7Mstar_map_AspN	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_5_-7Mstar_map_AspN.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_5_-7Mstar_map_GluC	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_5_-7Mstar_map_GluC	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_5_-7Mstar_map_GluC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_5_-7Mstar_map_Trypsin	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_5_-7Mstar_map_Trypsin	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_5_-7Mstar_map_Trypsin.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_6__7Mstar_map_AspN_1	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_6__7Mstar_map_AspN_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_6__7Mstar_map_AspN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_6__7Mstar_map_GluC_1	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_6__7Mstar_map_GluC_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_6__7Mstar_map_GluC_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_6__7Mstar_map_Trypsin_2	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_6__7Mstar_map_Trypsin_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_6__7Mstar_map_Trypsin_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_7_-7Fstar_map_AspN_1	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_7_-7Fstar_map_AspN_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_7_-7Fstar_map_AspN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_7_-7Fstar_map_GluC_1	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_7_-7Fstar_map_GluC_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_7_-7Fstar_map_GluC_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_7_-7Fstar_map_Trypsin_1	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_7_-7Fstar_map_Trypsin_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_7_-7Fstar_map_Trypsin_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_8__7Fstar_map_AspN_1	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_8__7Fstar_map_AspN_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_8__7Fstar_map_AspN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20200619_QX3_FyHa_SA_8__7Fstar_map_GluC_1	Saccharomyces cerevisiae	cell culture	not available	1	20200619_QX3_FyHa_SA_8__7Fstar_map_GluC_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20200619_QX3_FyHa_SA_8__7Fstar_map_GluC_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
