source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PBMC_984_PO4_super_SILAC_IR_2D_CID_Frac07	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_984_PO4_super_SILAC_IR_2D_CID_Frac07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	7	1	PBMC_984_PO4_super_SILAC_IR_2D_CID_Frac07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_984_PO4_super_SILAC_IR_2D_CID_Frac07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac13	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	13	1	PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
MCF10A_PO4_SILAC_Light_IR_1D_Rep3B	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	MCF10A_PO4_SILAC_Light_IR_1D_Rep3B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	1	1	MCF10A_PO4_SILAC_Light_IR_1D_Rep3B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/MCF10A_PO4_SILAC_Light_IR_1D_Rep3B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
MCF10A_PO4_SILAC_Heavy_IR_1D_Rep3A	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	MCF10A_PO4_SILAC_Heavy_IR_1D_Rep3A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	1	1	MCF10A_PO4_SILAC_Heavy_IR_1D_Rep3A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/MCF10A_PO4_SILAC_Heavy_IR_1D_Rep3A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac04	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	4	1	PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
MCF10A_PO4_SILAC_Heavy_MMS_1D_Rep3A	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	MCF10A_PO4_SILAC_Heavy_MMS_1D_Rep3A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	1	1	MCF10A_PO4_SILAC_Heavy_MMS_1D_Rep3A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/MCF10A_PO4_SILAC_Heavy_MMS_1D_Rep3A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac06	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	6	1	PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_984_PO4_super_SILAC_untreated_2D_HCD_Frac01	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_984_PO4_super_SILAC_untreated_2D_HCD_Frac01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	1	1	PBMC_984_PO4_super_SILAC_untreated_2D_HCD_Frac01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_984_PO4_super_SILAC_untreated_2D_HCD_Frac01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
MCF10A_PO4_SILAC_Light_IR_1D_Rep1A	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	MCF10A_PO4_SILAC_Light_IR_1D_Rep1A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	1	1	MCF10A_PO4_SILAC_Light_IR_1D_Rep1A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/MCF10A_PO4_SILAC_Light_IR_1D_Rep1A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac09	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	9	1	PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_984_PO4_super_SILAC_untreated_2D_CID_Frac01	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_984_PO4_super_SILAC_untreated_2D_CID_Frac01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	1	1	PBMC_984_PO4_super_SILAC_untreated_2D_CID_Frac01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_984_PO4_super_SILAC_untreated_2D_CID_Frac01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_748_PO4_super_SILAC_untreated_2D_CID_Frac11	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_748_PO4_super_SILAC_untreated_2D_CID_Frac11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	11	1	PBMC_748_PO4_super_SILAC_untreated_2D_CID_Frac11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_748_PO4_super_SILAC_untreated_2D_CID_Frac11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac07	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	7	1	PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_748_PO4_super_SILAC_IR_2D_CID_Frac07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
MCF10A_PO4_SILAC_Heavy_IR_1D_Rep1B	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	MCF10A_PO4_SILAC_Heavy_IR_1D_Rep1B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	1	1	MCF10A_PO4_SILAC_Heavy_IR_1D_Rep1B.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/MCF10A_PO4_SILAC_Heavy_IR_1D_Rep1B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac13	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	13	1	PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_984_PO4_super_SILAC_IR_2D_HCD_Frac13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_984_PO4_super_SILAC_untreated_2D_CID_Frac06	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_984_PO4_super_SILAC_untreated_2D_CID_Frac06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	6	1	PBMC_984_PO4_super_SILAC_untreated_2D_CID_Frac06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_984_PO4_super_SILAC_untreated_2D_CID_Frac06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PBMC_984_PO4_super_SILAC_untreated_2D_HCD_Frac04	homo sapiens	Epithelial cell	not applicable	Breast cancer	enrichment of phosphorylated protein	1	PBMC_984_PO4_super_SILAC_untreated_2D_HCD_Frac04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	20 ppm	0.5 Da	4	1	PBMC_984_PO4_super_SILAC_untreated_2D_HCD_Frac04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002363/PBMC_984_PO4_super_SILAC_untreated_2D_HCD_Frac04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
