source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD049426-Sample-85	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_15_BB7_1_6931	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_15_BB7_1_6931.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-86	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_16_BB8_1_6932	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_16_BB8_1_6932.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-87	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_17_BC1_1_6933	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_17_BC1_1_6933.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-88	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_18_BC2_1_6934	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_18_BC2_1_6934.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-89	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_19_BC3_1_6935	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_19_BC3_1_6935.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-90	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_20_BC4_1_6940	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_20_BC4_1_6940.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-91	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_21_BC5_1_6941	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_21_BC5_1_6941.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-92	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_22_BC6_1_6942	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_22_BC6_1_6942.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-93	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_23_BC7_1_6943	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_23_BC7_1_6943.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-94	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_24_BC8_1_6944	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_24_BC8_1_6944.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-95	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_25_BD1_1_6945	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_25_BD1_1_6945.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-96	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_26_BD2_1_6946	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_26_BD2_1_6946.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-97	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_27_BD3_1_6947	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_27_BD3_1_6947.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-98	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_28_BD4_1_6948	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_28_BD4_1_6948.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-99	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_29_BD5_1_6949	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_29_BD5_1_6949.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-100	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_30_BD6_1_6950	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_30_BD6_1_6950.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-101	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_31_BD7_1_6951	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_31_BD7_1_6951.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-102	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_32_BD8_1_6952	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_32_BD8_1_6952.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-103	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_33_BE1_1_6953	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_33_BE1_1_6953.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-104	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_34_BE2_1_6954	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_34_BE2_1_6954.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-105	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_A_35_BE3_1_6955	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_A_35_BE3_1_6955.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-106	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_01_BA1_1_6958	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_01_BA1_1_6958.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-107	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_02_BA2_1_6959	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_02_BA2_1_6959.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-108	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_03_BA3_1_6960	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_03_BA3_1_6960.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-109	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_04_BA4_1_6961	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_04_BA4_1_6961.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-110	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_05_BA5_1_6962	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_05_BA5_1_6962.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-111	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_06_BA6_1_6963	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_06_BA6_1_6963.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-112	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_07_BA7_1_6964	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_07_BA7_1_6964.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-113	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_08_BA8_1_6965	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_08_BA8_1_6965.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-114	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_09_BB1_1_6966	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_09_BB1_1_6966.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-115	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_10_BB2_1_6967	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_10_BB2_1_6967.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-116	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_11_BB3_1_6968	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_11_BB3_1_6968.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-117	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_12_BB4_1_6969	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_12_BB4_1_6969.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-118	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_13_BB5_1_6970	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_13_BB5_1_6970.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-119	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_14_BB6_1_6971	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_14_BB6_1_6971.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-120	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_15_BB7_1_6972	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_15_BB7_1_6972.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-121	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_16_BB8_1_6973	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_16_BB8_1_6973.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-122	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_17_BC1_1_6974	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_17_BC1_1_6974.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-123	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_18_BC2_1_6975	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_18_BC2_1_6975.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-124	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_19_BC3_1_6976	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_19_BC3_1_6976.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-125	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_20_BC4_1_6977	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_20_BC4_1_6977.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-126	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_21_BC5_1_6978	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_21_BC5_1_6978.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-127	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_09112022_P33_1254_WT_RV_B_22_BC6_1_6979	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_09112022_P33_1254_WT_RV_B_22_BC6_1_6979.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
