source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD049426-Sample-170	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_30_BD6_1_7352	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_30_BD6_1_7352.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-171	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_31_BD7_1_7353	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_31_BD7_1_7353.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-172	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_32_BD8_1_7354	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_32_BD8_1_7354.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-173	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_33_BE1_1_7355	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_33_BE1_1_7355.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-174	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_34_BE2_1_7356	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_34_BE2_1_7356.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-175	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_35_BE3_1_7357	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_A_35_BE3_1_7357.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-176	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_01_BA1_1_7360	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_01_BA1_1_7360.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-177	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_02_BA2_1_7361	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_02_BA2_1_7361.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-178	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_03_BA3_1_7362	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_03_BA3_1_7362.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-179	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_04_BA4_1_7363	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_04_BA4_1_7363.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-180	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_05_BA5_1_7364	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_05_BA5_1_7364.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-181	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_06_BA6_1_7365	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_06_BA6_1_7365.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-182	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_07_BA7_1_7366	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_07_BA7_1_7366.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-183	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_08_BA8_1_7367	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_08_BA8_1_7367.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-184	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_09_BB1_1_7368	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_09_BB1_1_7368.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-185	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_10_BB2_1_7369	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_10_BB2_1_7369.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-186	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_11_BB3_1_7370	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_11_BB3_1_7370.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-187	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_12_BB4_1_7371	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_12_BB4_1_7371.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-188	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_13_BB5_1_7372	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_13_BB5_1_7372.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-189	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_14_BB6_1_7373	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_14_BB6_1_7373.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-190	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_15_BB7_1_7374	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_15_BB7_1_7374.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-191	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_16_BB8_1_7375	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_16_BB8_1_7375.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-192	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_17_BC1_1_7376	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_17_BC1_1_7376.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-193	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_18_BC2_1_7377	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_18_BC2_1_7377.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-194	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_19_BC3_1_7378	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_19_BC3_1_7378.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-195	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_20_BC4_1_7379	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_20_BC4_1_7379.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-196	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_21_BC5_1_7380	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_21_BC5_1_7380.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-197	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_22_BC6_1_7381	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_22_BC6_1_7381.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-198	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_23_BC7_1_7382	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_23_BC7_1_7382.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-199	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_24_BC8_1_7383	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_24_BC8_1_7383.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-200	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_25_BD1_1_7384	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_25_BD1_1_7384.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-201	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_26_BD2_1_7385	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_26_BD2_1_7385.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-202	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_27_BD3_1_7386	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_27_BD3_1_7386.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-203	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_28_BD4_1_7387	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_28_BD4_1_7387.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-204	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_29_BD5_1_7388	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_29_BD5_1_7388.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-205	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_30_BD6_1_7389	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_30_BD6_1_7389.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-206	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_31_BD7_1_7390	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_31_BD7_1_7390.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-207	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_32_BD8_1_7391	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_32_BD8_1_7391.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-208	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_33_BE1_1_7392	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_33_BE1_1_7392.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-209	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_34_BE2_1_7393	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_34_BE2_1_7393.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-210	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_35_BE3_1_7394	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_16112022_P33_1254_WT_ATRb_B_35_BE3_1_7394.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD049426-Sample-211	Mus musculus	heart	regular cardiac myocyte	not available	1	H_Amedei_280222_1244_Atr_01_BD3_1_6347	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	H_Amedei_280222_1244_Atr_01_BD3_1_6347.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
