source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	material type	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]		comment[file uri]	comment[data file]
PXD016986-Sample-22	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160209_V2_PM3_FB_StM_R18_RZ07_33_2.raw	160209_V2_PM3_FB_StM_R18_RZ07_33_2.raw
PXD016986-Sample-23	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160212_V2_PM3_FB_StM_R32_RZ06_36_3.raw	160212_V2_PM3_FB_StM_R32_RZ06_36_3.raw
PXD016986-Sample-24	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160120_V2_PM3_CH_StM_R29_RZ09_22_2.raw	160120_V2_PM3_CH_StM_R29_RZ09_22_2.raw
PXD016986-Sample-25	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160216_V2_PM3_FB_StM_R28_RZ07_6_7.raw	160216_V2_PM3_FB_StM_R28_RZ07_6_7.raw
PXD016986-Sample-26	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160110_V2_PM3_CH_StM_R27_RZ10_16_10.raw	160110_V2_PM3_CH_StM_R27_RZ10_16_10.raw
PXD016986-Sample-27	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160218_V2_PM3_FB_StM_R28_RZ10_39_5.raw	160218_V2_PM3_FB_StM_R28_RZ10_39_5.raw
PXD016986-Sample-28	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160108_V2_PM3_CH_StM_R27_RZ08_14_5.raw	160108_V2_PM3_CH_StM_R27_RZ08_14_5.raw
PXD016986-Sample-29	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160206_V2_PM3_FB_StM_R18_Hom_32_2.raw	160206_V2_PM3_FB_StM_R18_Hom_32_2.raw
PXD016986-Sample-30	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160111_V2_PM3_CH_StM_R31_RZ07_17_4.raw	160111_V2_PM3_CH_StM_R31_RZ07_17_4.raw
PXD016986-Sample-31	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160130_V2_PM3_FB_StM_R30_RZ24_28_4.raw	160130_V2_PM3_FB_StM_R30_RZ24_28_4.raw
PXD016986-Sample-32	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160218_V2_PM3_FB_StM_R28_RZ10_39_7.raw	160218_V2_PM3_FB_StM_R28_RZ10_39_7.raw
PXD016986-Sample-33	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160115_V2_PM3_CH_StM_R31_RZ09_10_4.raw	160115_V2_PM3_CH_StM_R31_RZ09_10_4.raw
PXD016986-Sample-34	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160113_V2_PM3_CH_StM_R31_RZ14_18_3.raw	160113_V2_PM3_CH_StM_R31_RZ14_18_3.raw
PXD016986-Sample-35	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160115_V2_PM3_CH_StM_R31_RZ09_10_6.raw	160115_V2_PM3_CH_StM_R31_RZ09_10_6.raw
PXD016986-Sample-36	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160128_V2_PM3_FB_StM_R30_RZ23_26_2.raw	160128_V2_PM3_FB_StM_R30_RZ23_26_2.raw
PXD016986-Sample-37	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160113_V2_PM3_CH_StM_R31_RZ14_18_8.raw	160113_V2_PM3_CH_StM_R31_RZ14_18_8.raw
PXD016986-Sample-38	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160116_V2_PM3_CH_StM_R31_RZ17_20_6.raw	160116_V2_PM3_CH_StM_R31_RZ17_20_6.raw
PXD016986-Sample-39	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160110_V2_PM3_CH_StM_R27_RZ10_16_7.raw	160110_V2_PM3_CH_StM_R27_RZ10_16_7.raw
PXD016986-Sample-40	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160206_V2_PM3_FB_StM_R18_Hom_32_9.raw	160206_V2_PM3_FB_StM_R18_Hom_32_9.raw
PXD016986-Sample-41	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160117_V2_PM3_CH_StM_R29_RZ19_24_3.raw	160117_V2_PM3_CH_StM_R29_RZ19_24_3.raw
PXD016986-Sample-42	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160130_V2_PM3_FB_StM_R30_RZ24_28_6.raw	160130_V2_PM3_FB_StM_R30_RZ24_28_6.raw
PXD016986-Sample-43	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160108_V2_PM3_CH_StM_R27_RZ08_14_7.raw	160108_V2_PM3_CH_StM_R27_RZ08_14_7.raw
PXD016986-Sample-44	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160121_V2_PM3_CH_StM_R29_RZ17_23_3.raw	160121_V2_PM3_CH_StM_R29_RZ17_23_3.raw
PXD016986-Sample-45	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160212_V2_PM3_FB_StM_R32_RZ06_36_8.raw	160212_V2_PM3_FB_StM_R32_RZ06_36_8.raw
PXD016986-Sample-46	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160104_V2_PM3_CH_StM_R27_Hom_5_10.raw	160104_V2_PM3_CH_StM_R27_Hom_5_10.raw
PXD016986-Sample-47	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160110_V2_PM3_CH_StM_R27_RZ10_16_6.raw	160110_V2_PM3_CH_StM_R27_RZ10_16_6.raw
PXD016986-Sample-48	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160114_V2_PM3_CH_StM_R31_Hom_19_8.raw	160114_V2_PM3_CH_StM_R31_Hom_19_8.raw
PXD016986-Sample-49	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160115_V2_PM3_CH_StM_R31_RZ09_10_10.raw	160115_V2_PM3_CH_StM_R31_RZ09_10_10.raw
PXD016986-Sample-50	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160214_V2_PM3_FB_StM_R32_RZ09_38_3.raw	160214_V2_PM3_FB_StM_R32_RZ09_38_3.raw
PXD016986-Sample-51	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160219_V2_PM3_FB_StM_R28_RZ16_40_8.raw	160219_V2_PM3_FB_StM_R28_RZ16_40_8.raw
PXD016986-Sample-52	Riftia pachyptila	not applicable	not available	not available	not available	not available	cell	1	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	20 ppm	20 ppm	AC=MS:1000133;NT=CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/mnt/daicx/pvc-afbfaa68-aa52-416c-b273-64fb016fd745/PXD016986/160109_V2_PM3_CH_StM_R27_RZ22_9_9.raw	160109_V2_PM3_CH_StM_R27_RZ22_9_9.raw
