source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cell type]	characteristics[age]	characteristics[developmental stage]	characteristics[culture medium]	characteristics[enrichment process]	characteristics[individual]	characteristics[sex]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[sampling time]	characteristics[biological replicate]	material type	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
PXD036826-phospho-Sample-16	Homo sapiens	Left supraclavicular lymph node	colon adenocarcinoma	LoVo	CVCL_0399	cell line	56Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	metformin	metformin	10 mM	30 minute	30 minute	1	cell line	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_44.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-16	Homo sapiens	Left supraclavicular lymph node	colon adenocarcinoma	LoVo	CVCL_0399	cell line	56Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	metformin	metformin	10 mM	30 minute	30 minute	2	cell line	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_64.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-16	Homo sapiens	Left supraclavicular lymph node	colon adenocarcinoma	LoVo	CVCL_0399	cell line	56Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	metformin	metformin	10 mM	30 minute	30 minute	3	cell line	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_142.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_142.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-17	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	control	not applicable	not applicable	not applicable	0 hour	1	cell line	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_56.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-17	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	control	not applicable	not applicable	not applicable	0 hour	2	cell line	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_90.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_90.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-17	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	control	not applicable	not applicable	not applicable	0 hour	3	cell line	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_117.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_117.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-18	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	control	not applicable	not applicable	not applicable	24 hour	1	cell line	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_25.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-18	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	control	not applicable	not applicable	not applicable	24 hour	2	cell line	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_112.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_112.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-18	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	control	not applicable	not applicable	not applicable	24 hour	3	cell line	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_80.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_80.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-19	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	metformin	metformin	10 mM	24 hour	24 hour	1	cell line	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_97.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_97.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-19	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	metformin	metformin	10 mM	24 hour	24 hour	2	cell line	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_120.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_120.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-19	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	metformin	metformin	10 mM	24 hour	24 hour	3	cell line	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_42.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-20	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	metformin	metformin	10 mM	30 minute	30 minute	1	cell line	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_105.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_105.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-20	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	metformin	metformin	10 mM	30 minute	30 minute	2	cell line	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_24.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-20	Homo sapiens	colon	Colon carcinoma	MDST8	CVCL_2588	cell line	not available	not available	DMEM	enrichment of phosphorylated protein	not available	not available	metformin	metformin	10 mM	30 minute	30 minute	3	cell line	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_98.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_98.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-21	Homo sapiens	Lymph node	Cecum adenocarcinoma	NCI-H747	CVCL_1587	cell line	69Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	control	not applicable	not applicable	not applicable	0 hour	1	cell line	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_136.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_136.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-21	Homo sapiens	Lymph node	Cecum adenocarcinoma	NCI-H747	CVCL_1587	cell line	69Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	control	not applicable	not applicable	not applicable	0 hour	2	cell line	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_95.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_95.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-21	Homo sapiens	Lymph node	Cecum adenocarcinoma	NCI-H747	CVCL_1587	cell line	69Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	control	not applicable	not applicable	not applicable	0 hour	3	cell line	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_128.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_128.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-22	Homo sapiens	Lymph node	Cecum adenocarcinoma	NCI-H747	CVCL_1587	cell line	69Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	control	not applicable	not applicable	not applicable	24 hour	1	cell line	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_111.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_111.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-22	Homo sapiens	Lymph node	Cecum adenocarcinoma	NCI-H747	CVCL_1587	cell line	69Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	control	not applicable	not applicable	not applicable	24 hour	2	cell line	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_94.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_94.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-22	Homo sapiens	Lymph node	Cecum adenocarcinoma	NCI-H747	CVCL_1587	cell line	69Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	control	not applicable	not applicable	not applicable	24 hour	3	cell line	run 3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_92.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_92.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	control
PXD036826-phospho-Sample-23	Homo sapiens	Lymph node	Cecum adenocarcinoma	NCI-H747	CVCL_1587	cell line	69Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	metformin	metformin	10 mM	24 hour	24 hour	1	cell line	run 1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_103.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_103.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
PXD036826-phospho-Sample-23	Homo sapiens	Lymph node	Cecum adenocarcinoma	NCI-H747	CVCL_1587	cell line	69Y	adult	RPMI 1640	enrichment of phosphorylated protein	not available	male	metformin	metformin	10 mM	24 hour	24 hour	2	cell line	run 2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	AC=MS:1002038;NT=label free sample	1	Data-independent acquisition	NT=Carbamidomethyl;MT=fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=variable;PP=Protein N-term;AC=UNIMOD:1	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Trypsin/P;AC=MS:1001313	28% NCE	NT=HCD;AC=MS:1000422	https://ftp.pride.ebi.ac.uk/pride/data/archive/2023/02/PXD036826/20200626_erli_phos_84.raw	20 ppm	350m/z-1650m/z	200m/z-2000m/z	20 ppm	1	20200626_erli_phos_84.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	metformin
