source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[somascan menu]	comment[somascan platform]	comment[dilution]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]
PAD000020-A4098221	Homo sapiens	Blood plasma	not available	not available	not available	1	study sample	blood plasma	PAD000020-r00001-A4098221	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-0357897691	Homo sapiens	Blood plasma	not available	not available	not available	2	study sample	blood plasma	PAD000020-r00002-0357897691	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098253	Homo sapiens	Blood plasma	not available	not available	not available	3	study sample	blood plasma	PAD000020-r00003-A4098253	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4030388	Homo sapiens	Blood plasma	not available	not available	not available	4	study sample	blood plasma	PAD000020-r00004-A4030388	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098164	Homo sapiens	Blood plasma	not available	not available	not available	5	study sample	blood plasma	PAD000020-r00005-A4098164	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-SID2	Homo sapiens	Blood plasma	not available	not available	not available	6	study sample	blood plasma	PAD000020-r00006-SID2	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098429	Homo sapiens	Blood plasma	not available	not available	not available	7	study sample	blood plasma	PAD000020-r00007-A4098429	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-230500	Homo sapiens	Blood plasma	not available	not available	not available	8	study sample	blood plasma	PAD000020-r00008-230500	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098452	Homo sapiens	Blood plasma	not available	not available	not available	9	study sample	blood plasma	PAD000020-r00009-A4098452	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4033081	Homo sapiens	Blood plasma	not available	not available	not available	10	study sample	blood plasma	PAD000020-r00010-A4033081	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4030395	Homo sapiens	Blood plasma	not available	not available	not available	11	study sample	blood plasma	PAD000020-r00011-A4030395	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A3975816	Homo sapiens	Blood plasma	not available	not available	not available	12	study sample	blood plasma	PAD000020-r00012-A3975816	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098509	Homo sapiens	Blood plasma	not available	not available	not available	13	study sample	blood plasma	PAD000020-r00013-A4098509	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4033074	Homo sapiens	Blood plasma	not available	not available	not available	14	study sample	blood plasma	PAD000020-r00014-A4033074	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098237	Homo sapiens	Blood plasma	not available	not available	not available	15	study sample	blood plasma	PAD000020-r00015-A4098237	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4028827	Homo sapiens	Blood plasma	not available	not available	not available	16	study sample	blood plasma	PAD000020-r00016-A4028827	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-230420	Homo sapiens	Blood plasma	not available	not available	not available	17	calibrator	blood plasma	PAD000020-r00017-230420	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098484	Homo sapiens	Blood plasma	not available	not available	not available	18	study sample	blood plasma	PAD000020-r00018-A4098484	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098468	Homo sapiens	Blood plasma	not available	not available	not available	19	study sample	blood plasma	PAD000020-r00019-A4098468	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4028859	Homo sapiens	Blood plasma	not available	not available	not available	20	study sample	blood plasma	PAD000020-r00020-A4028859	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4033042	Homo sapiens	Blood plasma	not available	not available	not available	21	study sample	blood plasma	PAD000020-r00021-A4033042	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A3975752	Homo sapiens	Blood plasma	not available	not available	not available	22	study sample	blood plasma	PAD000020-r00022-A3975752	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098477	Homo sapiens	Blood plasma	not available	not available	not available	23	study sample	blood plasma	PAD000020-r00023-A4098477	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-230421	Homo sapiens	Blood plasma	not available	not available	not available	24	quality control sample	blood plasma	PAD000020-r00024-230421	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4030436	Homo sapiens	Blood plasma	not available	not available	not available	25	study sample	blood plasma	PAD000020-r00025-A4030436	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098397	Homo sapiens	Blood plasma	not available	not available	not available	26	study sample	blood plasma	PAD000020-r00026-A4098397	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-SID7	Homo sapiens	Blood plasma	not available	not available	not available	27	study sample	blood plasma	PAD000020-r00027-SID7	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098189	Homo sapiens	Blood plasma	not available	not available	not available	28	study sample	blood plasma	PAD000020-r00028-A4098189	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098493	Homo sapiens	Blood plasma	not available	not available	not available	29	study sample	blood plasma	PAD000020-r00029-A4098493	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A3975768	Homo sapiens	Blood plasma	not available	not available	not available	30	study sample	blood plasma	PAD000020-r00030-A3975768	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-SID5	Homo sapiens	Blood plasma	not available	not available	not available	31	study sample	blood plasma	PAD000020-r00031-SID5	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098388	Homo sapiens	Blood plasma	not available	not available	not available	32	study sample	blood plasma	PAD000020-r00032-A4098388	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A3975824	Homo sapiens	Blood plasma	not available	not available	not available	33	study sample	blood plasma	PAD000020-r00033-A3975824	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-230420	Homo sapiens	Blood plasma	not available	not available	not available	17	calibrator	blood plasma	PAD000020-r00034-230420	protein expression profiling by aptamer array	2	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A3975800	Homo sapiens	Blood plasma	not available	not available	not available	34	study sample	blood plasma	PAD000020-r00035-A3975800	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4028811	Homo sapiens	Blood plasma	not available	not available	not available	35	study sample	blood plasma	PAD000020-r00036-A4028811	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A3975784	Homo sapiens	Blood plasma	not available	not available	not available	36	study sample	blood plasma	PAD000020-r00037-A3975784	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098516	Homo sapiens	Blood plasma	not available	not available	not available	37	study sample	blood plasma	PAD000020-r00038-A4098516	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A3975776	Homo sapiens	Blood plasma	not available	not available	not available	38	study sample	blood plasma	PAD000020-r00039-A3975776	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-230420	Homo sapiens	Blood plasma	not available	not available	not available	17	calibrator	blood plasma	PAD000020-r00040-230420	protein expression profiling by aptamer array	3	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A4098404	Homo sapiens	Blood plasma	not available	not available	not available	39	study sample	blood plasma	PAD000020-r00041-A4098404	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-230420	Homo sapiens	Blood plasma	not available	not available	not available	17	calibrator	blood plasma	PAD000020-r00042-230420	protein expression profiling by aptamer array	4	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-SID8	Homo sapiens	Blood plasma	not available	not available	not available	40	study sample	blood plasma	PAD000020-r00043-SID8	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-A3975792	Homo sapiens	Blood plasma	not available	not available	not available	41	study sample	blood plasma	PAD000020-r00044-A3975792	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
PAD000020-0357841003	Homo sapiens	Blood plasma	not available	not available	not available	42	study sample	blood plasma	PAD000020-r00045-0357841003	protein expression profiling by aptamer array	1	SomaScan11K_Data.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000020/SomaScan11K_Data.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	NT=affinity-proteomics;VV=v1.0.0
