source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[passage number]	characteristics[sample type]	characteristics[spiked compound]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dia method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[ms min mz]	comment[ms max mz]	comment[ms min im]	comment[ms max im]	comment[elution conditions]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]	factor value[mixture]	factor value[quantification method]
HL-60_spikein_20ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_10ng_S_2x_44m_rep1_B5_1_5032	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	3	Popeye_20231020_MGE_HStdia_HS_10ng_S_2x_44m_rep1_B5_1_5032.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_10ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_10ng_S_2x_44m_rep1_B5_1_5032	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	7	Popeye_20231020_MGE_HStdia_HS_10ng_S_2x_44m_rep1_B5_1_5032.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_10ng (10 ng human)	spike-in SILAC
HL-60_spikein_20ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_10ng_S_2x_44m_rep2_B6_1_5033	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	4	Popeye_20231020_MGE_HStdia_HS_10ng_S_2x_44m_rep2_B6_1_5033.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_10ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_10ng_S_2x_44m_rep2_B6_1_5033	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	8	Popeye_20231020_MGE_HStdia_HS_10ng_S_2x_44m_rep2_B6_1_5033.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_10ng (10 ng human)	spike-in SILAC
HL-60_spikein_400ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_21m_rep1_C7_1_5046	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	21 min gradient (human-only benchmark)	1	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_21m_rep1_C7_1_5046.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_200ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_21m_rep1_C7_1_5046	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	21 min gradient (human-only benchmark)	1	5	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_21m_rep1_C7_1_5046.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_200ng (200 ng human)	spike-in SILAC
HL-60_spikein_400ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_21m_rep2_C8_1_5047	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	21 min gradient (human-only benchmark)	1	2	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_21m_rep2_C8_1_5047.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_200ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_21m_rep2_C8_1_5047	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	21 min gradient (human-only benchmark)	1	6	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_21m_rep2_C8_1_5047.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_200ng (200 ng human)	spike-in SILAC
HL-60_spikein_400ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_44m_rep1_C5_1_5044	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	3	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_44m_rep1_C5_1_5044.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_200ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_44m_rep1_C5_1_5044	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	7	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_44m_rep1_C5_1_5044.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_200ng (200 ng human)	spike-in SILAC
HL-60_spikein_400ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_44m_rep2_C6_1_5045	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	4	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_44m_rep2_C6_1_5045.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_200ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_44m_rep2_C6_1_5045	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	8	Popeye_20231020_MGE_HStdia_HS_200ng_S_2x_44m_rep2_C6_1_5045.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_200ng (200 ng human)	spike-in SILAC
HL-60_spikein_100ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_21m_rep1_B11_1_5038	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	21 min gradient (human-only benchmark)	1	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_21m_rep1_B11_1_5038.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_50ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_21m_rep1_B11_1_5038	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	21 min gradient (human-only benchmark)	1	5	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_21m_rep1_B11_1_5038.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_50ng (50 ng human)	spike-in SILAC
HL-60_spikein_100ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_21m_rep2_B12_1_5039	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	21 min gradient (human-only benchmark)	1	2	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_21m_rep2_B12_1_5039.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
HL-60_50ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	study sample	not applicable	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_21m_rep2_B12_1_5039	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	21 min gradient (human-only benchmark)	1	6	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_21m_rep2_B12_1_5039.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	HS_50ng (50 ng human)	spike-in SILAC
HL-60_spikein_100ng	Homo sapiens	blood	acute myeloblastic leukemia with maturation	promyelocyte	cell	HL-60 cell	CVCL_0002	HL-60	blood	adult	36Y	female	European ancestry	Roswell Park Memorial Institute 1640 Medium	not available	reference	not applicable	1	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_44m_rep1_B9_1_5036	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=collision-induced dissociation;AC=MS:1000133	20 eV;59 eV	not available	not available	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=time-of-flight;AC=MS:1000084	400	1200	25	400m/z	1200m/z	0.6	1.6	approximately 30 min active gradient, 250 nl/min	1	3	Popeye_20231020_MGE_HStdia_HS_50ng_S_2x_44m_rep1_B9_1_5036.d.tar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	human-only	spike-in reference	spike-in SILAC
