source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20150307_MEF3_Top_opt_E3_01_1681.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_MEF3_Top_opt_E3_01_1681.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_MEF3_Top_opt_E3_01_1681.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_MEF3_Top_opt_E3_01_1681.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20141014_fract11_dyn_5ul_F3_01_590.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract11_dyn_5ul_F3_01_590.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract11_dyn_5ul_F3_01_590.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract11_dyn_5ul_F3_01_590.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20141014_fract10_dyn_5ul_F2_01_589.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract10_dyn_5ul_F2_01_589.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract10_dyn_5ul_F2_01_589.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract10_dyn_5ul_F2_01_589.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract7_dyn_5ul_B7_01_442.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract7_dyn_5ul_B7_01_442.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract7_dyn_5ul_B7_01_442.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract7_dyn_5ul_B7_01_442.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract19_dyn_5ul_F3_01_387.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract19_dyn_5ul_F3_01_387.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract19_dyn_5ul_F3_01_387.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract19_dyn_5ul_F3_01_387.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract13_dyn_5ul_C5_01_448.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract13_dyn_5ul_C5_01_448.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract13_dyn_5ul_C5_01_448.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract13_dyn_5ul_C5_01_448.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac13_top_opt_C1_01_1822.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac13_top_opt_C1_01_1822.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac13_top_opt_C1_01_1822.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac13_top_opt_C1_01_1822.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract12_dyn_5ul_C4_01_447.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract12_dyn_5ul_C4_01_447.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract12_dyn_5ul_C4_01_447.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract12_dyn_5ul_C4_01_447.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_Hepa3_Top_opt_D3_01_1675.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_Hepa3_Top_opt_D3_01_1675.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_Hepa3_Top_opt_D3_01_1675.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_Hepa3_Top_opt_D3_01_1675.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20141014_fract9_dyn_5ul_F1_01_588.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract9_dyn_5ul_F1_01_588.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract9_dyn_5ul_F1_01_588.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract9_dyn_5ul_F1_01_588.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac06_top_opt_B6_01_1815.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac06_top_opt_B6_01_1815.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac06_top_opt_B6_01_1815.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac06_top_opt_B6_01_1815.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
025pmolUPS2_500ngY_90min1Hz1pr_BC1_01_347.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	025pmolUPS2_500ngY_90min1Hz1pr_BC1_01_347.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	025pmolUPS2_500ngY_90min1Hz1pr_BC1_01_347.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/025pmolUPS2_500ngY_90min1Hz1pr_BC1_01_347.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac07_top_opt_B7_01_1816.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac07_top_opt_B7_01_1816.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac07_top_opt_B7_01_1816.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac07_top_opt_B7_01_1816.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract10_dyn_5ul_E2_01_378.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract10_dyn_5ul_E2_01_378.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract10_dyn_5ul_E2_01_378.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract10_dyn_5ul_E2_01_378.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract19_dyn_5ul_H3_01_454.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract19_dyn_5ul_H3_01_454.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract19_dyn_5ul_H3_01_454.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract19_dyn_5ul_H3_01_454.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract17_dyn_5ul_F1_01_385.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract17_dyn_5ul_F1_01_385.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract17_dyn_5ul_F1_01_385.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract17_dyn_5ul_F1_01_385.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_Hepa1_Top_opt_D1_01_1683.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_Hepa1_Top_opt_D1_01_1683.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_Hepa1_Top_opt_D1_01_1683.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_Hepa1_Top_opt_D1_01_1683.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_Hepa1_Top_opt_D1_01_1671.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_Hepa1_Top_opt_D1_01_1671.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_Hepa1_Top_opt_D1_01_1671.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_Hepa1_Top_opt_D1_01_1671.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract18_dyn_5ul_H2_01_453.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract18_dyn_5ul_H2_01_453.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract18_dyn_5ul_H2_01_453.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract18_dyn_5ul_H2_01_453.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac17_top_opt_C5_01_1826.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac17_top_opt_C5_01_1826.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac17_top_opt_C5_01_1826.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac17_top_opt_C5_01_1826.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract9_dyn_5ul_C1_01_444.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract9_dyn_5ul_C1_01_444.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract9_dyn_5ul_C1_01_444.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract9_dyn_5ul_C1_01_444.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract1_dyn_5ul_D1_01_367.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract1_dyn_5ul_D1_01_367.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract1_dyn_5ul_D1_01_367.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract1_dyn_5ul_D1_01_367.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
