source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20140925_fract5_dyn_5ul_B5_01_440.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract5_dyn_5ul_B5_01_440.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract5_dyn_5ul_B5_01_440.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract5_dyn_5ul_B5_01_440.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract9_dyn_5ul_E1_01_377.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract9_dyn_5ul_E1_01_377.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract9_dyn_5ul_E1_01_377.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract9_dyn_5ul_E1_01_377.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac11_top_opt_B11_01_1820.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac11_top_opt_B11_01_1820.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac11_top_opt_B11_01_1820.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac11_top_opt_B11_01_1820.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_345.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_345.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_345.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_345.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac12_top_opt_B12_01_1821.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac12_top_opt_B12_01_1821.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac12_top_opt_B12_01_1821.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac12_top_opt_B12_01_1821.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac09_top_opt_B9_01_1818.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac09_top_opt_B9_01_1818.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac09_top_opt_B9_01_1818.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac09_top_opt_B9_01_1818.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20141014_fract20_dyn_5ul_G4_01_599.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract20_dyn_5ul_G4_01_599.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract20_dyn_5ul_G4_01_599.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract20_dyn_5ul_G4_01_599.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_NSC2_Top_opt_F2_01_1680.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_NSC2_Top_opt_F2_01_1680.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_NSC2_Top_opt_F2_01_1680.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_NSC2_Top_opt_F2_01_1680.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract15_dyn_5ul_C7_01_450.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract15_dyn_5ul_C7_01_450.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract15_dyn_5ul_C7_01_450.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract15_dyn_5ul_C7_01_450.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac01_top_opt_B1_01_1810.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac01_top_opt_B1_01_1810.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac01_top_opt_B1_01_1810.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac01_top_opt_B1_01_1810.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract22_dyn_5ul_F6_01_390.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract22_dyn_5ul_F6_01_390.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract22_dyn_5ul_F6_01_390.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract22_dyn_5ul_F6_01_390.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract6_dyn_5ul_B6_01_441.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract6_dyn_5ul_B6_01_441.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract6_dyn_5ul_B6_01_441.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract6_dyn_5ul_B6_01_441.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20141014_fract22_dyn_5ul_G6_01_601.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract22_dyn_5ul_G6_01_601.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract22_dyn_5ul_G6_01_601.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract22_dyn_5ul_G6_01_601.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract1_dyn_5ul_B1_01_436.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract1_dyn_5ul_B1_01_436.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract1_dyn_5ul_B1_01_436.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract1_dyn_5ul_B1_01_436.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
