source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
080918_PLKinh4_F15b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F15b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F15b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F15b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F29	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F29.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F29.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F28	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F28.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F28.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F26	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F26.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F26.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F25	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F25.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F25T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F25T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F25T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F25T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F3	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F16b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F16b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F16b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F16b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F16b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F16b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F16b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F16b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F25T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F25T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F25T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F25T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F24	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F24.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F1-6T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F1-6T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F1-6T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F1-6T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F29-32T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F29-32T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F29-32T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F29-32T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F13	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F13.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F27	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F27.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F27.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F17b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F17b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F17b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F17b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F31	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F31.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F31.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F15	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F18	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F18.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F18.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F13	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F13.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F10	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F28	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F28.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F28.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F28T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F28T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F28T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F28T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F25	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F25.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F26T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F26T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F26T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F26T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F27	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F27.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F27.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F24	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F24.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F15	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
