source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
080918_PLKinh4_F19	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F19.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F19.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F16	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F16.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F27T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F27T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F27T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F27T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F24	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F24.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F3	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F10b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F10b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F10b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F10b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F1	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F25T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F25T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F25T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F25T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F2	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F17b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F17b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F17b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F17b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F13	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F13.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F27T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F27T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F27T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F27T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
