source name	characteristics[organism]	characteristics[strain or breed]	characteristics[age]	characteristics[sex]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[diet]	characteristics[biological replicate]	characteristics[developmental stage]	assay name	technology type	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file content]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[diet]
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	1	150811_YSH_LIVER_NCD_10_01.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	2	150811_YSH_LIVER_NCD_10_02.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	3	150811_YSH_LIVER_NCD_10_03.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	4	150811_YSH_LIVER_NCD_10_04.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	5	150811_YSH_LIVER_NCD_10_05.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	6	150811_YSH_LIVER_NCD_10_06.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	7	150811_YSH_LIVER_NCD_10_07.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	8	150811_YSH_LIVER_NCD_10_08.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	9	150811_YSH_LIVER_NCD_10_09.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
NCD-10	Mus musculus	C57BL/6J	18W	male	liver	normal	not applicable	normal chow diet	3	not available	run 21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	10	150811_YSH_LIVER_NCD_10_10.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	normal chow diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	1	150609_YSH_LIVER_HFD_10_01.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	2	150609_YSH_LIVER_HFD_10_02.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	3	150609_YSH_LIVER_HFD_10_03.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	4	150609_YSH_LIVER_HFD_10_04.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	5	150609_YSH_LIVER_HFD_10_05.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	6	150609_YSH_LIVER_HFD_10_06.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	7	150609_YSH_LIVER_HFD_10_07.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	8	150609_YSH_LIVER_HFD_10_08.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	9	150609_YSH_LIVER_HFD_10_09.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-10	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	1	not available	run 31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	10	150609_YSH_LIVER_HFD_10_10.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	1	150811_YSH_LIVER_HFD_14_01.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	2	150811_YSH_LIVER_HFD_14_02.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	3	150811_YSH_LIVER_HFD_14_03.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	4	150811_YSH_LIVER_HFD_14_04.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	5	150811_YSH_LIVER_HFD_14_05.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	6	150811_YSH_LIVER_HFD_14_06.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	7	150811_YSH_LIVER_HFD_14_07.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	8	150811_YSH_LIVER_HFD_14_08.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
