source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[host body site]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[metagenome accession]	comment[sample preparation batch]	comment[acquisition date]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[host subject id]
C3	C3	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C3	healthy	feces	no depletion	1	C3_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	10	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C3_10.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C3
C3	C3	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C3	healthy	feces	no depletion	1	C3_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	11	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C3_11.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C3
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_1.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	2	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_2.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	3	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_3.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	4	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_4.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	5	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_5.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	6	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_6.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	7	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_7.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	8	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_8.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	9	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_9.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	10	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_10.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
C4	C4	human gut metagenome	feces	fecal material	Germany	Homo sapiens	C4	healthy	feces	no depletion	1	C4_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	NT=label free sample;AC=MS:1002038	11	NT=SDS PAGE;AC=PRIDE:0000568	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	PRJEB44766	batch2_20190418	2019-04-18	1	20190418_Blank_Wilmes_Extracelluar_C18_HPLC_120min_10uL_QE3_C4_11.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	C4
