source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
20151203_TC_Q1_colQ1-14_Hommel_D6-Ana2	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_D6-Ana2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_D6-Ana2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_D6-Ana3	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_D6-Ana3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_D6-Ana3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_D8-Ae1	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ae1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ae1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_D8-Ae2	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ae2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ae2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_D8-Ae3	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ae3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ae3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_D8-Ana1	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ana1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ana1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_D8-Ana2	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ana2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ana2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_D8-Ana3	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ana3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_D8-Ana3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_DO-1b	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_DO-1b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_DO-1b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_DO-2	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_DO-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_DO-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20151203_TC_Q1_colQ1-14_Hommel_DO-3	Cryptococcus neoformans	not available	cryptococcosis	1	20151203_TC_Q1_colQ1-14_Hommel_DO-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20151203_TC_Q1_colQ1-14_Hommel_DO-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D0-1	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D0-1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D0-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D0-2	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D0-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D0-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D0-3	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D0-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D0-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-1_161026233332	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-1_161026233332	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-1_161026233332.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-2	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-3	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ae-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-1	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-2	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-3	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D4-Ana-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-1	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-2	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-3	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ae-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-1	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-2	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-3	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D6-Ana-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-1	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-2	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-3	Cryptococcus neoformans	not available	cryptococcosis	1	20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20161021_Q1_MD_colQ1-29_Hommel_D8-Ae-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cryptococcosis
