source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[phenotype]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[phenotype]
cll_26	Homo sapiens	B cell	chronic lymphocytic leukemia	26	PG3	GMMVRJ_DIA_20200611_CLL26	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG3
cll_30	Homo sapiens	B cell	chronic lymphocytic leukemia	30	PG2	GMMVRJ_DIA_20200611_CLL30	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG2
cll_32	Homo sapiens	B cell	chronic lymphocytic leukemia	32	PG4	GMMVRJ_DIA_20200611_CLL32	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG4
cll_35	Homo sapiens	B cell	chronic lymphocytic leukemia	35	PG5	GMMVRJ_DIA_20200611_CLL35	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG5
cll_36	Homo sapiens	B cell	chronic lymphocytic leukemia	36	PG5	GMMVRJ_DIA_20200611_CLL36	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG5
cll_41	Homo sapiens	B cell	chronic lymphocytic leukemia	41	PG6	GMMVRJ_DIA_20200611_CLL41	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG6
cll_44	Homo sapiens	B cell	chronic lymphocytic leukemia	44	PG4	GMMVRJ_DIA_20200611_CLL44	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG4
cll_45	Homo sapiens	B cell	chronic lymphocytic leukemia	45	PG3	GMMVRJ_DIA_20200611_CLL45	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG3
cll_46	Homo sapiens	B cell	chronic lymphocytic leukemia	46	PG5	GMMVRJ_DIA_20200611_CLL46	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG5
cll_48	Homo sapiens	B cell	chronic lymphocytic leukemia	48	PG3	GMMVRJ_DIA_20200611_CLL48	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG3
cll_50	Homo sapiens	B cell	chronic lymphocytic leukemia	50	PG5	GMMVRJ_DIA_20200611_CLL50	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG5
cll_55	Homo sapiens	B cell	chronic lymphocytic leukemia	55	PG2	GMMVRJ_DIA_20200611_CLL55	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG2
cll_56	Homo sapiens	B cell	chronic lymphocytic leukemia	56	PG1	GMMVRJ_DIA_20200611_CLL56	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG1
cll_57	Homo sapiens	B cell	chronic lymphocytic leukemia	57	PG1	GMMVRJ_DIA_20200611_CLL57	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG1
cll_58	Homo sapiens	B cell	chronic lymphocytic leukemia	58	PG1	GMMVRJ_DIA_20200611_CLL58	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG1
cll_60	Homo sapiens	B cell	chronic lymphocytic leukemia	60	PG2	GMMVRJ_DIA_20200611_CLL60	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG2
cll_62	Homo sapiens	B cell	chronic lymphocytic leukemia	62	PG5	GMMVRJ_DIA_20200611_CLL62	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG5
cll_63	Homo sapiens	B cell	chronic lymphocytic leukemia	63	PG1	GMMVRJ_DIA_20200611_CLL63	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG1
cll_64	Homo sapiens	B cell	chronic lymphocytic leukemia	64	PG1	GMMVRJ_DIA_20200611_CLL64	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG1
cll_67	Homo sapiens	B cell	chronic lymphocytic leukemia	67	PG2	GMMVRJ_DIA_20200611_CLL67	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG2
cll_68	Homo sapiens	B cell	chronic lymphocytic leukemia	68	PG4	GMMVRJ_DIA_20200611_CLL68	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG4
cll_69	Homo sapiens	B cell	chronic lymphocytic leukemia	69	PG5	GMMVRJ_DIA_20200611_CLL69	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200611_CLL69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	PG5
cll_100	Homo sapiens	B cell	chronic lymphocytic leukemia	100	not available	GMMVRJ_DIA_20200708_CLL100	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL100.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_101	Homo sapiens	B cell	chronic lymphocytic leukemia	101	not available	GMMVRJ_DIA_20200708_CLL101	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL101.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_102	Homo sapiens	B cell	chronic lymphocytic leukemia	102	not available	GMMVRJ_DIA_20200708_CLL102	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL102.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_103	Homo sapiens	B cell	chronic lymphocytic leukemia	103	not available	GMMVRJ_DIA_20200708_CLL103	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL103.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_104	Homo sapiens	B cell	chronic lymphocytic leukemia	104	not available	GMMVRJ_DIA_20200708_CLL104	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL104.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_105	Homo sapiens	B cell	chronic lymphocytic leukemia	105	not available	GMMVRJ_DIA_20200708_CLL105	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL105.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_106	Homo sapiens	B cell	chronic lymphocytic leukemia	106	not available	GMMVRJ_DIA_20200708_CLL106	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL106.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_107	Homo sapiens	B cell	chronic lymphocytic leukemia	107	not available	GMMVRJ_DIA_20200708_CLL107	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL107.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_108	Homo sapiens	B cell	chronic lymphocytic leukemia	108	not available	GMMVRJ_DIA_20200708_CLL108	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL108.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_109	Homo sapiens	B cell	chronic lymphocytic leukemia	109	not available	GMMVRJ_DIA_20200708_CLL109	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL109.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_110	Homo sapiens	B cell	chronic lymphocytic leukemia	110	not available	GMMVRJ_DIA_20200708_CLL110	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL110.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_111	Homo sapiens	B cell	chronic lymphocytic leukemia	111	not available	GMMVRJ_DIA_20200708_CLL111	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL111.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_112	Homo sapiens	B cell	chronic lymphocytic leukemia	112	not available	GMMVRJ_DIA_20200708_CLL112	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL112.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_113	Homo sapiens	B cell	chronic lymphocytic leukemia	113	not available	GMMVRJ_DIA_20200708_CLL113	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL113.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_114	Homo sapiens	B cell	chronic lymphocytic leukemia	114	not available	GMMVRJ_DIA_20200708_CLL114	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL114.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_115	Homo sapiens	B cell	chronic lymphocytic leukemia	115	not available	GMMVRJ_DIA_20200708_CLL115	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL115.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_116	Homo sapiens	B cell	chronic lymphocytic leukemia	116	not available	GMMVRJ_DIA_20200708_CLL116	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL116.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
cll_117	Homo sapiens	B cell	chronic lymphocytic leukemia	117	not available	GMMVRJ_DIA_20200708_CLL117	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	GMMVRJ_DIA_20200708_CLL117.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
