source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
B000268_Ap_6883_EXT-765_DIA_UPS2_Only_DDA	Saccharomyces cerevisiae	not available	not available	1	B000268_Ap_6883_EXT-765_DIA_UPS2_Only_DDA	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000268_Ap_6883_EXT-765_DIA_UPS2_Only_DDA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000272_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DDA_2	Saccharomyces cerevisiae	not available	not available	1	B000272_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DDA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000272_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DDA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000274_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DIA_2	Saccharomyces cerevisiae	not available	not available	1	B000274_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DIA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000274_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000276_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DDA_2	Saccharomyces cerevisiae	not available	not available	1	B000276_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DDA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000276_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DDA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000278_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_2	Saccharomyces cerevisiae	not available	not available	1	B000278_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000278_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000280_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DDA_2	Saccharomyces cerevisiae	not available	not available	1	B000280_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DDA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000280_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DDA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000282_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_2	Saccharomyces cerevisiae	not available	not available	1	B000282_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000282_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000284_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DDA_2	Saccharomyces cerevisiae	not available	not available	1	B000284_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DDA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000284_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DDA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000286_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_2	Saccharomyces cerevisiae	not available	not available	1	B000286_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000286_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000288_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DDA_2	Saccharomyces cerevisiae	not available	not available	1	B000288_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DDA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000288_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DDA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000290_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DIA_2	Saccharomyces cerevisiae	not available	not available	1	B000290_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DIA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000290_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000292_Ap_6883_EXT-765_DIA_2_UPS2_Only_DDA_2	Saccharomyces cerevisiae	not available	not available	1	B000292_Ap_6883_EXT-765_DIA_2_UPS2_Only_DDA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000292_Ap_6883_EXT-765_DIA_2_UPS2_Only_DDA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000296_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DDA_3	Saccharomyces cerevisiae	not available	not available	1	B000296_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DDA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000296_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DDA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000298_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DIA_3	Saccharomyces cerevisiae	not available	not available	1	B000298_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DIA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000298_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio01_DIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000300_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DDA_3	Saccharomyces cerevisiae	not available	not available	1	B000300_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DDA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000300_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DDA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000302_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_3	Saccharomyces cerevisiae	not available	not available	1	B000302_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000302_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000304_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DDA_3	Saccharomyces cerevisiae	not available	not available	1	B000304_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DDA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000304_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DDA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000306_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_3	Saccharomyces cerevisiae	not available	not available	1	B000306_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000306_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000308_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DDA_3	Saccharomyces cerevisiae	not available	not available	1	B000308_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DDA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000308_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DDA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000310_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_3	Saccharomyces cerevisiae	not available	not available	1	B000310_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000310_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000312_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DDA_3	Saccharomyces cerevisiae	not available	not available	1	B000312_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DDA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000312_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DDA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000314_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DIA_3	Saccharomyces cerevisiae	not available	not available	1	B000314_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DIA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000314_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio10_DIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B000316_Ap_6883_EXT-765_DIA_3_UPS2_Only_DDA_3	Saccharomyces cerevisiae	not available	not available	1	B000316_Ap_6883_EXT-765_DIA_3_UPS2_Only_DDA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B000316_Ap_6883_EXT-765_DIA_3_UPS2_Only_DDA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B002428_Bp_PRC-1013_FRIMP_An-UPS1-iRT-DDA_1	Saccharomyces cerevisiae	not available	not available	1	B002428_Bp_PRC-1013_FRIMP_An-UPS1-iRT-DDA_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B002428_Bp_PRC-1013_FRIMP_An-UPS1-iRT-DDA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
B002430_Bp_PRC-1013_FRIMP_An-UPS1-iRT-DDA_2	Saccharomyces cerevisiae	not available	not available	1	B002430_Bp_PRC-1013_FRIMP_An-UPS1-iRT-DDA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	B002430_Bp_PRC-1013_FRIMP_An-UPS1-iRT-DDA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
