source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
IA2836_kallemw_11_WWK_C010_72h_K	Danio rerio	whole body	not available	1	IA2836_kallemw_11_WWK_C010_72h_K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_11_WWK_C010_72h_K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_12_WWK_C010_72h_L	Danio rerio	whole body	not available	1	IA2836_kallemw_12_WWK_C010_72h_L	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_12_WWK_C010_72h_L.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_13_WWK_C010_120h_A	Danio rerio	whole body	not available	1	IA2836_kallemw_13_WWK_C010_120h_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_13_WWK_C010_120h_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_14_WWK_C010_120h_B	Danio rerio	whole body	not available	1	IA2836_kallemw_14_WWK_C010_120h_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_14_WWK_C010_120h_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_15_WWK_C010_120h_C	Danio rerio	whole body	not available	1	IA2836_kallemw_15_WWK_C010_120h_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_15_WWK_C010_120h_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_16_WWK_C010_120h_D	Danio rerio	whole body	not available	1	IA2836_kallemw_16_WWK_C010_120h_D	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_16_WWK_C010_120h_D.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_17_WWK_C010_120h_E	Danio rerio	whole body	not available	1	IA2836_kallemw_17_WWK_C010_120h_E	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_17_WWK_C010_120h_E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_18_WWK_C010_120h_F	Danio rerio	whole body	not available	1	IA2836_kallemw_18_WWK_C010_120h_F	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_18_WWK_C010_120h_F.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_19_WWK_C010_120h_G	Danio rerio	whole body	not available	1	IA2836_kallemw_19_WWK_C010_120h_G	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_19_WWK_C010_120h_G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_20_WWK_C010_120h_H	Danio rerio	whole body	not available	1	IA2836_kallemw_20_WWK_C010_120h_H	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_20_WWK_C010_120h_H.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_21_WWK_C010_120h_I	Danio rerio	whole body	not available	1	IA2836_kallemw_21_WWK_C010_120h_I	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_21_WWK_C010_120h_I.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_22_WWK_C010_120h_J	Danio rerio	whole body	not available	1	IA2836_kallemw_22_WWK_C010_120h_J	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_22_WWK_C010_120h_J.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_23_WWK_C010_120h_K	Danio rerio	whole body	not available	1	IA2836_kallemw_23_WWK_C010_120h_K	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_23_WWK_C010_120h_K.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
IA2836_kallemw_24_WWK_C010_120h_L	Danio rerio	whole body	not available	1	IA2836_kallemw_24_WWK_C010_120h_L	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	1	1	IA2836_kallemw_24_WWK_C010_120h_L.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	whole body
