source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
S039	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S039	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.132C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT132C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	47	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S080	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S080	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.133N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT133N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	47	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S045	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S045	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.133C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT133C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	47	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S088	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S088	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.134N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT134N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	47	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
IS_setD	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	not applicable	bridge	pooled	pooled	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.130N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT130N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	47	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S002	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S002	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.126	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT126	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S090	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S090	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.127N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT127N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S021	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S021	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.127C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT127C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S089b	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S089	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.128N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S070	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S070	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.128C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S082	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S082	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.129N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S010	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S010	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.129C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT129C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S040	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S040	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.130C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT130C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S093	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S093	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.131N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT131N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S033	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S033	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.131C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT131C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S110	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S110	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.132N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT132N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S039	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S039	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.132C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT132C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S080	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S080	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.133N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT133N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S045	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S045	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.133C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT133C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S088	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S088	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.134N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT134N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
IS_setD	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	not applicable	bridge	pooled	pooled	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.130N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT130N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	48	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S002	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S002	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.126	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT126	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	49	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S090	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S090	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.127N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT127N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	49	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S021	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S021	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.127C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT127C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	49	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S089b	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S089	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.128N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	49	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S070	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S070	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.128C	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	49	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
S082	Homo sapiens	blood plasma	not available	not applicable	organism part	not available	not available	not available	S082	study sample	not pooled	1	PXD061144.XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.129N	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	49	1	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
