source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
120910_DML15B_60	Mus musculus	heart	not applicable	not available	60	120910_DML15B_60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_60.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_60.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_17	Mus musculus	heart	not applicable	not available	17	120830_DML14B_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_17.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_17.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_29	Mus musculus	heart	not applicable	not available	29	111115_DML8_2_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_29.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_29.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_21	Mus musculus	heart	not applicable	not available	21	111115_DML8_2_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_21.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_21.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_24	Mus musculus	heart	not applicable	not available	24	111115_DML8_2_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_24.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_11	Mus musculus	heart	not applicable	not available	11	120910_DML15B_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120725_DML12_34	Mus musculus	heart	not applicable	not available	34	120725_DML12_34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120725_DML12_34.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120725_DML12_34.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_50	Mus musculus	heart	not applicable	not available	50	120910_DML15B_50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_50.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_50.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120808_DML11_IEF_18	Mus musculus	heart	not applicable	not available	18	120808_DML11_IEF_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120808_DML11_IEF_18.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120808_DML11_IEF_18.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_25	Mus musculus	heart	not applicable	not available	25	120910_DML15B_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_25.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120725_DML12_6	Mus musculus	heart	not applicable	not available	6	120725_DML12_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120725_DML12_6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120725_DML12_6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_24	Mus musculus	heart	not applicable	not available	24	120910_DML15B_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_24.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120808_DML11_IEF_9	Mus musculus	heart	not applicable	not available	9	120808_DML11_IEF_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120808_DML11_IEF_9.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120808_DML11_IEF_9.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_7	Mus musculus	heart	not applicable	not available	7	111115_DML8_2_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_7.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120725_DML12_19	Mus musculus	heart	not applicable	not available	19	120725_DML12_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120725_DML12_19.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120725_DML12_19.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_18	Mus musculus	heart	not applicable	not available	18	111115_DML8_2_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_18.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_18.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120813_DML12_IEF_17	Mus musculus	heart	not applicable	not available	17	120813_DML12_IEF_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120813_DML12_IEF_17.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120813_DML12_IEF_17.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120813_DML12_IEF_4	Mus musculus	heart	not applicable	not available	4	120813_DML12_IEF_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120813_DML12_IEF_4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120813_DML12_IEF_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120725_DML12_43	Mus musculus	heart	not applicable	not available	43	120725_DML12_43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120725_DML12_43.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120725_DML12_43.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120625_DML11_8	Mus musculus	heart	not applicable	not available	8	120625_DML11_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120625_DML11_8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120625_DML11_8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_20	Mus musculus	heart	not applicable	not available	20	111115_DML8_2_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_20.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_20.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_26	Mus musculus	heart	not applicable	not available	26	111115_DML8_2_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_26.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_26.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_26	Mus musculus	heart	not applicable	not available	26	120830_DML14B_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_26.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_26.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_14	Mus musculus	heart	not applicable	not available	14	120830_DML14B_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_33	Mus musculus	heart	not applicable	not available	33	120910_DML15B_33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_33.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_33.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_12	Mus musculus	heart	not applicable	not available	12	120910_DML15B_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_10	Mus musculus	heart	not applicable	not available	10	111115_DML8_2_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_22	Mus musculus	heart	not applicable	not available	22	111115_DML8_2_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_22.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_25	Mus musculus	heart	not applicable	not available	25	111115_DML8_2_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_25.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_33	Mus musculus	heart	not applicable	not available	33	120830_DML14B_33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_33.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_33.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
