source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PAF6779A44RW2_CFXD5PAF6779A44RW2-40-510477	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A44RW2_CFXD5PAF6779A44RW2-40-510477	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A44RW2_CFXD5PAF6779A44RW2-40-510477.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A44RW2_CFXD5PAF6779A44RW2-40-510477.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A35RW2_CFXC4PAF6779A35RW2-40-510467	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A35RW2_CFXC4PAF6779A35RW2-40-510467	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A35RW2_CFXC4PAF6779A35RW2-40-510467.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A35RW2_CFXC4PAF6779A35RW2-40-510467.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A50RW2_CFXB6PAF6779A50RW2-40-510479	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A50RW2_CFXB6PAF6779A50RW2-40-510479	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A50RW2_CFXB6PAF6779A50RW2-40-510479.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A50RW2_CFXB6PAF6779A50RW2-40-510479.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A29RW2_CFXE3PAF6779A29RW2-40-510461	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A29RW2_CFXE3PAF6779A29RW2-40-510461	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A29RW2_CFXE3PAF6779A29RW2-40-510461.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A29RW2_CFXE3PAF6779A29RW2-40-510461.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A22RW2_CFXF2PAF6779A22RW2-40-510449	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A22RW2_CFXF2PAF6779A22RW2-40-510449	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A22RW2_CFXF2PAF6779A22RW2-40-510449.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A22RW2_CFXF2PAF6779A22RW2-40-510449.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A7RW2_CFXA1PAF6779A7RW2-40-510078	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A7RW2_CFXA1PAF6779A7RW2-40-510078	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A7RW2_CFXA1PAF6779A7RW2-40-510078.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A7RW2_CFXA1PAF6779A7RW2-40-510078.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A16RW2_CFXH1PAF6779A16RW2-40-510440	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A16RW2_CFXH1PAF6779A16RW2-40-510440	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A16RW2_CFXH1PAF6779A16RW2-40-510440.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A16RW2_CFXH1PAF6779A16RW2-40-510440.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A31RW2_CFXG3PAF6779A31RW2-40-510463	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A31RW2_CFXG3PAF6779A31RW2-40-510463	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A31RW2_CFXG3PAF6779A31RW2-40-510463.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A31RW2_CFXG3PAF6779A31RW2-40-510463.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A33RW2_CFXA4PAF6779A33RW2-40-510465	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A33RW2_CFXA4PAF6779A33RW2-40-510465	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A33RW2_CFXA4PAF6779A33RW2-40-510465.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A33RW2_CFXA4PAF6779A33RW2-40-510465.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A9RW2_CFXA1PAF6779A9RW2-40-510455	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A9RW2_CFXA1PAF6779A9RW2-40-510455	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A9RW2_CFXA1PAF6779A9RW2-40-510455.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A9RW2_CFXA1PAF6779A9RW2-40-510455.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A41RW2_CFXA5PAF6779A41RW2-40-510473	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A41RW2_CFXA5PAF6779A41RW2-40-510473	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A41RW2_CFXA5PAF6779A41RW2-40-510473.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A41RW2_CFXA5PAF6779A41RW2-40-510473.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A47RW2_CFXG5PAF6779A47RW2-40-510480	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A47RW2_CFXG5PAF6779A47RW2-40-510480	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A47RW2_CFXG5PAF6779A47RW2-40-510480.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A47RW2_CFXG5PAF6779A47RW2-40-510480.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A6RW2_CFXB1_150427154828PAF6779A6RW2-40-509997	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A6RW2_CFXB1_150427154828PAF6779A6RW2-40-509997	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A6RW2_CFXB1_150427154828PAF6779A6RW2-40-509997.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A6RW2_CFXB1_150427154828PAF6779A6RW2-40-509997.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A1RW2_CFXA1PAF6779A1RW2-40-509833	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A1RW2_CFXA1PAF6779A1RW2-40-509833	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A1RW2_CFXA1PAF6779A1RW2-40-509833.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A1RW2_CFXA1PAF6779A1RW2-40-509833.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
SEP_PAK_TEST_CLEM_2PAF6779-40-509918	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	SEP_PAK_TEST_CLEM_2PAF6779-40-509918	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	SEP_PAK_TEST_CLEM_2PAF6779-40-509918.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/SEP_PAK_TEST_CLEM_2PAF6779-40-509918.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A52RW2_CFXD6PAF6779A52RW2-40-510485	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A52RW2_CFXD6PAF6779A52RW2-40-510485	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A52RW2_CFXD6PAF6779A52RW2-40-510485.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A52RW2_CFXD6PAF6779A52RW2-40-510485.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
