source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
Escherichia_coli_11	Escherichia coli	NT=whole cell	not applicable	11	not available	Escherichia_coli_11_proteomics	proteomic profiling by mass spectrometry	1	51010_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_12	Escherichia coli	NT=whole cell	not applicable	12	not available	Escherichia_coli_12_proteomics	proteomic profiling by mass spectrometry	1	50974_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_13	Escherichia coli	NT=whole cell	not applicable	13	not available	Escherichia_coli_13_proteomics	proteomic profiling by mass spectrometry	1	51012_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_14	Escherichia coli	NT=whole cell	not applicable	14	not available	Escherichia_coli_14_proteomics	proteomic profiling by mass spectrometry	1	51019_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_15	Escherichia coli	NT=whole cell	not applicable	15	not available	Escherichia_coli_15_proteomics	proteomic profiling by mass spectrometry	1	50980_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_16	Escherichia coli	NT=whole cell	not applicable	16	not available	Escherichia_coli_16_proteomics	proteomic profiling by mass spectrometry	1	50973_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_17	Escherichia coli	NT=whole cell	not applicable	17	not available	Escherichia_coli_17_proteomics	proteomic profiling by mass spectrometry	1	50989_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_18	Escherichia coli	NT=whole cell	not applicable	18	not available	Escherichia_coli_18_proteomics	proteomic profiling by mass spectrometry	1	50994_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_19	Escherichia coli	NT=whole cell	not applicable	19	not available	Escherichia_coli_19_proteomics	proteomic profiling by mass spectrometry	1	50976_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_20	Escherichia coli	NT=whole cell	not applicable	20	not available	Escherichia_coli_20_proteomics	proteomic profiling by mass spectrometry	1	51025_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_21	Escherichia coli	NT=whole cell	not applicable	21	not available	Escherichia_coli_21_proteomics	proteomic profiling by mass spectrometry	1	51011_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_22	Escherichia coli	NT=whole cell	not applicable	22	not available	Escherichia_coli_22_proteomics	proteomic profiling by mass spectrometry	1	51018_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_23	Escherichia coli	NT=whole cell	not applicable	23	not available	Escherichia_coli_23_proteomics	proteomic profiling by mass spectrometry	1	50984_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_24	Escherichia coli	NT=whole cell	not applicable	24	not available	Escherichia_coli_24_proteomics	proteomic profiling by mass spectrometry	1	50985_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_25	Escherichia coli	NT=whole cell	not applicable	25	not available	Escherichia_coli_25_proteomics	proteomic profiling by mass spectrometry	1	51002_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_26	Escherichia coli	NT=whole cell	not applicable	26	not available	Escherichia_coli_26_proteomics	proteomic profiling by mass spectrometry	1	50992_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_27	Escherichia coli	NT=whole cell	not applicable	27	not available	Escherichia_coli_27_proteomics	proteomic profiling by mass spectrometry	1	51028_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_28	Escherichia coli	NT=whole cell	not applicable	28	not available	Escherichia_coli_28_proteomics	proteomic profiling by mass spectrometry	1	50982_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_29	Escherichia coli	NT=whole cell	not applicable	29	not available	Escherichia_coli_29_proteomics	proteomic profiling by mass spectrometry	1	50981_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_30	Escherichia coli	NT=whole cell	not applicable	30	not available	Escherichia_coli_30_proteomics	proteomic profiling by mass spectrometry	1	51000_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_31	Escherichia coli	NT=whole cell	not applicable	31	not available	Escherichia_coli_31_proteomics	proteomic profiling by mass spectrometry	1	50998_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_32	Escherichia coli	NT=whole cell	not applicable	32	not available	Escherichia_coli_32_proteomics	proteomic profiling by mass spectrometry	1	51008_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_33	Escherichia coli	NT=whole cell	not applicable	33	not available	Escherichia_coli_33_proteomics	proteomic profiling by mass spectrometry	1	50988_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_34	Escherichia coli	NT=whole cell	not applicable	34	not available	Escherichia_coli_34_proteomics	proteomic profiling by mass spectrometry	1	50978_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_35	Escherichia coli	NT=whole cell	not applicable	35	not available	Escherichia_coli_35_proteomics	proteomic profiling by mass spectrometry	1	51030_SEP_MBPF_MS_QEPlus1_P16_0062_Exp18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin/p;AC=MS:1001313	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	4.5 ppm	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	NT=ms-proteomics;VV=v1.1.0
