source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[reduction reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20121101_qe1_lc2_CHS_SA_Bufexamaccontrol3_1mM_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20121101_qe1_lc2_CHS_SA_Bufexamaccontrol3_1mM_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20121101_qe1_lc2_CHS_SA_Bufexamaccontrol3_1mM_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20121101_qe1_lc2_CHS_SA_Bufexamaccontrol3_1mM_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_1mM_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_1mM_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_1mM_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_1mM_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130807_QE4_UPLC3_CHS_SA_MEF_AGK2_KO_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20130807_QE4_UPLC3_CHS_SA_MEF_AGK2_KO_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130807_QE4_UPLC3_CHS_SA_MEF_AGK2_KO_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130807_QE4_UPLC3_CHS_SA_MEF_AGK2_KO_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120314_QE6_CHS_SA_JQ2_01_inclusion_list3	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120314_QE6_CHS_SA_JQ2_01_inclusion_list3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120314_QE6_CHS_SA_JQ2_01_inclusion_list3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120314_QE6_CHS_SA_JQ2_01_inclusion_list3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120316_QE6_CHS_SA_Pandacostat_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20120316_QE6_CHS_SA_Pandacostat_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120316_QE6_CHS_SA_Pandacostat_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120316_QE6_CHS_SA_Pandacostat_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120628_QE3_LC1_CHS_PCI24repro2ack_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20120628_QE3_LC1_CHS_PCI24repro2ack_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120628_QE3_LC1_CHS_PCI24repro2ack_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120628_QE3_LC1_CHS_PCI24repro2ack_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_05	homo sapiens	not available	not applicable	not available	antibody enrichment	5	20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120322_QE3_CHS_SA_Valproate_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20120322_QE3_CHS_SA_Valproate_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120322_QE3_CHS_SA_Valproate_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120322_QE3_CHS_SA_Valproate_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120525_QE3_LC2_CHS_SA_NaButacet3rd_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20120525_QE3_LC2_CHS_SA_NaButacet3rd_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120525_QE3_LC2_CHS_SA_NaButacet3rd_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120525_QE3_LC2_CHS_SA_NaButacet3rd_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120308_QE6_CHS_SA_Sirtinol_01_PJSseries3	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120308_QE6_CHS_SA_Sirtinol_01_PJSseries3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120308_QE6_CHS_SA_Sirtinol_01_PJSseries3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120308_QE6_CHS_SA_Sirtinol_01_PJSseries3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120216_QE2_CHS_Hela_TSAa_2	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20120216_QE2_CHS_Hela_TSAa_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120216_QE2_CHS_Hela_TSAa_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120216_QE2_CHS_Hela_TSAa_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_50uM_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_50uM_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_50uM_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20121031_qe1_lc2_CHS_SA_Bufexamaccontrol2_50uM_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130723_QE4_UPLC3_CHS_SA_SIRT2_Sirtinol_KO_01sec	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20130723_QE4_UPLC3_CHS_SA_SIRT2_Sirtinol_KO_01sec	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130723_QE4_UPLC3_CHS_SA_SIRT2_Sirtinol_KO_01sec.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130723_QE4_UPLC3_CHS_SA_SIRT2_Sirtinol_KO_01sec.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120216_QE2_CHS_Hela_MGCD_2	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20120216_QE2_CHS_Hela_MGCD_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120216_QE2_CHS_Hela_MGCD_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120216_QE2_CHS_Hela_MGCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_06	homo sapiens	not available	not applicable	not available	antibody enrichment	6	20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120521_QE3_LC2_CHS_SA_Bufexamacproteome_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120521_QE3_LC2_CHS_SA_Bufexamacproteome_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120521_QE3_LC2_CHS_SA_Bufexamacproteome_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120521_QE3_LC2_CHS_SA_Bufexamacproteome_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_08	homo sapiens	not available	not applicable	not available	antibody enrichment	8	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_8	homo sapiens	not available	not applicable	not available	antibody enrichment	8	20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120525_QE3_LC2_CHS_SA_Pandacoacet3rd_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130807_QE4_UPLC3_CHS_SA_MEF_AGK2_KO_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20130807_QE4_UPLC3_CHS_SA_MEF_AGK2_KO_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130807_QE4_UPLC3_CHS_SA_MEF_AGK2_KO_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130807_QE4_UPLC3_CHS_SA_MEF_AGK2_KO_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20130514_QE2_UPLC2_CHS_SA_HDAC6wt_Tubacin_KO_3	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20130514_QE2_UPLC2_CHS_SA_HDAC6wt_Tubacin_KO_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20130514_QE2_UPLC2_CHS_SA_HDAC6wt_Tubacin_KO_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20130514_QE2_UPLC2_CHS_SA_HDAC6wt_Tubacin_KO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120323_QE4_CHS_QC_SA_SAHA_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120323_QE4_CHS_QC_SA_SAHA_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120323_QE4_CHS_QC_SA_SAHA_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120323_QE4_CHS_QC_SA_SAHA_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20131126_QE4_UPLC3_CHS_SA_SIRT6NAMKO_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20131126_QE4_UPLC3_CHS_SA_SIRT6NAMKO_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20131126_QE4_UPLC3_CHS_SA_SIRT6NAMKO_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20131126_QE4_UPLC3_CHS_SA_SIRT6NAMKO_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20111223_QE6_CS_SA_HeLa_MGCD0103_acK_F03	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20111223_QE6_CS_SA_HeLa_MGCD0103_acK_F03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	3	1	20111223_QE6_CS_SA_HeLa_MGCD0103_acK_F03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20111223_QE6_CS_SA_HeLa_MGCD0103_acK_F03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
