source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fractionation method]	comment[reduction reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_3	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120525_QE3_LC2_CHS_SA_TSAacetyl3rd_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120525_QE3_LC2_CHS_SA_TSAacetyl3rd_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120525_QE3_LC2_CHS_SA_TSAacetyl3rd_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120525_QE3_LC2_CHS_SA_TSAacetyl3rd_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120323_QE4_CHS_QC_SA_LBH589_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20120323_QE4_CHS_QC_SA_LBH589_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120323_QE4_CHS_QC_SA_LBH589_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120323_QE4_CHS_QC_SA_LBH589_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20101209_Velos2_PB_SA_MV4-11_NA_ACKIP_OFFGEL_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120330_QE3_CHS_SA_SAHA_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20120330_QE3_CHS_SA_SAHA_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120330_QE3_CHS_SA_SAHA_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120330_QE3_CHS_SA_SAHA_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_02	homo sapiens	not available	not applicable	not available	antibody enrichment	2	20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20131212_QE4_UPLC3_CHS_SA_MEF_NAM_SIRT6KO_acetyl_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120516_QE2_LC4_CHS_SA_Bufexamacproteome2_06	homo sapiens	not available	not applicable	not available	antibody enrichment	6	20120516_QE2_LC4_CHS_SA_Bufexamacproteome2_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120516_QE2_LC4_CHS_SA_Bufexamacproteome2_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120516_QE2_LC4_CHS_SA_Bufexamacproteome2_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120521_QE3_LC2_CHS_SA_Bufexamacproteome_04	homo sapiens	not available	not applicable	not available	antibody enrichment	4	20120521_QE3_LC2_CHS_SA_Bufexamacproteome_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120521_QE3_LC2_CHS_SA_Bufexamacproteome_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120521_QE3_LC2_CHS_SA_Bufexamacproteome_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120131_QE6_CHS_SA_NAM_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20120131_QE6_CHS_SA_NAM_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120131_QE6_CHS_SA_NAM_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120131_QE6_CHS_SA_NAM_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120525_QE3_LC2_CHS_SA_TSAacetyl3rd_03	homo sapiens	not available	not applicable	not available	antibody enrichment	3	20120525_QE3_LC2_CHS_SA_TSAacetyl3rd_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120525_QE3_LC2_CHS_SA_TSAacetyl3rd_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120525_QE3_LC2_CHS_SA_TSAacetyl3rd_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120510_QE2_LC4_CHS_SA_Tubacin04_120512150812	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120510_QE2_LC4_CHS_SA_Tubacin04_120512150812	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120510_QE2_LC4_CHS_SA_Tubacin04_120512150812.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120510_QE2_LC4_CHS_SA_Tubacin04_120512150812.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20111128_QE6_CHS_SA_HeLa_TSA10-8_acK_UREA_F01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20111128_QE6_CHS_SA_HeLa_TSA10-8_acK_UREA_F01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20111128_QE6_CHS_SA_HeLa_TSA10-8_acK_UREA_F01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20111128_QE6_CHS_SA_HeLa_TSA10-8_acK_UREA_F01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20120323_QE4_CHS_QC_SA_LBH589_01	homo sapiens	not available	not applicable	not available	antibody enrichment	1	20120323_QE4_CHS_QC_SA_LBH589_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20120323_QE4_CHS_QC_SA_LBH589_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20120323_QE4_CHS_QC_SA_LBH589_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_7	homo sapiens	not available	not applicable	not available	antibody enrichment	7	20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	strong cation-exchange chromatography (scx)	dithiothreitol (dtt)	1	1	20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001377/20140619_QE1_UPLC3_CHS_SA_Hela_NAMshortvslong_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation
