source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2014_06_19_Andreia_F59	2014_06_19_Andreia_F59	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F59	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F59.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F60	2014_06_19_Andreia_F60	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F60	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F60.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F61	2014_06_19_Andreia_F61	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F61	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F61.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F62	2014_06_19_Andreia_F62	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F62	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F62.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F63	2014_06_19_Andreia_F63	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F63	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F63.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F64	2014_06_19_Andreia_F64	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F64	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F64.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F65	2014_06_19_Andreia_F65	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F65	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F65.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F66	2014_06_19_Andreia_F66	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F66	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F66.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F67	2014_06_19_Andreia_F67	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F67	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F67.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F68	2014_06_19_Andreia_F68	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F68	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F68.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F69	2014_06_19_Andreia_F69	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F69	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F69.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F70	2014_06_19_Andreia_F70	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F70	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F70.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F71	2014_06_19_Andreia_F71	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F71	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F71.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F72	2014_06_19_Andreia_F72	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Palmitate_grown_bioreactor_sludge_metaproteome	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F72	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F72.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
