source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20110801_THP1_0_5_15min_b10	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b10	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b03	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_c06	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_c06	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_c06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_c06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b14	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b14	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a07	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a07	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b12	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b06	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b06	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a08	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a08	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a05	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a05	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b16	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b16	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a09	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a09	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b15	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b15	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a09	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a09	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a04	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a04	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b11	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_c07	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_c07	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_c07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_c07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_c01	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_c01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_c01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_c01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_c06	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_c06	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_c06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_c06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b11	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a11	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b13	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b13	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_b04	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_b04	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_b04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_b04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a14	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a14	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a02	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_a10	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_a10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_a10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_a10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_30_60min_b14	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_30_60min_b14	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_30_60min_b14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_30_60min_b14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a02	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
20110801_THP1_0_5_15min_a10	homo sapiens	Cell culture	not applicable	acute leukemia	enrichment of phosphorylated protein	1	20110801_THP1_0_5_15min_a10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20110801_THP1_0_5_15min_a10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002496/20110801_THP1_0_5_15min_a10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
