source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
V20130429-07_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20130429-07_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20130429-07_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20130429-07_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20130423-08_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20130423-08_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20130423-08_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20130423-08_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
QE20120402-15_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	QE20120402-15_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	QE20120402-15_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/QE20120402-15_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20120412-06_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20120412-06_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20120412-06_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20120412-06_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20120824-41_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20120824-41_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20120824-41_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20120824-41_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111117-29_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111117-29_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111117-29_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111117-29_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111101-08_ITMSms2etd	homo sapiens	Cell culture	not applicable	not available	1	V20111101-08_ITMSms2etd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111101-08_ITMSms2etd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111101-08_ITMSms2etd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111129-19_ITMSms2etd	homo sapiens	Cell culture	not applicable	not available	1	V20111129-19_ITMSms2etd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111129-19_ITMSms2etd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111129-19_ITMSms2etd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111027-13_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111027-13_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111027-13_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111027-13_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111027-15_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111027-15_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111027-15_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111027-15_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111101-17_ITMSms2etd	homo sapiens	Cell culture	not applicable	not available	1	V20111101-17_ITMSms2etd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111101-17_ITMSms2etd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111101-17_ITMSms2etd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20130429-10_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20130429-10_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20130429-10_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20130429-10_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111117-30_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111117-30_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111117-30_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111117-30_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111101-19_ITMSms2etd	homo sapiens	Cell culture	not applicable	not available	1	V20111101-19_ITMSms2etd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111101-19_ITMSms2etd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111101-19_ITMSms2etd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20120624-09_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20120624-09_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20120624-09_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20120624-09_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20120412-03_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20120412-03_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20120412-03_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20120412-03_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20130214-08_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20130214-08_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20130214-08_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20130214-08_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20121218-11_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20121218-11_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20121218-11_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20121218-11_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111117-25_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111117-25_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111117-25_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111117-25_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20120110-14_ITMSms2etd	homo sapiens	Cell culture	not applicable	not available	1	V20120110-14_ITMSms2etd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20120110-14_ITMSms2etd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20120110-14_ITMSms2etd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111117-22_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111117-22_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111117-22_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111117-22_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20120216-15_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20120216-15_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20120216-15_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20120216-15_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111027-02_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111027-02_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111027-02_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111027-02_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111117-26_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111117-26_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111117-26_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111117-26_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111027-03_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20111027-03_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111027-03_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111027-03_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20111101-05_ITMSms2etd	homo sapiens	Cell culture	not applicable	not available	1	V20111101-05_ITMSms2etd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20111101-05_ITMSms2etd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20111101-05_ITMSms2etd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
QE20120402-10_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	QE20120402-10_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	QE20120402-10_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/QE20120402-10_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20120110-15_ITMSms2etd	homo sapiens	Cell culture	not applicable	not available	1	V20120110-15_ITMSms2etd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20120110-15_ITMSms2etd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20120110-15_ITMSms2etd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20130429-09_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20130429-09_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20130429-09_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20130429-09_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
V20121218-08_FTMSms2hcd	homo sapiens	Cell culture	not applicable	not available	1	V20121218-08_FTMSms2hcd	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	1	1	V20121218-08_FTMSms2hcd.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD003019/V20121218-08_FTMSms2hcd.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
