source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[material type]	characteristics[amount of starting material]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[amount of starting material]	factor value[DIA window scheme]	factor value[MS2 scan setting]
2020MK003_EVBO_024_01_100X4_NORMAL_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_024_01_100X4_NORMAL_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_024_01_100X4_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_024_01_100X4_NORMAL_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap Normal
2020MK003_EVBO_024_02_100X4_NORMAL_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_024_02_100X4_NORMAL_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK003_EVBO_024_02_100X4_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_024_02_100X4_NORMAL_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap Normal
2020MK003_EVBO_024_03_100X4_NORMAL_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_024_03_100X4_NORMAL_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK003_EVBO_024_03_100X4_NORMAL_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_024_03_100X4_NORMAL_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	100x4	ion trap Normal
2020MK003_EVBO_025_01_100X4_NORMAL_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK003_EVBO_025_01_100X4_NORMAL_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_025_01_100X4_NORMAL_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_025_01_100X4_NORMAL_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	100x4	ion trap Normal
2020MK003_EVBO_026_01_100X4_NORMAL_100ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	100 ng	1	2020MK003_EVBO_026_01_100X4_NORMAL_100ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_026_01_100X4_NORMAL_100ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_026_01_100X4_NORMAL_100ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	100 ng	100x4	ion trap Normal
2020MK003_EVBO_027_01_100X4_NORMAL_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK003_EVBO_027_01_100X4_NORMAL_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_027_01_100X4_NORMAL_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_027_01_100X4_NORMAL_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	100x4	ion trap Normal
2020MK003_EVBO_028_01_CHARGE_30K_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_028_01_CHARGE_30K_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK003_EVBO_028_01_CHARGE_30K_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_028_01_CHARGE_30K_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	charge-based	Orbitrap 30K
2020MK003_EVBO_028_02_CHARGE_30K_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_028_02_CHARGE_30K_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK003_EVBO_028_02_CHARGE_30K_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_028_02_CHARGE_30K_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	charge-based	Orbitrap 30K
2020MK003_EVBO_028_03_CHARGE_30K_1ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ng	1	2020MK003_EVBO_028_03_CHARGE_30K_1ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK003_EVBO_028_03_CHARGE_30K_1ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK003_EVBO_028_03_CHARGE_30K_1ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ng	charge-based	Orbitrap 30K
2020MK006_EVBO_05_01_40X10_30K_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_05_01_40X10_30K_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK006_EVBO_05_01_40X10_30K_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_05_01_40X10_30K_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	Orbitrap 30K
2020MK006_EVBO_05_02_40X10_30K_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_05_02_40X10_30K_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK006_EVBO_05_02_40X10_30K_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_05_02_40X10_30K_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	Orbitrap 30K
2020MK006_EVBO_05_03_40X10_30K_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_05_03_40X10_30K_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK006_EVBO_05_03_40X10_30K_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_05_03_40X10_30K_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	Orbitrap 30K
2020MK006_EVBO_06_01_40X10_NORMAL_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_06_01_40X10_NORMAL_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK006_EVBO_06_01_40X10_NORMAL_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_06_01_40X10_NORMAL_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	ion trap Normal
2020MK006_EVBO_06_02_40X10_NORMAL_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_06_02_40X10_NORMAL_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK006_EVBO_06_02_40X10_NORMAL_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_06_02_40X10_NORMAL_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	ion trap Normal
2020MK006_EVBO_06_03_40X10_NORMAL_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_06_03_40X10_NORMAL_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK006_EVBO_06_03_40X10_NORMAL_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_06_03_40X10_NORMAL_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	40x10	ion trap Normal
2020MK006_EVBO_07_01_100x4_NORMAL_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_07_01_100x4_NORMAL_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK006_EVBO_07_01_100x4_NORMAL_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_07_01_100x4_NORMAL_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	100x4	ion trap Normal
2020MK006_EVBO_07_02_100x4_NORMAL_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_07_02_100x4_NORMAL_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK006_EVBO_07_02_100x4_NORMAL_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_07_02_100x4_NORMAL_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	100x4	ion trap Normal
2020MK006_EVBO_07_03_100x4_NORMAL_10ng	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	10 ng	1	2020MK006_EVBO_07_03_100x4_NORMAL_10ng	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK006_EVBO_07_03_100x4_NORMAL_10ng.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_07_03_100x4_NORMAL_10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	10 ng	100x4	ion trap Normal
2020MK006_EVBO_13_01_40X10_30K_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK006_EVBO_13_01_40X10_30K_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK006_EVBO_13_01_40X10_30K_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_13_01_40X10_30K_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	40x10	Orbitrap 30K
2020MK006_EVBO_13_02_40X10_30K_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK006_EVBO_13_02_40X10_30K_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK006_EVBO_13_02_40X10_30K_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_13_02_40X10_30K_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	40x10	Orbitrap 30K
2020MK006_EVBO_13_03_40X10_30K_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK006_EVBO_13_03_40X10_30K_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	3	2020MK006_EVBO_13_03_40X10_30K_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_13_03_40X10_30K_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	40x10	Orbitrap 30K
2020MK006_EVBO_14_01_40X10_NORMAL_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK006_EVBO_14_01_40X10_NORMAL_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	1	2020MK006_EVBO_14_01_40X10_NORMAL_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_14_01_40X10_NORMAL_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	40x10	ion trap Normal
2020MK006_EVBO_14_02_40X10_NORMAL_1ug	Homo sapiens	uterine cervix	uterine cervix	epithelial cell	endocervical adenocarcinoma	HeLa	CVCL_0030	HeLa	adult	30Y6M	female	African American	cell	1 ug	1	2020MK006_EVBO_14_02_40X10_NORMAL_1ug	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	28% NCE	not available	not available	1	2	2020MK006_EVBO_14_02_40X10_NORMAL_1ug.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD025766/2020MK006_EVBO_14_02_40X10_NORMAL_1ug.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	1 ug	40x10	ion trap Normal
