source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
HeLa_singlecell_27	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_27	1	27	run 27	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_28	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_28	1	28	run 28	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_29	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_29	1	29	run 29	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_30	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_30	1	30	run 30	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_31	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_31	1	31	run 31	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_32	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_32	1	32	run 32	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_33	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_33	1	33	run 33	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_34	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_34	1	34	run 34	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_35	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_35	1	35	run 35	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_36	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_36	1	36	run 36	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_37	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_37	1	37	run 37	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_38	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_38	1	38	run 38	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_39	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_39	1	39	run 39	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_40	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_40	1	40	run 40	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_41	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_41	1	41	run 41	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_42	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_42	1	42	run 42	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_43	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_43	1	43	run 43	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_44	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_44	1	44	run 44	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	8	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_8Th12ms_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_45	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_45	1	45	run 45	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_46	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_46	1	46	run 46	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_47	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_47	1	47	run 47	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_48	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_48	1	48	run 48	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_49	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_49	1	49	run 49	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_50	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_50	1	50	run 50	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_51	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_51	1	51	run 51	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_52	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_52	1	52	run 52	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
HeLa_singlecell_53	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa	CVCL_0030	HeLa	30Y6M	female	African American	not applicable	single cell	cellenONE	HeLa_singlecell_53	1	53	run 53	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	16	20230809	1	1	20230809_AST1_EVO5_ZY_Hela_SCP_EvoCHIP_1Cell_40SPD_16Th24ms_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable
