source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
AML347_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML347_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML347_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML347_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML454_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML454_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML454_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML454_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML118	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML118	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML118.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML118.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML215_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML215_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML215_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML215_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
BC483	Homo sapiens	Blood	not applicable	Acute leukemia	1	BC483	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	BC483.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/BC483.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-286	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-286	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-286.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-286.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML9217	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML9217	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML9217.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML9217.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML135_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML135_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML135_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML135_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML286	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML286	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML286.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML286.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML212_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML212_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML212_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML212_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML395_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML395_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML395_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML395_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-454	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-454	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-454.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-454.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
BC510	Homo sapiens	Blood	not applicable	Acute leukemia	1	BC510	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	BC510.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/BC510.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML272_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML272_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML272_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML272_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
BC263	Homo sapiens	Blood	not applicable	Acute leukemia	1	BC263	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	BC263.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/BC263.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-347	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-347	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-347.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-347.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML272	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML272	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML272.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML272.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-240b	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-240b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-240b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-240b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-118	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-118	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-118.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-118.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-385	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-385	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-385.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-385.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-395	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-395	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-395.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-395.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-215	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-215	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-215.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-215.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML118_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML118_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML118_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML118_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML385_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML385_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML385_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML385_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML-9217	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML-9217	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML-9217.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML-9217.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML212	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML212	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML212.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML212.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML454	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML454	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML454.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML454.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML395	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML395	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML395.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML395.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML9217_2	Homo sapiens	Blood	not applicable	Acute leukemia	2	AML9217_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML9217_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML9217_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML240	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML240	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML240.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML240.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
AML385	Homo sapiens	Blood	not applicable	Acute leukemia	1	AML385	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	AML385.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD001170/AML385.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Blood
