source name	characteristics[organism]	characteristics[organism part]	characteristics[environmental sample type]	characteristics[geographic location]	characteristics[environmental medium]	characteristics[collection date]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[host body site]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[proteomics data acquisition method]	comment[metagenome accession]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F06	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F06.raw	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=dithioerythritol;AC=CHEBI:53425	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F07_Fraction1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F07_Fraction1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F07_Fraction1.raw	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=dithioerythritol;AC=CHEBI:53425	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F07_Fraction2	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F07_Fraction2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F07_Fraction2.raw	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=dithioerythritol;AC=CHEBI:53425	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F07_Fraction3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F07_Fraction3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F07_Fraction3.raw	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=dithioerythritol;AC=CHEBI:53425	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F07_Fraction4	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F07_Fraction4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F07_Fraction4.raw	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=dithioerythritol;AC=CHEBI:53425	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F08_Rep1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F08_Rep1.d.tar.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F08_Rep1.d.tar.gz	1	AC=MS:1002038;NT=label free sample	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=dithiothreitol;AC=CHEBI:18320	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F08_Rep2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F08_Rep2.d.tar.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F08_Rep2.d.tar.gz	1	AC=MS:1002038;NT=label free sample	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=dithiothreitol;AC=CHEBI:18320	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F08_Rep3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F08_Rep3.d.tar.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F08_Rep3.d.tar.gz	1	AC=MS:1002038;NT=label free sample	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=dithiothreitol;AC=CHEBI:18320	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F09_Rep1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F09_Rep1.d.tar.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F09_Rep1.d.tar.gz	1	AC=MS:1002038;NT=label free sample	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=dithiothreitol;AC=CHEBI:18320	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F09_Rep2	proteomic profiling by mass spectrometry	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F09_Rep2.d.tar.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F09_Rep2.d.tar.gz	1	AC=MS:1002038;NT=label free sample	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=dithiothreitol;AC=CHEBI:18320	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
FECAL_MG_GER1	human gut metagenome	not applicable	gut microbiome	Germany	feces	2018-04-26	Homo sapiens	not available	not available	feces	1	F09_Rep3	proteomic profiling by mass spectrometry	3	NT=Data-dependent acquisition;AC=PRIDE:0000627	PRJEB42466	F09_Rep3.d.tar.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD023217/F09_Rep3.d.tar.gz	1	AC=MS:1002038;NT=label free sample	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=dithiothreitol;AC=CHEBI:18320	NT=iodoacetamide;AC=CHEBI:53448	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0
