source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PRIDE_Exp_Complete_Ac_29390.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29390.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29390.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29390.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29371.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29371.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29371.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29371.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29408.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29408.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29408.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29408.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29452.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29452.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29452.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29452.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29451.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29451.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29451.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29451.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29445.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29445.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29445.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29445.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29355.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29355.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29355.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29355.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29439.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29439.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29439.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29439.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29437.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29437.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29437.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29437.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29459.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29459.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29459.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29459.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29458.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29458.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29458.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29458.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29434.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29434.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29434.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29434.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29414.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29414.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29414.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29414.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29375.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29375.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29375.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29375.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29395.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29395.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29395.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29395.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29431.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29431.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29431.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29431.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29398.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29398.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29398.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29398.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29369.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29369.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29369.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29369.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29426.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29426.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29426.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29426.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29372.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29372.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29372.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29372.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29416.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29416.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29416.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29416.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29433.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29433.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29433.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29433.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29386.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29386.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29386.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29386.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29405.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29405.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29405.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29405.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29418.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29418.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29418.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29418.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
PRIDE_Exp_Complete_Ac_29449.pride	Homo sapiens	Epithelial cell	not applicable	not available	1	PRIDE_Exp_Complete_Ac_29449.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_29449.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000218/generated/PRIDE_Exp_Complete_Ac_29449.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
