source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU572	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	11	EUJU572.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU573	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	12	EUJU573.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU576	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	13	EUJU576.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU577	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	14	EUJU577.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU578	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	15	EUJU578.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU579	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	16	EUJU579.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU580	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	17	EUJU580.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU581	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	18	EUJU581.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU584	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	19	EUJU584.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU585	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	20	EUJU585.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU586	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	21	EUJU586.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU587	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	22	EUJU587.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU588	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	23	EUJU588.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU589	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	24	EUJU589.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
chloroplast_pool	Arabidopsis thaliana	leaf	plant cell	normal	rosette growth stage	Wassilewskija (Ws)	culture chamber 23C, 12 h light/12 h dark, 150 umol m-2 s-1	untreated	organism part	study sample	pooled	1	EUJU592	proteomic profiling by mass spectrometry	NT=LTQ FT;AC=MS:1000448	NT=label free sample;AC=MS:1002038	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Dioxidation;AC=UNIMOD:425;TA=M;MT=Variable	NT=Trioxidation;AC=UNIMOD:345;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.8 Da	NT=radial ejection linear ion trap;AC=MS:1000083	not available	not available	NT=SDS PAGE;AC=PRIDE:0000568	1	25	EUJU592.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	leaf
