source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[disease]
Hep3B sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	Hep3B	CVCL_0326	Hep 3B	not available	not available	run 11	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	Hep3B_R3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
Hep3B sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	Hep3B	CVCL_0326	Hep 3B	not available	not available	run 12	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	Hep3B_R3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 13	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 14	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R1_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 15	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R1_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 16	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 17	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 18	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R2_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 19	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R2_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 20	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R3_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 21	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R3_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 22	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 23	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 24	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_R3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 25	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 26	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 27	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R1_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 28	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R1_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 29	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 30	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R2_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 31	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R2_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 32	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 33	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R3_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 34	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
