source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[disease]
HepG2.2.15 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 35	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R3_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HepG2.2.15 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HepG2.2.15	CVCL_1648	HepG2.2.15	not available	not available	run 36	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2215_R3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 37	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 38	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R1_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 39	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R1_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 40	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R1_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 41	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R1_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 42	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 43	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 44	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R2_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 45	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R2_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 46	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 47	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
HuH-7 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	HuH-7	CVCL_0336	HuH-7	not available	not available	run 48	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	HUH7_R3_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 49	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 50	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R1_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 51	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R1_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 52	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 53	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 54	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R2_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 55	proteomic profiling by mass spectrometry	6	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R2_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 56	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R3_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 57	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R3_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
PLC/PRF/5 sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	PLC/PRF/5	CVCL_0485	PLC/PRF/5	not available	not available	run 58	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	PLCPRF5_R3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97L sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	MHCC97L	CVCL_4972	MHCC-97L	not available	not available	run 59	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97L_R1_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97L sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	MHCC97L	CVCL_4972	MHCC-97L	not available	not available	run 60	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97L_R1_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97L sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	MHCC97L	CVCL_4972	MHCC-97L	not available	not available	run 61	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97L_R1_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97L sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	MHCC97L	CVCL_4972	MHCC-97L	not available	not available	run 62	proteomic profiling by mass spectrometry	1	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97L_R2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97L sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	MHCC97L	CVCL_4972	MHCC-97L	not available	not available	run 63	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97L_R2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97L sample 2	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	2	cell line	MHCC97L	CVCL_4972	MHCC-97L	not available	not available	run 64	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97L_R2_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97L sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	MHCC97L	CVCL_4972	MHCC-97L	not available	not available	run 65	proteomic profiling by mass spectrometry	2	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97L_R3_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97L sample 3	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	3	cell line	MHCC97L	CVCL_4972	MHCC-97L	not available	not available	run 66	proteomic profiling by mass spectrometry	4	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97L_R3_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97H sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 67	proteomic profiling by mass spectrometry	3	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R1_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
MHCC97H sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	MHCC97H	CVCL_4973	MHCC-97H	not available	not available	run 68	proteomic profiling by mass spectrometry	5	1	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	MHCC97H_R1_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	hepatocellular carcinoma
