source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[treatment]	characteristics[enrichment process]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[culture medium]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	factor value[sampling time]	factor value[treatment]
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_10	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	10	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_11	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	11	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_12	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	12	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_13	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	13	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_14	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	14	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_15	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	15	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_16	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	16	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_17	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	17	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_18	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	18	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_19	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	19	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_20	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	20	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_21	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	21	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_22	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	22	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_23	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	23	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_24	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	24	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_25	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	25	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_26	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	26	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
PhosphoLibrary_TNF+orthovanadate+calyculinA_15minute_library	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF + sodium orthovanadate + calyculin A	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not available	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_27	proteomic profiling by mass spectrometry	1	20180719_QX6_MaTa_SA_U937_fractionation_phospho_test_fraction_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	27	NT=beam-type collision-induced dissociation;AC=MS:1000422	27% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	15 minute	TNF + sodium orthovanadate + calyculin A
