source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	material type	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]
IPX0002031000-Sample 584	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 584	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034612_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181220_F2_R1.raw	Exp034612_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181220_F2_R1.raw
IPX0002031000-Sample 585	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 585	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047513_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190520_F3_R1.raw	Exp047513_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190520_F3_R1.raw
IPX0002031000-Sample 586	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 586	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031495_DingC_FFPE_Giloma_Tumor_HFX3_75min_33cm_20181029_F1_R1.raw	Exp031495_DingC_FFPE_Giloma_Tumor_HFX3_75min_33cm_20181029_F1_R1.raw
IPX0002031000-Sample 587	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 587	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031275_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_25PER_20181021_F1_R1.raw	Exp031275_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_25PER_20181021_F1_R1.raw
IPX0002031000-Sample 588	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 588	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047449_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190212_F3_R1.raw	Exp047449_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190212_F3_R1.raw
IPX0002031000-Sample 589	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 589	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047494_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190328_F3_R1.raw	Exp047494_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190328_F3_R1.raw
IPX0002031000-Sample 590	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 590	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047488_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190404_F2_R1.raw	Exp047488_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190404_F2_R1.raw
IPX0002031000-Sample 591	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 591	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047515_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190521_F1_R1.raw	Exp047515_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190521_F1_R1.raw
IPX0002031000-Sample 592	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 592	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034618_DingC_FFPE_Glioma_Tumor_HFX5_75min_15cm_33per_20181227_F3_R1.raw	Exp034618_DingC_FFPE_Glioma_Tumor_HFX5_75min_15cm_33per_20181227_F3_R1.raw
IPX0002031000-Sample 593	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 593	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036945_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190120_F3_R1.raw	Exp036945_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190120_F3_R1.raw
IPX0002031000-Sample 594	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 594	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047497_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190404_F2_R1.raw	Exp047497_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190404_F2_R1.raw
IPX0002031000-Sample 595	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 595	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp033929_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181211_F1_R1.raw	Exp033929_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181211_F1_R1.raw
IPX0002031000-Sample 596	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 596	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp033947_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181210_F3_R1.raw	Exp033947_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181210_F3_R1.raw
IPX0002031000-Sample 597	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 597	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036943_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190120_F3_R1.raw	Exp036943_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190120_F3_R1.raw
IPX0002031000-Sample 598	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 598	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp040834_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190303_F1_R1.raw	Exp040834_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190303_F1_R1.raw
IPX0002031000-Sample 599	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 599	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047508_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190411_F1_R1.raw	Exp047508_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190411_F1_R1.raw
IPX0002031000-Sample 600	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 600	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp033958_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181220_F3_R1.raw	Exp033958_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181220_F3_R1.raw
IPX0002031000-Sample 601	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 601	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034626_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181221_F2_R1.raw	Exp034626_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181221_F2_R1.raw
IPX0002031000-Sample 602	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 602	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047509_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190413_F3_R1.raw	Exp047509_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190413_F3_R1.raw
IPX0002031000-Sample 603	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 603	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036949_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190121_F2_R1.raw	Exp036949_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190121_F2_R1.raw
IPX0002031000-Sample 604	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 604	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031274_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_20181021_F1_R1.raw	Exp031274_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_20181021_F1_R1.raw
IPX0002031000-Sample 605	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 605	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036292_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190109_F1_R1.raw	Exp036292_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190109_F1_R1.raw
IPX0002031000-Sample 606	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 606	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp040815_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190225_F1_R1.raw	Exp040815_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190225_F1_R1.raw
IPX0002031000-Sample 607	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 607	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047474_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190403_F2_R1.raw	Exp047474_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190403_F2_R1.raw
IPX0002031000-Sample 608	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 608	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036938_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190115_F2_R1.raw	Exp036938_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190115_F2_R1.raw
IPX0002031000-Sample 609	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 609	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047494_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190323_F2_R1.raw	Exp047494_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190323_F2_R1.raw
IPX0002031000-Sample 610	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 610	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034633_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181224_F3_R1.raw	Exp034633_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181224_F3_R1.raw
IPX0002031000-Sample 611	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 611	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036298_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190111_F2_R1.raw	Exp036298_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190111_F2_R1.raw
IPX0002031000-Sample 612	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 612	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp033932_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181216_F1_R1.raw	Exp033932_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181216_F1_R1.raw
IPX0002031000-Sample 613	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 613	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031500_DingC_FFPE_Giloma_Tumor_HFX3_75min_33cm_20181029_F1_R1.raw	Exp031500_DingC_FFPE_Giloma_Tumor_HFX3_75min_33cm_20181029_F1_R1.raw
IPX0002031000-Sample 614	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 614	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp050159_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190322_F1_R1.raw	Exp050159_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190322_F1_R1.raw
IPX0002031000-Sample 615	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 615	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032145_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181207_F3_R1.raw	Exp032145_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181207_F3_R1.raw
