source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[depth]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[size-fraction lower threshold]	comment[size-fraction upper threshold]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[depth]
EastSound_D18_H21	EastSound_D18_H21	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_49_18-21	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_49_18-21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D19_H01	EastSound_D19_H01	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_50_19-01	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_50_19-01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D16_H21	EastSound_D16_H21	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_51_16-21	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_51_16-21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D18_H05	EastSound_D18_H05	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_53_18-05	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_53_18-05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D17_H17	EastSound_D17_H17	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_54_17-17	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_54_17-17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D20_H21	EastSound_D20_H21	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_55_20-21	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_55_20-21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D17_H13	EastSound_D17_H13	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_56_17-13	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_56_17-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D19_H09	EastSound_D19_H09	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_57_19-09	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_57_19-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D17_H21	EastSound_D17_H21	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_58_17-21	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_58_17-21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D20_H13	EastSound_D20_H13	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_59_20-13	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_59_20-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D19_H21	EastSound_D19_H21	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_60_19-21	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_60_19-21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D17_H09	EastSound_D17_H09	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_61_17-09	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_61_17-09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D21_H05	EastSound_D21_H05	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_62_21-05	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_62_21-05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D21_H21	EastSound_D21_H21	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_63_21-21	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_63_21-21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D19_H05	EastSound_D19_H05	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_64_19-05	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_64_19-05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
EastSound_D16_H17	EastSound_D16_H17	marine metagenome	not applicable	not applicable	not applicable	not available	sea water	NT=Orcas Island;AC=GAZ:00050138 (East Sound, WA, USA; 48.6765 N, 122.883233 W)	not available	pumped seawater filtered through 200/100/10/1 um cascade onto 0.22 um PES (bacterial fraction)	2 m	1	2022_01_13_HAB_timeseries_DDA_65_16-17	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	not available	0.22 um	1 um	1	1	2022_01_13_HAB_timeseries_DDA_65_16-17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	2 m
