source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	characteristics[immunopeptidome enrichment method]	characteristics[mhc protein complex]	characteristics[mhc typing]	characteristics[antibody enrichment]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[ms2 mass analyzer]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[source name]
MdB048_distant	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB048	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB048_distant_run2	proteomic profiling by mass spectrometry	2065_L_MdB073_7mei19_donor_MdB048_distant_OT_20190514060048.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB048_distant
MdB049_distant	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB049	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB049_distant_run1	proteomic profiling by mass spectrometry	2060_L_MdB068_1mei19_donor_MdB049_distant_2_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB049_distant
MdB049_distant	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB049	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB049_distant_run2	proteomic profiling by mass spectrometry	2060_L_MdB068_1mei19_donor_MdB049_distant_OT.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB049_distant
MdB051	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB051	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB051_run1	proteomic profiling by mass spectrometry	2064_L_MdB072_7mei19_donor_MdB051_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB051
MdB051	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB051	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB051_run2	proteomic profiling by mass spectrometry	2064_L_MdB072_7mei19_donor_MdB051_OT_2.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB051
MdB052	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB052	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB052_run1	proteomic profiling by mass spectrometry	2062_L_MdB070_3mei19_donor_MdB052_2_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB052
MdB052	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB052	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB052_run2	proteomic profiling by mass spectrometry	2062_L_MdB070_3mei19_donor_MdB052_OT.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB052
MdB056	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB056	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB056_100E6_run1	proteomic profiling by mass spectrometry	2069_L_MdB075_17mei19_donor_MdB056_100E6_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB056
MdB056	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB056	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB056_100E6_run2	proteomic profiling by mass spectrometry	2069_L_MdB075_17mei19_donor_MdB056_100E6_OT_20190518233319.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB056
MdB056	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB056	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB056_1800E6_run1	proteomic profiling by mass spectrometry	2069_L_MdB075_17mei19_donor_MdB056_1800E6_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB056
MdB056	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB056	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB056_1800E6_run2	proteomic profiling by mass spectrometry	2069_L_MdB075_17mei19_donor_MdB056_1800E6_OT_20190519142529.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB056
MdB056	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB056	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB056_700E6_run1	proteomic profiling by mass spectrometry	2069_L_MdB075_17mei19_donor_MdB056_700E6_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB056
MdB056	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB056	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB056_700E6_run2	proteomic profiling by mass spectrometry	2069_L_MdB075_17mei19_donor_MdB056_700E6_OT_20190519065920.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB056
MdB057_HCC	Homo sapiens	liver	hepatocyte	hepatocellular carcinoma	not available	not available	MdB057	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB057_HCC_run1	proteomic profiling by mass spectrometry	2062_L_MdB070_3mei19_donor_MdB057_HCC_2_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB057_HCC
MdB057_HCC	Homo sapiens	liver	hepatocyte	hepatocellular carcinoma	not available	not available	MdB057	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB057_HCC_run2	proteomic profiling by mass spectrometry	2062_L_MdB070_3mei19_donor_MdB057_HCC_OT.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB057_HCC
MdB057_distant	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB057	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB057_distant_run1	proteomic profiling by mass spectrometry	2062_L_MdB070_3mei19_donor_MdB057_distant_2_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB057_distant
MdB057_distant	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB057	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB057_distant_run2	proteomic profiling by mass spectrometry	2062_L_MdB070_3mei19_donor_MdB057_distant_OT.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB057_distant
MdB066_HCC	Homo sapiens	liver	hepatocyte	hepatocellular carcinoma	not available	not available	MdB066	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB066_HCC_run1	proteomic profiling by mass spectrometry	2064_L_MdB071_7mei19_donor_MdB066_HCC_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB066_HCC
MdB066_HCC	Homo sapiens	liver	hepatocyte	hepatocellular carcinoma	not available	not available	MdB066	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB066_HCC_run2	proteomic profiling by mass spectrometry	2064_L_MdB071_7mei19_donor_MdB066_HCC_OT_2.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB066_HCC
MdB066_distant	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB066	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB066_distant_run1	proteomic profiling by mass spectrometry	2064_L_MdB071_7mei19_donor_MdB066_distant_OT.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB066_distant
MdB066_distant	Homo sapiens	liver	hepatocyte	normal	not available	not available	MdB066	adult	tissue	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	MdB066_distant_run2	proteomic profiling by mass spectrometry	2064_L_MdB071_7mei19_donor_MdB066_distant_OT_2.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35;PP=Anywhere	10 ppm	0.02 Da	375m/z	1200m/z	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	MdB066_distant
