source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Velos02_07823Rep2F6	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07823Rep2F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07823Rep2F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07823Rep2F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07839Rep2F2	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07839Rep2F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07839Rep2F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07839Rep2F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011839Rep1F8	homo sapiens	Cell culture	not applicable	not available	1	Velos011839Rep1F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011839Rep1F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011839Rep1F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011873Rep1F11	homo sapiens	Cell culture	not applicable	not available	1	Velos011873Rep1F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011873Rep1F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011873Rep1F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011826Rep2F3	homo sapiens	Cell culture	not applicable	not available	1	Velos011826Rep2F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011826Rep2F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011826Rep2F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07890Rep1F9	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07890Rep1F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07890Rep1F9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07890Rep1F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011850Rep2F4	homo sapiens	Cell culture	not applicable	not available	1	Velos011850Rep2F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011850Rep2F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011850Rep2F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011828Rep2F4	homo sapiens	Cell culture	not applicable	not available	1	Velos011828Rep2F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011828Rep2F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011828Rep2F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07841Rep1F1	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07841Rep1F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07841Rep1F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07841Rep1F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07883Rep2F12	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07883Rep2F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07883Rep2F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07883Rep2F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07820Rep2F7	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07820Rep2F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07820Rep2F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07820Rep2F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011874Rep2F11	homo sapiens	Cell culture	not applicable	not available	1	Velos011874Rep2F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011874Rep2F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011874Rep2F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
