source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
rat_skeletal_muscle_tissue_rep1	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	1	rat_skeletal_muscle_tissue_rep1_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Muscle_Rat1_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
rat_skeletal_muscle_tissue_rep2	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	2	rat_skeletal_muscle_tissue_rep2_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Muscle_Rat2_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
rat_skeletal_muscle_tissue_rep3	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	3	rat_skeletal_muscle_tissue_rep3_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Muscle_Rat3_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
rat_pancreas_rep1	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=pancreas;AC=UBERON:0001264	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	1	rat_pancreas_rep1_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Pancreas_Rat1_21min_15k2s_01_20191004180548.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=pancreas;AC=UBERON:0001264
rat_pancreas_rep2	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=pancreas;AC=UBERON:0001264	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	2	rat_pancreas_rep2_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Pancreas_Rat2_21min_15k2s_01_20191004183002.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=pancreas;AC=UBERON:0001264
rat_pancreas_rep3	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=pancreas;AC=UBERON:0001264	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	3	rat_pancreas_rep3_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Pancreas_Rat3_21min_15k2s_01_20191004185408.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=pancreas;AC=UBERON:0001264
rat_spleen_rep1	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=spleen;AC=UBERON:0002106	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	1	rat_spleen_rep1_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Spleen_Rat1_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=spleen;AC=UBERON:0002106
rat_spleen_rep2	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=spleen;AC=UBERON:0002106	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	2	rat_spleen_rep2_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Spleen_Rat2_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=spleen;AC=UBERON:0002106
rat_spleen_rep3	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=spleen;AC=UBERON:0002106	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	3	rat_spleen_rep3_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Spleen_Rat3_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=spleen;AC=UBERON:0002106
rat_testis_rep1	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=testis;AC=UBERON:0000473	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	1	rat_testis_rep1_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Testis_Rat1_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=testis;AC=UBERON:0000473
rat_testis_rep2	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=testis;AC=UBERON:0000473	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	2	rat_testis_rep2_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Testis_Rat2_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=testis;AC=UBERON:0000473
rat_testis_rep3	NT=Rattus norvegicus;AC=NCBITaxon:10116	NT=testis;AC=UBERON:0000473	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	Sprague-Dawley	tissue	3	rat_testis_rep3_run1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not applicable	350	1400	13.7	not available	not available	not available	1	1	20191002_EXP1_Evo1_AMV_DIAprot_CV45_Testis_Rat3_21min_15k2s_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=testis;AC=UBERON:0000473
