source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
U87_Dimethyl_phospho_AZD24h_S3F9	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_Dimethyl_phospho_AZD24h_S3F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_Dimethyl_phospho_AZD24h_S3F9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_Dimethyl_phospho_AZD24h_S3F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_1h_S4F19	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_1h_S4F19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_1h_S4F19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_1h_S4F19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_24h_S4F6	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_24h_S4F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_24h_S4F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_24h_S4F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_24h_S3F14	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_24h_S3F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_24h_S3F14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_24h_S3F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_24h_S4F12	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_24h_S4F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_24h_S4F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_24h_S4F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_AZD_1h_S2F14	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_AZD_1h_S2F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_AZD_1h_S2F14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_AZD_1h_S2F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_24h_S1F7	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_24h_S1F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_24h_S1F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_24h_S1F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_1h_S2F10	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_1h_S2F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_1h_S2F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_1h_S2F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_1h_S3F20	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_1h_S3F20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_1h_S3F20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_1h_S3F20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_24h_S3F2	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_24h_S3F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_24h_S3F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_24h_S3F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_AZD_1h_S5F2	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_AZD_1h_S5F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_AZD_1h_S5F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_AZD_1h_S5F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_Rap_1h_S4F4	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_Rap_1h_S4F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_Rap_1h_S4F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_Rap_1h_S4F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_Dimethyl_phospho_AZD24h_S1F8	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_Dimethyl_phospho_AZD24h_S1F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_Dimethyl_phospho_AZD24h_S1F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_Dimethyl_phospho_AZD24h_S1F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_AZD_24h_S4F10	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_AZD_24h_S4F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_AZD_24h_S4F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_AZD_24h_S4F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
U87_DM_phospho_AZD_1h_S3F20	homo sapiens	brain	not applicable	brain cancer	enrichment of phosphorylated protein	1	U87_DM_phospho_AZD_1h_S3F20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive plus;AC=MS:1002634	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	27% NCE	1	1	U87_DM_phospho_AZD_1h_S3F20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD033325/U87_DM_phospho_AZD_1h_S3F20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	manual curation	brain
