source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
B22_S1-B10_1_6991.d.ZIP	B22_S1-B10_1_6991.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	B22_S1-B10_1_6991.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	B22_S1-B10_1_6991.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
B23_S1-B11_1_6992.d.ZIP	B23_S1-B11_1_6992.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	B23_S1-B11_1_6992.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	B23_S1-B11_1_6992.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
B25_S1-C1_1_6994.d.ZIP	B25_S1-C1_1_6994.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	B25_S1-C1_1_6994.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	B25_S1-C1_1_6994.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
B26_S1-C2_1_6995.d.ZIP	B26_S1-C2_1_6995.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	B26_S1-C2_1_6995.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	B26_S1-C2_1_6995.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
B61_S1-F1_1_7032.d.ZIP	B61_S1-F1_1_7032.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	B61_S1-F1_1_7032.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	B61_S1-F1_1_7032.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
B62_S1-F2_1_7033.d.ZIP	B62_S1-F2_1_7033.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	B62_S1-F2_1_7033.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	B62_S1-F2_1_7033.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
B85_S1-H1_1_7057.d.ZIP	B85_S1-H1_1_7057.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	B85_S1-H1_1_7057.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	B85_S1-H1_1_7057.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C18_S1-B6_1_6890.d.ZIP	C18_S1-B6_1_6890.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C18_S1-B6_1_6890.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C18_S1-B6_1_6890.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C22_S1-B10_1_6894.d.ZIP	C22_S1-B10_1_6894.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C22_S1-B10_1_6894.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C22_S1-B10_1_6894.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C25_S1-C1_1_6897.d.ZIP	C25_S1-C1_1_6897.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C25_S1-C1_1_6897.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C25_S1-C1_1_6897.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C30_S1-C6_1_6902.d.ZIP	C30_S1-C6_1_6902.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C30_S1-C6_1_6902.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C30_S1-C6_1_6902.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C33_S1-C9_1_6905.d.ZIP	C33_S1-C9_1_6905.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C33_S1-C9_1_6905.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C33_S1-C9_1_6905.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C47_S1-D11_1_6916.d.ZIP	C47_S1-D11_1_6916.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C47_S1-D11_1_6916.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C47_S1-D11_1_6916.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C49_S1-E1_1_6919.d.ZIP	C49_S1-E1_1_6919.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C49_S1-E1_1_6919.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C49_S1-E1_1_6919.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C51_S1-E3_1_6921.d.ZIP	C51_S1-E3_1_6921.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C51_S1-E3_1_6921.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C51_S1-E3_1_6921.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C57_S1-E9_1_6927.d.ZIP	C57_S1-E9_1_6927.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C57_S1-E9_1_6927.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C57_S1-E9_1_6927.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C59_S1-E11_1_6929.d.ZIP	C59_S1-E11_1_6929.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C59_S1-E11_1_6929.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C59_S1-E11_1_6929.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C61_S1-F1_1_6932.d.ZIP	C61_S1-F1_1_6932.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C61_S1-F1_1_6932.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C61_S1-F1_1_6932.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C77_S1-G5_1_6949.d.ZIP	C77_S1-G5_1_6949.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C77_S1-G5_1_6949.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C77_S1-G5_1_6949.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C84_S1-G12_1_6956.d.ZIP	C84_S1-G12_1_6956.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C84_S1-G12_1_6956.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C84_S1-G12_1_6956.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C88_S1-H4_1_6960.d.ZIP	C88_S1-H4_1_6960.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C88_S1-H4_1_6960.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C88_S1-H4_1_6960.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C89_S1-H5_1_6961.d.ZIP	C89_S1-H5_1_6961.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C89_S1-H5_1_6961.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C89_S1-H5_1_6961.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
C91_S1-H7_1_6963.d.ZIP	C91_S1-H7_1_6963.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	C91_S1-H7_1_6963.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	C91_S1-H7_1_6963.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
D08_S1-A8_1_7075.d.ZIP	D08_S1-A8_1_7075.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	D08_S1-A8_1_7075.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D08_S1-A8_1_7075.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
D16_S1-B4_1_7083.d.ZIP	D16_S1-B4_1_7083.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	D16_S1-B4_1_7083.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D16_S1-B4_1_7083.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
D21_S1-B9_1_7088.d.ZIP	D21_S1-B9_1_7088.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	D21_S1-B9_1_7088.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D21_S1-B9_1_7088.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
D31_S1-C7_1_7098.d.ZIP	D31_S1-C7_1_7098.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	D31_S1-C7_1_7098.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D31_S1-C7_1_7098.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
D37_S1-D1_1_7104.d.ZIP	D37_S1-D1_1_7104.d.ZIP	Homo sapiens	Blood plasma	not applicable	not available	Data_in_support_of_the_hPOP_Human_Proteomics_project	Blood plasma	Blood plasma	not available	not available	not available	not available	1	D37_S1-D1_1_7104.d.ZIP	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro 2;AC=MS:1003230	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D37_S1-D1_1_7104.d.ZIP	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Blood plasma
