source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
PXD045013-Sample-11	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-12	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-13	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_1_3b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_1_3b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-14	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_1_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-15	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_1_5b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_1_5b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-16	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_2_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-17	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_2_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-18	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_2_3b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_2_3b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-19	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_2_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-20	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld15_2_5b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld15_2_5b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-21	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-22	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-23	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_1_3b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_1_3b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-24	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_1_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-25	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_1_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_1_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-26	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_2_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-27	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_2_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-28	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_2_3b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_2_3b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-29	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_2_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-30	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_Creld5_2_5b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_Creld5_2_5b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-31	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-32	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-33	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_1_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-34	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_1_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-35	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_1_5b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_1_5b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-36	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_2_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-37	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_2_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-38	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_2_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-39	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_2_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-40	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF15_2_5b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF15_2_5b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-41	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF5_1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF5_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-42	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF5_1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF5_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-43	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF5_1_3b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF5_1_3b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-44	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF5_1_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF5_1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-45	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF5_1_5b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF5_1_5b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-46	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF5_2_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF5_2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
PXD045013-Sample-47	Homo sapiens	heart	cardiac endothelial cell	myocardial ischemia	1	20_05_20_CreldPP_VEGF5_2_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20_05_20_CreldPP_VEGF5_2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	myocardial ischemia
