source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[ms min mz]	comment[ms max mz]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
bovine_liver_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_liver_library_SCX_F1_629	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	1	3	20190730D_DDA_SP629_Liver_SCX_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=liver;AC=UBERON:0002107
bovine_liver_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_liver_library_SCX_F2_630	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	2	3	20190730D_DDA_SP630_Liver_SCX_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=liver;AC=UBERON:0002107
bovine_liver_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_liver_library_SCX_F3_631	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	3	3	20190730D_DDA_SP631_Liver_SCX_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=liver;AC=UBERON:0002107
bovine_liver_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_liver_library_SCX_F4_632	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	4	3	20190730D_DDA_SP632_Liver_SCX_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=liver;AC=UBERON:0002107
bovine_liver_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_liver_library_SCX_F5_633	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	5	3	20190730D_DDA_SP633_Liver_SCX_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=liver;AC=UBERON:0002107
bovine_liver_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_liver_library_SCX_F6_634	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	6	3	20190730D_DDA_SP634_Liver_SCX_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=liver;AC=UBERON:0002107
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_DES_F1_386	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	400m/z	1250m/z	not available	not available	1	1	20190411D_DDA_SP386_Lung_DES.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_HpH_F1_721	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	1	2	20191012D_DDA_SP721_Lung_HpH_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_HpH_F2_722	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	2	2	20191012D_DDA_SP722_Lung_HpH_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_HpH_F3_723	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	3	2	20191012D_DDA_SP723_Lung_HpH_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_HpH_F4_724	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	4	2	20191012D_DDA_SP724_Lung_HpH_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_HpH_F5_725	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	5	2	20191012D_DDA_SP725_Lung_HpH_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_HpH_F6_726	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	6	2	20191012D_DDA_SP726_Lung_HpH_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_SCX_F1_623	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	1	3	20190730D_DDA_SP623_Lung_SCX_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_SCX_F2_624	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	2	3	20190730D_DDA_SP624_Lung_SCX_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_SCX_F3_625	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	3	3	20190730D_DDA_SP625_Lung_SCX_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_SCX_F4_626	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	4	3	20190730D_DDA_SP626_Lung_SCX_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_SCX_F5_627	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	5	3	20190730D_DDA_SP627_Lung_SCX_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_lung_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=lung;AC=UBERON:0002048	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_lung_library_SCX_F6_628	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	6	3	20190730D_DDA_SP628_Lung_SCX_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=lung;AC=UBERON:0002048
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_DES_F1_329	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	400m/z	1250m/z	not available	not available	1	1	20190409_DDA_SP329_Muscle_DES.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_HpH_F1_960	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	1	2	20200308D_DDA_SP960_Muscle_HpH_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_HpH_F2_961	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	2	2	20200308D_DDA_SP961_Muscle_HpH_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_HpH_F3_962	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	3	2	20200308D_DDA_SP962_Muscle_HpH_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_HpH_F4_963	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	4	2	20200308D_DDA_SP963_Muscle_HpH_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_HpH_F5_964	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	5	2	20200308D_DDA_SP964_Muscle_HpH_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_HpH_F6_965	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	6	2	20200308D_DDA_SP965_Muscle_HpH_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_SCX_F1_1020	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	1	3	202003017_DDA_1020_Muscle_SCX_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_SCX_F2_1021	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	2	3	202003017_DDA_1021_Muscle_SCX_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_SCX_F3_1022	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	3	3	202003017_DDA_1022_Muscle_SCX_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
bovine_muscle_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=skeletal muscle tissue;AC=UBERON:0001134	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_muscle_library_SCX_F4_1023	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	4	3	202003017_DDA_1023_Muscle_SCX_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=skeletal muscle tissue;AC=UBERON:0001134
