source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
IL091112_566N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL091112_566N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL091112_566N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL091112_566N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL160113_648N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL160113_648N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL160113_648N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL160113_648N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL020712_666_3	arabidopsis thaliana	leaf	not applicable	Disease free	3	IL020712_666_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL020712_666_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL020712_666_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL020712_664_3	arabidopsis thaliana	leaf	not applicable	Disease free	3	IL020712_664_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL020712_664_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL020712_664_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL141112_574N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL141112_574N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL141112_574N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL141112_574N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL201112_533N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL201112_533N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL201112_533N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL201112_533N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL201112_587N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL201112_587N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL201112_587N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL201112_587N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL141112_629N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL141112_629N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL141112_629N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL141112_629N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL091112_517N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL091112_517N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL091112_517N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL091112_517N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL110712_567N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL110712_567N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL110712_567N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL110712_567N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL190312_507_300min_2	arabidopsis thaliana	leaf	not applicable	Disease free	2	IL190312_507_300min_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL190312_507_300min_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL190312_507_300min_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL240113_653N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL240113_653N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL240113_653N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL240113_653N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL160113_647N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL160113_647N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL160113_647N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL160113_647N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL201112_583N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL201112_583N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL201112_583N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL201112_583N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL091112_611N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL091112_611N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL091112_611N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL091112_611N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
