source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[strain/breed]	characteristics[growth condition]	characteristics[time]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain/breed]	factor value[growth condition]	factor value[time]
PXD083366-sample-11	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	27D6	co-culture with Chlamydomonas reinhardtii	day 2	3	27D6_withC_d2_3	proteomic profiling by mass spectrometry	20260615-T23-28.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	27D6	co-culture	day 2
PXD083366-sample-12	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	27D6	co-culture with Chlamydomonas reinhardtii	day 2	4	27D6_withC_d2_4	proteomic profiling by mass spectrometry	20260615-T24-29.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	27D6	co-culture	day 2
PXD083366-sample-13	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	27D6	co-culture with Chlamydomonas reinhardtii	day 3	1	27D6_withC_d3_1	proteomic profiling by mass spectrometry	20260615-T29-34.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	27D6	co-culture	day 3
PXD083366-sample-14	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	27D6	co-culture with Chlamydomonas reinhardtii	day 3	2	27D6_withC_d3_2	proteomic profiling by mass spectrometry	20260615-T30-35.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	27D6	co-culture	day 3
PXD083366-sample-15	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	27D6	co-culture with Chlamydomonas reinhardtii	day 3	3	27D6_withC_d3_3	proteomic profiling by mass spectrometry	20260615-T31-36.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	27D6	co-culture	day 3
PXD083366-sample-16	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	27D6	co-culture with Chlamydomonas reinhardtii	day 3	4	27D6_withC_d3_4	proteomic profiling by mass spectrometry	20260615-T32-37.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	27D6	co-culture	day 3
PXD083366-sample-17	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	34F7	axenic culture	day 2	1	34F7_alone_d2_1	proteomic profiling by mass spectrometry	20260615-T33-38.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	axenic	day 2
PXD083366-sample-18	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	34F7	axenic culture	day 2	2	34F7_alone_d2_2	proteomic profiling by mass spectrometry	20260615-T34-39.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	axenic	day 2
PXD083366-sample-19	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	34F7	axenic culture	day 2	3	34F7_alone_d2_3	proteomic profiling by mass spectrometry	20260615-T35-40.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	axenic	day 2
PXD083366-sample-20	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	34F7	axenic culture	day 2	4	34F7_alone_d2_4	proteomic profiling by mass spectrometry	20260615-T36-41.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	axenic	day 2
PXD083366-sample-21	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	34F7	axenic culture	day 3	1	34F7_alone_d3_1	proteomic profiling by mass spectrometry	20260615-T41-46.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	axenic	day 3
PXD083366-sample-22	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	34F7	axenic culture	day 3	2	34F7_alone_d3_2	proteomic profiling by mass spectrometry	20260615-T42-47.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	axenic	day 3
PXD083366-sample-23	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	34F7	axenic culture	day 3	3	34F7_alone_d3_3	proteomic profiling by mass spectrometry	20260615-T43-48_20260623055419.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	axenic	day 3
PXD083366-sample-24	Burkholderia sola	not applicable	not applicable	not applicable	not applicable	34F7	axenic culture	day 3	4	34F7_alone_d3_4	proteomic profiling by mass spectrometry	20260615-T44-49.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	axenic	day 3
PXD083366-sample-25	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	34F7	co-culture with Chlamydomonas reinhardtii	day 2	1	34F7_withC_d2_1	proteomic profiling by mass spectrometry	20260615-T37-42.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	co-culture	day 2
PXD083366-sample-26	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	34F7	co-culture with Chlamydomonas reinhardtii	day 2	2	34F7_withC_d2_2	proteomic profiling by mass spectrometry	20260615-T38-43.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	co-culture	day 2
PXD083366-sample-27	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	34F7	co-culture with Chlamydomonas reinhardtii	day 2	3	34F7_withC_d2_3	proteomic profiling by mass spectrometry	20260615-T39-44.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	co-culture	day 2
PXD083366-sample-28	Burkholderia sola	Chlamydomonas reinhardtii	not applicable	not applicable	not applicable	34F7	co-culture with Chlamydomonas reinhardtii	day 2	4	34F7_withC_d2_4	proteomic profiling by mass spectrometry	20260615-T40-45.raw	1	AC=MS:1002038;NT=label free sample	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	20.0 ppm	20.0 ppm	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;PP=Anywhere;TA=C;MM=57.02146	NT=Oxidation;AC=UNIMOD:35;MT=Variable;PP=Anywhere;TA=M;MM=15.99490	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term;MM=42.01060	NT=Met-loss;AC=UNIMOD:765;MT=Variable;PP=Protein N-term;TA=M;MM=-131.040485	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	34F7	co-culture	day 2
