id	group	label	reason	organism_taxname	pmid	doi	n_raw_files	n_sdrf_rows	instrument	quantification	experiment_types	title
PXD016602	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	31919190	not available	0		Orbitrap Fusion Lumos;Q Exactive	MS1 intensity based label-free quantification method	Shotgun proteomics	Hap2-Ino80 mediated transcription facilitates de novo establishment of CENP-A chromatin
PXD016741	S. pombe	skip	experiment type outside the ms-proteomics template	Schizosaccharomyces pombe oy26	32554781	not available	0		Q Exactive	Label free	Chemical cross-linking coupled with mass spectrometry proteomics;Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	System-wide analyses of the fission yeast poly(A)+ RNA interactome reveal insights into organisation and function of RNA-protein complexes
PXD018608	S. pombe	skip	experiment type outside the ms-proteomics template	Schizosaccharomyces pombe 972h-	not available	not available	0		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Crosslinking/mass spectrometry (CLMS) analysis of Cohesin complex
PXD023664	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 972h-	not available	not available	0		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Identification of a TOR-regulated phosphoproteome and the regulation of cellular protein synthesis
PXD024332	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe oy26	not available	not available	0		Q Exactive	TMT	Shotgun proteomics	Proteome-wide effects of single gene perturbations 
PXD024383	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	not available	not available	0		Q Exactive	TMT	Shotgun proteomics	Proteome-wide effects of single gene perturbations
PXD025400	S. pombe	skip	acquisition mode not stated or mixed across runs	Schizosaccharomyces pombe 927	not available	10.6019/PXD025400	16		timsTOF Pro	Spectrum counting	Affinity purification coupled with mass spectrometry proteomics	Translational activators and mitoribosomal isoforms cooperate to mediate mRNA-specific translation in Schizosaccharomyces pombe mitochondria
PXD025862	S. pombe	skip	no usable raw files	Schizosaccharomyces pombe 972h-	34119521	not available	5		5800 TOF/TOF	not available	Shotgun proteomics	Ppr10 and Mpa1 copurify with a subset of mitoribosomal proteins
PXD026766	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	35353987	not available	0		Orbitrap Eclipse	TMT	Shotgun proteomics	Autophosphorylation of the CK1 kinase domain regulates enzyme activity and substrate specificity
PXD027835	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe oy26	not available	not available	0		Q Exactive	MS1 intensity based label-free quantification method	Shotgun proteomics	Growth Rate Dependent and Nutrient-specific Gene Expression Resource Allocation in Fission Yeast
PXD028351	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 972h-	not available	not available	0		Q Exactive Plus	MS1 intensity based label-free quantification method	Shotgun proteomics	The Hsp90 cochaperone TTT promotes cotranslational maturation of PIKK kinases prior to complex assembly
PXD029073	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 972h-	35676478	not available	0		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Redundancy and Specialisation of Cyclin Dependent Kinases
PXD033223	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	39387272	not available	0		Orbitrap Eclipse	TMT	Shotgun proteomics	CK1 promotes double-strand break repair in fission yeast
PXD037768	S. pombe	skip	instrument not an MS ontology model	Schizosaccharomyces pombe	not available	not available	2		orbitrap	Label free	Affinity purification coupled with mass spectrometry proteomics	Seb1 proximity dependent biotinylation (PDB) in Schizosaccharomyces pombe
PXD038988	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	36794724	not available	0		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Cellular responses to long-term phosphate starvation of fission yeast: Maf1 determines fate choice between quiescence and death associated with aberrant tRNA biogenesis
PXD039519	S. pombe	skip	instrument not resolvable per run	Schizosaccharomyces pombe oy26	not available	not available	0		Orbitrap Exploris 480;Q Exactive	Spectrum counting	Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	RNA quality control factors nucleate Clr4/SUV39H and trigger constitutive heterochromatin assembly
PXD043260	S. pombe	skip	labelling stated in the sample-processing protocol	Schizosaccharomyces pombe 927	not available	not available	0		Orbitrap Eclipse	not available	Shotgun proteomics	A conserved membrane curvature-generating protein is crucial for autophagosome formation in fission yeast
PXD043979	S. pombe	skip	acquisition mode not stated or mixed across runs	Schizosaccharomyces pombe 927	37851576	10.6019/PXD043979	4		LTQ Orbitrap	not available	Affinity purification coupled with mass spectrometry proteomics	The LARP1 homolog Slr1p controls the stability and expression of proto-5’TOP mRNAs in fission yeast
PXD047579	S. pombe	skip	experiment type outside the ms-proteomics template	Schizosaccharomyces pombe	not available	not available	0		LTQ	not available	Top-down proteomics;Affinity purification coupled with mass spectrometry proteomics;Data-dependent acquisition	GFP:Pab1 interactome in EMM2-N 1hour
PXD047651	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	39054315	not available	0		Orbitrap Eclipse	TMT	Bottom-up proteomics;Affinity purification coupled with mass spectrometry proteomics	Identification of a novel, tunable interface in the S.pombe HP1 protein, Swi6, that underpins epigenetic inheritance.
PXD048330	S. pombe	skip	acquisition mode not stated or mixed across runs	Schizosaccharomyces pombe	not available	not available	4		timsTOF Pro	not available	Affinity purification coupled with mass spectrometry proteomics	Sty1 kinase-dependent phosphosite mapping on Atf1
PXD048800	S. pombe	skip	acquisition mode not stated or mixed across runs	Schizosaccharomyces pombe	not available	not available	3		timsTOF Pro	not available	Affinity purification coupled with mass spectrometry proteomics	Pmk1 kinase-dependent phosphosite mapping on Slp1
PXD053920	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	39367033	not available	0		Orbitrap Exploris 480	TMT	Bottom-up proteomics;Data-dependent acquisition	Quantitative Proteomics and Phosphoproteomics Profiling of Meiotic Cell Divisions in the Fission Yeast Schizosaccharomyces pombe
PXD054070	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	40015273	not available	0		Orbitrap Fusion Lumos	MS1 intensity based label-free quantification method	Bottom-up proteomics;Data-dependent acquisition	Large-scale interactome screen for predicted transcription factors in fission yeast using IP-MS.
PXD054277	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	39476757	10.6019/PXD054277	0		Orbitrap Exploris 480	TMT	Bottom-up proteomics;Data-dependent acquisition	Characterization of Ksg1 protein kinase-dependent phosphoproteome in the fission yeast S. pombe
PXD055147	S. pombe	skip	experiment type outside the ms-proteomics template	Schizosaccharomyces pombe 927	not available	10.6019/PXD055147	0		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Interrogating the interaction of fission yeast RNA-binding protein Puf3 with the Ccr4-Not complex using crosslinking mass spectrometry
PXD055556	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe	not available	10.6019/PXD055556	0		Synapt MS	MS1 intensity based label-free quantification method	Affinity proteomics;HDMSE;Bottom-up proteomics	A Split-SUMO-ID proteomics approach to identify the Rad52 and SUMO-dependent interactome of Schizosaccharomyces pombe
PXD056330	S. pombe	skip	no usable raw files	Schizosaccharomyces pombe	not available	not available	6		maXis	not available	Data-independent acquisition	Efn1 (SPBPB2B2.06c) and Efn2 (SPAC1039.02) are extracellular 5'-nucleotidases induced during the fission yeast response to phosphate starvation
PXD056619	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 972h-	not available	not available	0		Orbitrap Fusion	TMT	Bottom-up proteomics	(Phospho-)proteomics analysis of fission yeast cells during mating and cell-cell fusion
PXD057838	S. pombe	skip	no cleavage agent stated	Schizosaccharomyces pombe 927	not available	not available	3		timsTOF Pro	not available	Bottom-up proteomics;Data-dependent acquisition	Fission yeast Cdc10-YFP interactome in MM-N 16 hours
PXD057886	S. pombe	skip	labelled quantification - no public channel-to-sample key	Schizosaccharomyces pombe 927	not available	not available	0		timsTOF Pro	label-free quantification	Bottom-up proteomics;Data-dependent acquisition	Fission yeast Whi5-GFP interactome in MM and in MM-N (16 hours)
PXD058168	S. pombe	skip	experiment type outside the ms-proteomics template	Schizosaccharomyces pombe	not available	not available	0		Q Exactive	Normalized Spectral Abundance Factor - NSAF	Chemical cross-linking coupled with mass spectrometry proteomics;Bottom-up proteomics;Affinity purification coupled with mass spectrometry proteomics;Data-dependent acquisition	DSIF factor Spt5 coordinates transcription, maturation and exoribonucleolysis of RNA polymerase II transcripts
PXD060104	S. pombe	skip	no cleavage agent stated	Schizosaccharomyces pombe 972h-	42248458	not available	6		timsTOF Pro	not available	Data-independent acquisition	S.pombe mitochondrial proteome regulation under heat stress
PXD060298	S. pombe	skip	labelling stated in the sample-processing protocol	Schizosaccharomyces pombe 927	41285957	not available	0		Orbitrap Eclipse	not available	Data-dependent acquisition	Phosphatase specificity influences the phosphorylation timing of CDK substrates during the cell cycle
PXD066553	S. pombe	skip	experiment type outside the ms-proteomics template	Schizosaccharomyces pombe	not available	not available	0		LTQ	not available	Top-down proteomics;Affinity purification coupled with mass spectrometry proteomics	Identification of Rad24 interacting proteins in wildtype and Orb6 inactive cells
PXD081886	S. pombe	skip	experiment type outside the ms-proteomics template	Schizosaccharomyces pombe	not available	not available	0		Q Exactive	not available	Chemical cross-linking coupled with mass spectrometry proteomics;Bottom-up proteomics;Affinity purification coupled with mass spectrometry proteomics;Data-dependent acquisition	WDR82 Code Coordinates Transcription and pre-mRNA 3’-End Processing Through Regulated Phosphorylation
PXD001866	other yeast	skip	no usable raw files	Saccharomyces mikatae ifo 1815	26560065	not available	96		LTQ Orbitrap	Spectrum counting	Shotgun proteomics	Yeast inter-species comparative proteomics
PXD002036	other yeast	skip	labelled quantification - no public channel-to-sample key	Komagataella pastoris dsmz 70382	26400155	not available	0		maXis	TMT	Top-down proteomics	Systems-level organisation of yeast methylotrophic lifestyle
PXD002727	other yeast	skip	labelling stated in the sample-processing protocol	Cryptococcus neoformans var. grubii serotype a (strain h99 / atcc 208821 / cbs 10515 / fgsc 9487) (filobasidiella neoformans var. grubii)	26758180	not available	0		LTQ Orbitrap Velos	not available	Shotgun proteomics	Proteomic profiling of Cryptococcus neoformans
PXD002731	other yeast	skip	labelling stated in the sample-processing protocol	Cryptococcus neoformans var. grubii h99w	26453029	not available	0		LTQ Orbitrap	not available	Shotgun proteomics	Secretome profiling of Cryptococcus neoformans reveals regulation of a subset of virulence-associated proteins and potential biomarkers by protein kinase A
PXD002831	other yeast	skip	labelled quantification stated in the record	Komagataella pastoris dsmz 70382	26400155	not available	4		maXis	not available	Shotgun proteomics	Systems-level organisation of yeast methylotrophic lifestyle - organelle preparation
PXD010354	other yeast	skip	labelled quantification - no public channel-to-sample key	Cryptococcus neoformans var. grubii serotype a (strain h99 / atcc 208821 / cbs 10515 / fgsc 9487) (filobasidiella neoformans var. grubii)	not available	not available	0		Q Exactive	TMT	Shotgun proteomics	In-depth evaluation of the acetylome in major human fungal pathogens elucidates the essential role of lysine acetylation in regulation of fungal pathogenicity
PXD011092	other yeast	skip	experiment type outside the ms-proteomics template	Komagataella phaffii	30975984	not available	0		LTQ Orbitrap Elite	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Crosslinking Mapping of yeast Komagataella phaffii TFIID complex
