id	group	label	reason	organism_taxname	pmid	doi	n_raw_files	n_sdrf_rows	instrument	quantification	experiment_types	title
PXD014859	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		TripleTOF 5600	iTRAQ	Shotgun proteomics	Global proteomics profile of Yeast during cysteine treatment
PXD014880	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		TripleTOF 5600	iTRAQ	Shotgun proteomics	Effect of leucine and pyruvate on the proteomic profile of cysteine treated wt and ncl1 deleted strain
PXD014962	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32312967	not available	20		Orbitrap Fusion ETD	TMT	Shotgun proteomics	TMT-based study of yeast metabolism and translation under nitrogen limitation
PXD015185	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	31700027	not available	22		LTQ;Q Exactive	18O;Spectral Abundance Factor - SAF	Gel-based experiment	Rapid acetylation of yeast Hsp70 mediates the cellular response to heat stress
PXD015217	S. cerevisiae	skip	no usable raw files	Saccharomyces cerevisiae (baker's yeast)	not available	not available	42		TripleTOF 5600	SWATH MS	SWATH MS	Yeast Nat Nt-acetylation SWATH MS
PXD015235	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	31921850	not available	48		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Phosphoproteomic analyses of yeast cell cycle
PXD015281	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32783946	not available	72		Orbitrap Fusion	Label free;MS1 intensity based label-free quantification method	Shotgun proteomics	Phosphoproteomics across the yeast life cycle
PXD015325	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	31772124	not available	12		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Thiol-Based Direct Threat Sensing by the Stress-Activated Protein Kinase Hog1
PXD015327	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	not available	65		Orbitrap Fusion Lumos	not available	SRM/MRM	Differential scaling between G1 protein production and cell size dynamics promotes commitment to the cell division cycle in budding yeast
PXD015459	S. cerevisiae	skip	labelled quantification stated in the record	Saccharomyces cerevisiae (baker's yeast)	35402407	not available	8		TripleTOF 5600	not available	Gel-based experiment	proteome saccharomyces cerevisiae by zinc sulfate addition
PXD015476	S. cerevisiae	skip	crosslinking mass spectrometry	Saccharomyces cerevisiae (baker's yeast)	32978391	not available	1		Q Exactive	Label free	Shotgun proteomics	Yeast homologs of MCUR1 regulate mitochondrial proline metabolism
PXD015575	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	31722220	not available	392		Orbitrap Fusion Lumos;Orbitrap Fusion	TMT	Shotgun proteomics	Investigation of Proteomic and Phosphoproteomic Responses to Signaling Network Perturbations Reveals Functional Pathway Organizations in Yeast
PXD015611	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	31689955	not available	33		LTQ Orbitrap Velos;Q Exactive	SILAC	Shotgun proteomics;Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics	Quantitative Rps2 BioID to monitor Asc1-dependent rearrangement at the head region of the 40S ribosome
PXD015612	S. cerevisiae	skip	labelling stated in the sample-processing protocol	Saccharomyces cerevisiae (baker's yeast)	32167277	not available	65		Q Exactive	not available	Shotgun proteomics	Exopeptidase assisted N- and C-terminal proteome sequencing
PXD015654	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	31789040	not available	32		LTQ Orbitrap Velos	SILAC	Shotgun proteomics;Gel-based experiment	Yeast ubiquitin ligase LC-MS/MS
PXD016125	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	31875563	not available	15		Orbitrap Fusion	MS1 intensity based label-free quantification method	Shotgun proteomics	The heat shock response relies on orthogonal mechanisms to maintain protein homeostasis in yeast
PXD016304	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		LTQ Orbitrap;Q Exactive	MS1 intensity based label-free quantification method	Chemical cross-linking coupled with mass spectrometry proteomics	Towards the molecular architecture of the peroxisomal receptor docking complex
PXD016308	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32066737	not available	6		Q Exactive	MS1 intensity based label-free quantification method	Shotgun proteomics	MS-based analysis of enzymatic methylation of an in vitro-transcribed lncRNA
PXD016320	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	34349113	not available	24		TripleTOF 5600	SWATH MS	SWATH MS;Shotgun proteomics	Yeast proteomic analysis upon temperature shift
PXD016338	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive	MS1 intensity based label-free quantification method	Affinity purification coupled with mass spectrometry proteomics	Biophysical basis of cellular multi-specificity encoded in a model molecular switch
PXD016376	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Fusion	SILAC	Shotgun proteomics	The Aspartic Protease Ddi1 Contributes to DNA-Protein Crosslink Repair in Yeast
PXD016519	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32213592	not available	108		Q Exactive	Absolute quantification unit;SILAC	Shotgun proteomics	Yeast cell cycle proteome and phosphoproteome (LC-MSMS)
PXD016577	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32138239	not available	2		LTQ Orbitrap Velos	MS1 intensity based label-free quantification method	Shotgun proteomics	Proteomics analysis of Tsr1-purified yeast pre-40S particles
PXD016750	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34140699	not available	48		Orbitrap Fusion Lumos	SILAC	Shotgun proteomics	Identification of phosphosites that alter protein thermal stability
PXD016988	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	32184286	not available	1		Q Exactive	not available	Top-down proteomics	Identification of Stress Granule interactor proteins in yeast S. cerevisiae
PXD017066	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Fusion Lumos;Q Exactive HF	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Improving identification of in-organello protein-protein interactions using an affinity-enrichable, isotopically-coded, and mass spectrometry-cleavable chemical crosslinker
PXD017114	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32561742	not available	25		Orbitrap Fusion Lumos;Q Exactive	MS1 intensity based label-free quantification method;Peptide counting	Shotgun proteomics	Substrate Specificity of the TRAMP Nuclear Surveillance Complexes
PXD017140	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32016368	not available	36		Q Exactive	SILAC	Gel-based experiment	Yeast glutamine tRNA synthetase doxycycline shut-off
PXD017196	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32203490	not available	6		Orbitrap Fusion Lumos	MS1 intensity based label-free quantification method	Shotgun proteomics	The dissociation of RQT complex on ribosome
PXD017222	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32878984	10.6019/PXD017222	74		Q Exactive Plus	TMT	Shotgun proteomics	mTPP of temperature sensitive proteasome mutants
PXD017286	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive HF	SILAC	Shotgun proteomics	Phosphoproteomic Datasets for Mec1/ATR Signaling Upon Hyper-Resection
PXD017289	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive HF	SILAC	Shotgun proteomics	Dpb11 Immuno-Precipitation Mass Spectrometry (IPMS) Data Related to Mec1/ATR Signaling Upon Hyper-Resection
PXD017396	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32597660	not available	100		Orbitrap Fusion	TMT	Shotgun proteomics	The phosphoproteome response to dithiolthreitol in Saccharomyces cerevisiae
PXD017502	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	32184286	not available	1		Q Exactive HF	not available	Top-down proteomics	Pil1 phosphorylation during starvation
PXD017738	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34301255	not available	54		Q Exactive	TMT	Shotgun proteomics	Proteomic analysis demonstrated transcription factor gene YRR1 deletion in Saccharomyces cerevisiae enhances its resistance to vanillin through the upregulation of transcriptional 
PXD017803	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32202424	not available	18		Orbitrap Fusion Lumos;Orbitrap Fusion	TMT	Shotgun proteomics	A Triple KnockOut Isobaric-labelling Quality Control Platform in an Integrated On-line Database Search
PXD017893	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	33139726	not available	12		Q Exactive	not available	Top-down proteomics	NAD capping of mRNAs is abundant but strongly guarded against in yeast
PXD017929	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive	TMT	Shotgun proteomics	Thermal proteome profiling of yeast phosphodeficient mutants
PXD018034	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Fusion Lumos;Q Exactive	SILAC	SWATH MS	Maturation kinetics of a multiprotein complex revealed by metabolic labeling
PXD018100	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32973189	not available	32		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Proteomic and phosphoproteomic changes upon overexpression of S. cerevisiae Ppz1 protein phosphatase
PXD018116	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	60		Orbitrap Fusion	TMT	Shotgun proteomics	TMT-based proteome analysis of three Saccharomyces cerevisiae strains with different protein productivity
PXD018232	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	32999288	not available	8		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Crosslinking-MS dataset of the TFIIIC subcomplex tauA with Brf1 and TBP
PXD018361	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32817546	not available	40		Orbitrap Fusion	TMT	Shotgun proteomics	Proteome re-allocation in amino acid supplemented S. cerevisiae using TMT-based quantitative proteomics
PXD018854	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	not available	not available	504		ion trap;Q Exactive	not available	Shotgun proteomics	Comparison of protein and peptide fractionation approaches in protein identification and quantification from Saccharomyces cerevisiae
PXD018917	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34241809	not available	216		LTQ Orbitrap Velos	SILAC	Gel-based experiment	A Quantitative Yeast Aging Proteomics Analysis Reveals Novel Aging Regulators
PXD019141	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	80		Orbitrap Fusion Lumos	SILAC	Shotgun proteomics	Stress-induced translation inhibition through displacement of scanning initiation factors
PXD019274	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	32661420	not available	26		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Cryo-EM structures of holo condensin reveal a subunit flip-flop mechanism
PXD019400	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	31886770	not available	6		LTQ Orbitrap Elite	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Architecture of the chromatin remodeler RSC and insights into its nucleosome engagement
PXD019481	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	32970932	10.6019/PXD019481	8		Orbitrap Fusion	SILAC	Shotgun proteomics	Phosphoproteomic Effects of Acute Depletion of PP2A Regulatory Subunit Cdc55
PXD019646	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34558777	not available	197		Orbitrap Fusion Lumos;LTQ Orbitrap Velos;Q Exactive	SILAC	Shotgun proteomics	Endosulfines Igo1 and Igo2 promote hyperosmotic stress signaling via inhibition of protein phosphatase 2A
PXD019647	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		LTQ Orbitrap Velos;Q Exactive HF	SILAC	Shotgun proteomics	PP2A-Rts1 antagonizes Rck2-mediated hyperosmotic stress signaling in yeast
PXD019754	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	33157029	not available	65		Orbitrap Fusion Lumos;Q Exactive	Label free	Shotgun proteomics	The proteomic landscape of centromeric chromatin reveals an essential role for the Ctf19 complex in meiotic kinetochore assembly.
PXD020611	S. cerevisiae	skip	labelling stated in the sample-processing protocol	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive HF	not available	Shotgun proteomics	S. cerevisiae engineered chassis for dicarboxylic acid production
PXD020665	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	33576883	not available	2		DB source UniProt;Mascot;Bruker Daltonics amaZon series;ProteinScape;DB source NCBI;emPAI value	emPAI	Top-down proteomics	Identification of new proteins related with cisplatin resistance in S. cerevisiae
PXD020689	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	33908254	10.6019/PXD020689	88		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Affinity Purification Trigger with mTPP
PXD020833	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	not available	21		Q Exactive	not available	Affinity purification coupled with mass spectrometry proteomics	Identification of Kel1 partners during the mating response in yeast
PXD020849	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		LTQ Orbitrap Elite	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Structural inventory of native ribosomal ABCE1-43S pre-initiation complex
PXD020885	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	33214620	not available	20		Q Exactive HF	not available	Affinity purification coupled with mass spectrometry proteomics	Characterization of Plasmodium falciparum NEDD8
PXD021109	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	33743194	not available	240		Q Exactive	SILAC	Shotgun proteomics	Global Phosphoproteomics Pinpoints Uncharted Gcn2-Mediated Modes of Translational Control
PXD021173	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	3		Q Exactive HF	TMT	Shotgun proteomics	The mitochondrial surface receptor Tom70 protects the cytosol against mitoprotein-induced stress
PXD021214	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Fusion Lumos;LTQ Orbitrap Velos	not available	Gel-based experiment	Post-translational modification profiling of Saccharomyces cerevisiae histone methylation enzymes uncovers regulation by upstream signalling pathways
PXD021218	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Fusion	Label free;TMT	Shotgun proteomics	Quantifying gene expression control by growth and metabolism reveals distinct regulation of central carbon metabolism genes in yeast
PXD021559	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	not available	not available	267		Orbitrap Exploris 480	not available	SWATH MS	DIA-based systems biology approach unveils novel E3-dependent responses to a metabolic shift
PXD021580	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD021580	72		LTQ Orbitrap	not available	Affinity purification coupled with mass spectrometry proteomics	Mass Spectrometry of NOT gene-related purifications
PXD021831	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Fusion	MS1 intensity based label-free quantification method	Chemical cross-linking coupled with mass spectrometry proteomics;Affinity purification coupled with mass spectrometry proteomics	A comprehensive landscape of 60S ribosome biogenesis factors
PXD022369	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	384		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	DNA damage-induced chromatome analysis in yeast reveals recruitment of Ubiquitin ligases for efficient DNA repairtest1
PXD022403	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	33856219	not available	38		Orbitrap Fusion Lumos;Q Exactive	not available	Shotgun proteomics	Discovery of arginine methylation, phosphorylation and their co-occurrence in condensate-associated proteins in Saccharomyces cerevisiae
PXD022605	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	12		Q Exactive	SILAC	Shotgun proteomics	Scaling of cellular processes with ploidy
PXD022621	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	33576509	not available	139		Orbitrap Exploris 480;Q Exactive HF	SILAC	Shotgun proteomics	The UBA domain of Ubc1 (Ube2K) Facilitates the Assembly of K48/K63-Branched Ubiquitin Chains
PXD022717	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34348159	not available	2		Q Exactive HF	SILAC	Gel-based experiment	SMC Complexes Are Guarded by the SUMO Protease Ulp2 Against SUMO-Chain-Mediated Turnover
PXD022741	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	33630598	not available	42		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Categorization of Phosphorylation Site Behavior During the Diauxic Shift in Saccharomyces cerevisiae
PXD022757	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34088668	not available	60		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Budding yeast relies on qualitative G1 cyclin specificity to couple cell cycle progression with morphogenetic development
PXD022805	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		LTQ Orbitrap Velos;Q Exactive	SILAC	Shotgun proteomics;Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics	OXPHOS deficiency activates global adaptations to maintain mitochondrial membrane potential
PXD022941	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	33754701	not available	30		Q Exactive	not available	Top-down proteomics	Stradard protein and yeast top-down data
PXD023164	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	33941673	not available	6		Orbitrap Fusion	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Structural and functional analyses identify unique features of the Smc5/6 complex among SMC family of complexes
PXD023171	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	60		Q Exactive	TMT	Shotgun proteomics	Trait tacking for predictive evolution of metabolic pheotypes
PXD023361	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive	not available	Shotgun proteomics;Chemical cross-linking coupled with mass spectrometry proteomics;Gel-based experiment	The Cdk8 kinase module regulates Mediator-RNA polymerase II interaction
PXD023434	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	33767140	not available	8		TripleTOF 5600;Synapt G2 HDMS;Q Exactive Plus	not available	Chemical cross-linking coupled with mass spectrometry proteomics;Gel-based experiment;MSE	The box C/D snoRNP assembly factor Bcd1 interacts with the histone chaperone Rtt106 and controls its transcription dependent activity.
PXD023438	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive HF	TMT	Shotgun proteomics	Phosphoproteomic Datasets for Mec1/ATR Signaling Upon Hyper-Resection (TMT Supplement)
PXD023484	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	33797912	not available	39		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Iron deficiency and recovery in yeast: a quantitative proteomics approach
PXD023902	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34191328	not available	36		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Increased levels of the mitochondrial import factor Mia40 can prevent the aggregation of polyQ proteins in the cytosol
PXD024065	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD024065	2		LTQ Orbitrap Elite	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Interaction of Hsp70 Ssb1 and atypical Hsp70 Ssz1
PXD024131	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	34349113	not available	4		LTQ Orbitrap Elite	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Puf6 ushers correct rRNA compaction during ribosome assembly
PXD024160	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive HF	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Nse5/6 inhibits the Smc5/6 ATPase and modulates DNA substrate binding
PXD024282	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	33950666	not available	144		Orbitrap Eclipse	TMT	Shotgun proteomics	A Semi-automated Paramagnetic Bead-based Platform for Isobaric Tag Sample Preparation
PXD024336	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	228		impact II	SILAC	Shotgun proteomics	Newly translated protein misfolding after heat shock and translation during heat shock
PXD024640	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	33864814	not available	4		Orbitrap Fusion;Q Exactive HF	not available	Chemical cross-linking coupled with mass spectrometry proteomics	BS3 intermolecular crosslinking map of SAGA and SLIK (SAGA-like) transcription coactivators
PXD024655	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	33758086	not available	15		Q Exactive HF	MS1 intensity based label-free quantification method	Shotgun proteomics	Whole-genome transformation for industrial yeast strain development
PXD024695	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	34244791	not available	12		LTQ Orbitrap Elite	Peptide counting	Shotgun proteomics	The Conserved Tpk1 Regulates Non-Homologous End Joining Double-Strand Break Repair by Phosphorylation of Nej1, a Homolog of the Human XLF
PXD025172	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	34018207	not available	20		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Yeast TRAPPIII complex cross-linking mass spectrometry
PXD025314	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	34795272	not available	12		Orbitrap Fusion	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Phosphorylation activates the yeast small heat shock protein Hsp26 by weakening domain contacts in the oligomer ensemble
PXD025385	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		TripleTOF 5600;Orbitrap Fusion	not available	SWATH MS	DIAmeter: Matching peptides to data-independent acquisition mass spectrometry data
PXD025595	S. cerevisiae	skip	labelling stated in the sample-processing protocol	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Fusion Lumos	not available	Shotgun proteomics	The biochemical basis of mitochondrial dysfunctionin Zellweger Spectrum Disorder
PXD025614	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34571008	not available	128		Q Exactive HF	SILAC	Shotgun proteomics	Quantitative proteomics identifies Ola1p as a positive regulator of heat shock response in Saccharomyces cerevisiae
PXD025843	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	22		Orbitrap Fusion Lumos;LTQ Orbitrap Elite	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Structural analysis of the native TREX complex from S. cerevisiae
PXD026060	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	not available	8		Q TRAP	not available	SRM/MRM	Reversible amyloids of pyruvate kinase couple cell metabolism and stress granule disassembly
PXD026077	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34070491	not available	60		Orbitrap Fusion	TIC;SILAC	Shotgun proteomics	Mitochondrial retrograde signaling contributes to metabolic differentiation in yeast colonies - Proteomics of BY4742, BY-rtg1, BY-mks1, BY-rtg1mks1 and BY-rtg2mks1.
PXD026639	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	120		Q Exactive HF	MS1 intensity based label-free quantification method	Shotgun proteomics	Dynamic maps of protein-protein-metabolite complexes in S. cerevisiae
PXD026935	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		LTQ Orbitrap Elite	not available	Chemical cross-linking coupled with mass spectrometry proteomics	CX-MS of Phospho-regulated Bim1/EB1 interactions trigger Dam1c ring assembly at the budding yeast outer kinetochore
PXD027216	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	35500842	not available	96		LTQ Orbitrap	not available	Top-down proteomics	Distinct Stress Response to Mitochondrial Inter-membrane Space and Matrix Proteotoxic Stress are Preferentially Modulated by TOM complex and Vms1, respectively
PXD027267	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34769086	not available	130		LTQ Orbitrap Velos;Q Exactive HF	SILAC	Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics	Proxiome at the 40S ribosomal head region according to proximity labeling MS experiments
PXD027337	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34569643	not available	60		Orbitrap Fusion Lumos;Orbitrap Fusion	MS1 intensity based label-free quantification method;TMT	Shotgun proteomics	Regulatory phosphosite on Mec1 and control of RNAP11 and PIII during replication stress
PXD027639	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	34951965	not available	33		Synapt MS	not available	HDMSE	Translocation of polyubiquitinated protein substrates by the hexameric Cdc48 ATPase
