source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PXD001585-Sample-27	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_Control-02_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_Control-02_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-28	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_Control-02_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_Control-02_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-29	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_Control-03_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_Control-03_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-30	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_Control-03_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_Control-03_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-31	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_Control-04_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_Control-04_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-32	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_Control-04_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_Control-04_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-33	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE5-01_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE5-01_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-34	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE5-01_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE5-01_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-35	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE5-02_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE5-02_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-36	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE5-02_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE5-02_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-37	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE5-03_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE5-03_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-38	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE5-03_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE5-03_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-39	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE5-04_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE5-04_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-40	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE5-04_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE5-04_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-41	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE9-01_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE9-01_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-42	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE9-01_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE9-01_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-43	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE9-02_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE9-02_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-44	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE9-02_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE9-02_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-45	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE9-03_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE9-03_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-46	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE9-03_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE9-03_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-47	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE9-04_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE9-04_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-48	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_PDE9-04_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_PDE9-04_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
