source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
0mMA_20131217_22	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	22	0mMA_20131217_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	0mMA_20131217_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/0mMA_20131217_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
1mM_1_20130904_03	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	3	1mM_1_20130904_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	1mM_1_20130904_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/1mM_1_20130904_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
0mM_0_20130904_01	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	1	0mM_0_20130904_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	0mM_0_20130904_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/0mM_0_20130904_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
0mMB_20131217_26	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	26	0mMB_20131217_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	0mMB_20131217_26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/0mMB_20131217_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
1mMB_20131217_28	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	28	1mMB_20131217_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	1mMB_20131217_28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/1mMB_20131217_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
1mMC_20140106_03	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	3	1mMC_20140106_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	1mMC_20140106_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/1mMC_20140106_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
0.1mM_01_20130904_02	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	2	0.1mM_01_20130904_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	0.1mM_01_20130904_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/0.1mM_01_20130904_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
0.1mMA_20131217_23	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	23	0.1mMA_20131217_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	0.1mMA_20131217_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/0.1mMA_20131217_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
0.1mM_PHOSPHO_01Mm	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	1	0.1mM_PHOSPHO_01Mm	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	0.1mM_PHOSPHO_01Mm.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/0.1mM_PHOSPHO_01Mm.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
10mMA_20131217_25	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	25	10mMA_20131217_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	10mMA_20131217_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/10mMA_20131217_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
1mMA_20131217_24	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	24	1mMA_20131217_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	1mMA_20131217_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/1mMA_20131217_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
10mMC_20140106_04	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	4	10mMC_20140106_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	10mMC_20140106_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/10mMC_20140106_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
10mM_10_20130904_08	paracoccidioides brasiliensis pb18	not available	not applicable	not available	enrichment of phosphorylated protein	8	10mM_10_20130904_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	2 Da	0.025 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	10mM_10_20130904_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD001181/10mM_10_20130904_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
