source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20091208_Velos3_SaZa_SA_CARCIN_Exp1b_SCC-SILAC_SCX_FlThr_02	Mus musculus	Skin	not applicable	Skin cancer	2	20091208_Velos3_SaZa_SA_CARCIN_Exp1b_SCC-SILAC_SCX_FlThr_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091208_Velos3_SaZa_SA_CARCIN_Exp1b_SCC-SILAC_SCX_FlThr_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091208_Velos3_SaZa_SA_CARCIN_Exp1b_SCC-SILAC_SCX_FlThr_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120506_Elite_SaZa_SA_CARCIN_Exp3_Pap_SCX-TiO2_Fr_04	Mus musculus	Skin	not applicable	Skin cancer	4	20120506_Elite_SaZa_SA_CARCIN_Exp3_Pap_SCX-TiO2_Fr_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120506_Elite_SaZa_SA_CARCIN_Exp3_Pap_SCX-TiO2_Fr_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120506_Elite_SaZa_SA_CARCIN_Exp3_Pap_SCX-TiO2_Fr_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_03	Mus musculus	Skin	not applicable	Skin cancer	3	20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_FT_04	Mus musculus	Skin	not applicable	Skin cancer	4	20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_FT_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_FT_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_FT_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100203_Velos3_SaZa_SA_CARCIN_Exp2b_TPA-SILAC_SCX_FT_01	Mus musculus	Skin	not applicable	Skin cancer	1	20100203_Velos3_SaZa_SA_CARCIN_Exp2b_TPA-SILAC_SCX_FT_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100203_Velos3_SaZa_SA_CARCIN_Exp2b_TPA-SILAC_SCX_FT_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100203_Velos3_SaZa_SA_CARCIN_Exp2b_TPA-SILAC_SCX_FT_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20091206_Velos3_SaZa_SA_CARCIN_Exp1b_TPA-SILAC_SCX_Fr_03	Mus musculus	Skin	not applicable	Skin cancer	3	20091206_Velos3_SaZa_SA_CARCIN_Exp1b_TPA-SILAC_SCX_Fr_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091206_Velos3_SaZa_SA_CARCIN_Exp1b_TPA-SILAC_SCX_Fr_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091206_Velos3_SaZa_SA_CARCIN_Exp1b_TPA-SILAC_SCX_Fr_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_12	Mus musculus	Skin	not applicable	Skin cancer	12	20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_04	Mus musculus	Skin	not applicable	Skin cancer	4	20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090918_Velos3_SaZa_SA_CARCIN_Exp1_SkinTPA-SILAC_SCX_FlTrh_01	Mus musculus	Skin	not applicable	Skin cancer	1	20090918_Velos3_SaZa_SA_CARCIN_Exp1_SkinTPA-SILAC_SCX_FlTrh_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090918_Velos3_SaZa_SA_CARCIN_Exp1_SkinTPA-SILAC_SCX_FlTrh_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090918_Velos3_SaZa_SA_CARCIN_Exp1_SkinTPA-SILAC_SCX_FlTrh_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090822_Velos3_SaZa_SA_CARCIN_SkinWT-SILAC_FASP-SAX_pH3	Mus musculus	Skin	not applicable	Skin cancer	1	20090822_Velos3_SaZa_SA_CARCIN_SkinWT-SILAC_FASP-SAX_pH3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090822_Velos3_SaZa_SA_CARCIN_SkinWT-SILAC_FASP-SAX_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090822_Velos3_SaZa_SA_CARCIN_SkinWT-SILAC_FASP-SAX_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_15	Mus musculus	Skin	not applicable	Skin cancer	15	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_Skin_01	Mus musculus	Skin	not applicable	Skin cancer	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_Skin_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_Skin_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_Skin_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_Fr_05	Mus musculus	Skin	not applicable	Skin cancer	5	20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_Fr_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_Fr_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_Fr_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20091206_Velos3_SaZa_SA_CARCIN_Exp1b_TPA-SILAC_SCX_Fr_01	Mus musculus	Skin	not applicable	Skin cancer	1	20091206_Velos3_SaZa_SA_CARCIN_Exp1b_TPA-SILAC_SCX_Fr_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091206_Velos3_SaZa_SA_CARCIN_Exp1b_TPA-SILAC_SCX_Fr_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091206_Velos3_SaZa_SA_CARCIN_Exp1b_TPA-SILAC_SCX_Fr_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_14	Mus musculus	Skin	not applicable	Skin cancer	14	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_05	Mus musculus	Skin	not applicable	Skin cancer	5	20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_01	Mus musculus	Skin	not applicable	Skin cancer	1	20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
