source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[geographic location]	characteristics[growth condition]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[strain or breed]	factor value[geographic location]
barley-008-Mingenew-plot7	Hordeum vulgare	seed	not applicable	normal	not available	008	Mingenew	field grown	organism part	1	run MB_20201019_17B_008_7_Mi_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201019_17B_008_7_Mi_1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Mingenew
barley-008-Mingenew-plot7	Hordeum vulgare	seed	not applicable	normal	not available	008	Mingenew	field grown	organism part	2	run MB_20201019_17B_008_7_Mi_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201019_17B_008_7_Mi_2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Mingenew
barley-008-Mingenew-plot7	Hordeum vulgare	seed	not applicable	normal	not available	008	Mingenew	field grown	organism part	4	run MB_20201019_17B_008_7_Mi_4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201019_17B_008_7_Mi_4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Mingenew
barley-006-Munglinup-plot1	Hordeum vulgare	seed	not applicable	normal	not available	006	Munglinup	field grown	organism part	1	run MB_20201027_17B_006_1_Mun_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_006_1_Mun_1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	006	Munglinup
barley-006-Munglinup-plot1	Hordeum vulgare	seed	not applicable	normal	not available	006	Munglinup	field grown	organism part	3	run MB_20201027_17B_006_1_Mun_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_006_1_Mun_3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	006	Munglinup
barley-007-Munglinup-plot3	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	2	run MB_20201027_17B_007_3_Mun_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_007_3_Mun_2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot3	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	3	run MB_20201027_17B_007_3_Mun_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_007_3_Mun_3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot6	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	1	run MB_20201027_17B_007_6_Mun_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_007_6_Mun_1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot7	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	3	run MB_20201027_17B_007_7_Mun_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_007_7_Mun_3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-008-Munglinup-plot4	Hordeum vulgare	seed	not applicable	normal	not available	008	Munglinup	field grown	organism part	2	run MB_20201027_17B_008_4_Mun_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_008_4_Mun_2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Munglinup
barley-008-Munglinup-plot4	Hordeum vulgare	seed	not applicable	normal	not available	008	Munglinup	field grown	organism part	3	run MB_20201027_17B_008_4_Mun_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_008_4_Mun_3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Munglinup
barley-008-Munglinup-plot6	Hordeum vulgare	seed	not applicable	normal	not available	008	Munglinup	field grown	organism part	4	run MB_20201027_17B_008_6_Mun_4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201027_17B_008_6_Mun_4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Munglinup
barley-006-Munglinup-plot1	Hordeum vulgare	seed	not applicable	normal	not available	006	Munglinup	field grown	organism part	2	run MB_20201102_17B_006_1_Mun_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_006_1_Mun_2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	006	Munglinup
barley-006-Munglinup-plot1	Hordeum vulgare	seed	not applicable	normal	not available	006	Munglinup	field grown	organism part	4	run MB_20201102_17B_006_1_Mun_4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_006_1_Mun_4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	006	Munglinup
barley-007-Munglinup-plot3	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	1	run MB_20201102_17B_007_3_Mun_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_007_3_Mun_1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot3	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	4	run MB_20201102_17B_007_3_Mun_4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_007_3_Mun_4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot6	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	2	run MB_20201102_17B_007_6_Mun_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_007_6_Mun_2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot6	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	3	run MB_20201102_17B_007_6_Mun_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_007_6_Mun_3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot6	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	4	run MB_20201102_17B_007_6_Mun_4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_007_6_Mun_4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot7	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	1	run MB_20201102_17B_007_7_Mun_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_007_7_Mun_1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot7	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	2	run MB_20201102_17B_007_7_Mun_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_007_7_Mun_2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-007-Munglinup-plot7	Hordeum vulgare	seed	not applicable	normal	not available	007	Munglinup	field grown	organism part	4	run MB_20201102_17B_007_7_Mun_4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_007_7_Mun_4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	007	Munglinup
barley-008-Munglinup-plot4	Hordeum vulgare	seed	not applicable	normal	not available	008	Munglinup	field grown	organism part	1	run MB_20201102_17B_008_4_Mun_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_008_4_Mun_1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Munglinup
barley-008-Munglinup-plot4	Hordeum vulgare	seed	not applicable	normal	not available	008	Munglinup	field grown	organism part	4	run MB_20201102_17B_008_4_Mun_4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_008_4_Mun_4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Munglinup
barley-008-Munglinup-plot6	Hordeum vulgare	seed	not applicable	normal	not available	008	Munglinup	field grown	organism part	1	run MB_20201102_17B_008_6_Mun_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_008_6_Mun_1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Munglinup
barley-008-Munglinup-plot6	Hordeum vulgare	seed	not applicable	normal	not available	008	Munglinup	field grown	organism part	2	run MB_20201102_17B_008_6_Mun_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_008_6_Mun_2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Munglinup
barley-008-Munglinup-plot6	Hordeum vulgare	seed	not applicable	normal	not available	008	Munglinup	field grown	organism part	3	run MB_20201102_17B_008_6_Mun_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	350	1250	1	1	MB_20201102_17B_008_6_Mun_3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	008	Munglinup
