source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	19	1	FEMALE_BREAST2_19.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	2	1	FEMALE_BREAST2_2.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	20	1	FEMALE_BREAST2_20.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	3	1	FEMALE_BREAST2_3.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	4	1	FEMALE_BREAST2_4.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	5	1	FEMALE_BREAST2_5.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	6	1	FEMALE_BREAST2_6.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	7	1	FEMALE_BREAST2_7.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	8	1	FEMALE_BREAST2_8.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_breast	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=breast;AC=UBERON:0000310	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_breast_fr9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	9	1	FEMALE_BREAST2_9.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=breast;AC=UBERON:0000310
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	1	1	FEMALE_CEREBELLUM_1.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	10	1	FEMALE_CEREBELLUM_10.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	11	1	FEMALE_CEREBELLUM_11.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	12	1	FEMALE_CEREBELLUM_12.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	13	1	FEMALE_CEREBELLUM_13.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	14	1	FEMALE_CEREBELLUM_14.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	15	1	FEMALE_CEREBELLUM_15.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	16	1	FEMALE_CEREBELLUM_16.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	17	1	FEMALE_CEREBELLUM_17.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	18	1	FEMALE_CEREBELLUM_18.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	19	1	FEMALE_CEREBELLUM_19.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
female_10.55y_cerebellum	NT=Macaca mulatta;AC=NCBITaxon:9544	NT=cerebellum;AC=UBERON:0002037	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	10.55Y	female	not available	female_10.55y	tissue	1	female_cerebellum_fr2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ XL;AC=MS:1000854	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=SDS-PAGE;AC=PRIDE:0000568	2.0 Da	1.0 Da	2	1	FEMALE_CEREBELLUM_2.RAW	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cerebellum;AC=UBERON:0002037
