source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
10mar_DG_S112	10mar_DG_S112	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	10mar_DG_S112	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	10mar_DG_S112.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
10mar_DG_S113	10mar_DG_S113	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	10mar_DG_S113	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	10mar_DG_S113.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
10mar_DG_S45	10mar_DG_S45	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	10mar_DG_S45	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	10mar_DG_S45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
13mar_DG_C4	13mar_DG_C4	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	13mar_DG_C4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	13mar_DG_C4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
13mar_DG_C5	13mar_DG_C5	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	13mar_DG_C5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	13mar_DG_C5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
13mar_DG_S40	13mar_DG_S40	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	13mar_DG_S40	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	13mar_DG_S40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
13mar_DG_S64	13mar_DG_S64	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	13mar_DG_S64	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	13mar_DG_S64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
13mar_DG_S66	13mar_DG_S66	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	13mar_DG_S66	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	13mar_DG_S66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
14mar_DG_C6	14mar_DG_C6	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	14mar_DG_C6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	14mar_DG_C6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
14mar_DG_C9	14mar_DG_C9	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	14mar_DG_C9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	14mar_DG_C9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
14mar_DG_S65_rep	14mar_DG_S65_rep	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	14mar_DG_S65_rep	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	14mar_DG_S65_rep.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
14mar_DG_S98	14mar_DG_S98	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	14mar_DG_S98	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	14mar_DG_S98.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
14mar_DG_S99	14mar_DG_S99	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	14mar_DG_S99	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	14mar_DG_S99.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
15mar_DG_pellet_S100	15mar_DG_pellet_S100	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	15mar_DG_pellet_S100	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	15mar_DG_pellet_S100.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
15mar_DG_S106	15mar_DG_S106	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	15mar_DG_S106	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	15mar_DG_S106.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
16mar_DG_C11	16mar_DG_C11	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	16mar_DG_C11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	16mar_DG_C11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
16mar_DG_C14	16mar_DG_C14	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	16mar_DG_C14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	16mar_DG_C14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
16mar_DG_pellet_S110	16mar_DG_pellet_S110	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	16mar_DG_pellet_S110	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	16mar_DG_pellet_S110.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
16mar_DG_S102	16mar_DG_S102	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	16mar_DG_S102	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	16mar_DG_S102.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
16mar_DG_S103	16mar_DG_S103	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	16mar_DG_S103	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	16mar_DG_S103.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
16mar_DG_S108	16mar_DG_S108	Homo sapiens	Saliva	not applicable	not available	Meta-omics_analysis_indicates_the_saliva_microbiome_and_its_proteins_associated_with_the_prognosis_of_oral_cancer_patients	Saliva	Saliva	not available	not available	not available	not available	1	16mar_DG_S108	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	16mar_DG_S108.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
