source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[carbon source]	characteristics[proteomics assay]	characteristics[strain]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[carbon source]	factor value[sampling time]
glucose-S1-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	2 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_13_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-1	proteomic profiling by mass spectrometry	1	170524_13_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	2 minute
glucose-S28-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	158 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_15_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-9	proteomic profiling by mass spectrometry	1	170524_15_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R1-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	158 minute
glucose-S27-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	138 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_17_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-8	proteomic profiling by mass spectrometry	1	170524_17_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	138 minute
glucose-S9-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	37 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170524_19_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-3	proteomic profiling by mass spectrometry	1	170524_19_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	37 minute
ethanol-S1-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	14 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_05_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-1-SILAC light	proteomic profiling by mass spectrometry	1	170607_05_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	14 minute
heavy-standard-for-ethanol-S1	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_05_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-1-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_05_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S2-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	14 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_07_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-1-SILAC light	proteomic profiling by mass spectrometry	1	170607_07_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	14 minute
heavy-standard-for-ethanol-S2	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_07_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-1-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_07_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S3-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	14 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_09_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-1-SILAC light	proteomic profiling by mass spectrometry	1	170607_09_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	14 minute
heavy-standard-for-ethanol-S3	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_09_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-1-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_09_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S4-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	20 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_11_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-2-SILAC light	proteomic profiling by mass spectrometry	1	170607_11_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	20 minute
heavy-standard-for-ethanol-S4	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_11_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-2-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_11_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S5-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	20 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_14_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-2-SILAC light	proteomic profiling by mass spectrometry	1	170607_14_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	20 minute
heavy-standard-for-ethanol-S5	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_14_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-2-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_14_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S6-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	20 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_16_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-2-SILAC light	proteomic profiling by mass spectrometry	1	170607_16_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	20 minute
heavy-standard-for-ethanol-S6	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_16_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-2-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_16_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S7-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	92 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_18_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-3-SILAC light	proteomic profiling by mass spectrometry	1	170607_18_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	92 minute
heavy-standard-for-ethanol-S7	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_18_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-3-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_18_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S8-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	92 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_20_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-3-SILAC light	proteomic profiling by mass spectrometry	1	170607_20_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	92 minute
heavy-standard-for-ethanol-S8	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_20_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-3-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_20_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S9-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	92 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_22_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-3-SILAC light	proteomic profiling by mass spectrometry	1	170607_22_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	92 minute
heavy-standard-for-ethanol-S9	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_22_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-3-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_22_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S10-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	102 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170607_24_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-4-SILAC light	proteomic profiling by mass spectrometry	1	170607_24_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	102 minute
heavy-standard-for-ethanol-S10	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170607_24_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-4-SILAC heavy	proteomic profiling by mass spectrometry	1	170607_24_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R1-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
ethanol-S11-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	102 minute	ethanol	total proteome	CEN.PK113-7D BAR1::KanMX	170610_01_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-4-SILAC light	proteomic profiling by mass spectrometry	1	170610_01_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Ethanol_P-R2-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	ethanol	102 minute
