source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
cp_C_1400ng_140min_Run1.msf	cp_C_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	cp_C_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	cp_C_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
cp_C_1400ng_140min_Run1	cp_C_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	cp_C_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	cp_C_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
cp_EV_1400ng_140min_Run1_20220116224346.msf	cp_EV_1400ng_140min_Run1_20220116224346.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	cp_EV_1400ng_140min_Run1_20220116224346.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	cp_EV_1400ng_140min_Run1_20220116224346.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
cp_EV_1400ng_140min_Run1_20220116224346	cp_EV_1400ng_140min_Run1_20220116224346	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	cp_EV_1400ng_140min_Run1_20220116224346	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	cp_EV_1400ng_140min_Run1_20220116224346.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
cp_T_1400ng_140min_Run1.msf	cp_T_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	cp_T_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	cp_T_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
cp_T_1400ng_140min_Run1	cp_T_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	cp_T_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	cp_T_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV1_11_1400ng_140min_Run1.msf	EV1_11_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV1_11_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV1_11_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV1_11_1400ng_140min_Run1	EV1_11_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV1_11_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV1_11_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV2_12_1400ng_140min_Run1.msf	EV2_12_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV2_12_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV2_12_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV2_12_1400ng_140min_Run1	EV2_12_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV2_12_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV2_12_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV3_13_1400ng_140min_Run1.msf	EV3_13_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV3_13_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV3_13_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV3_13_1400ng_140min_Run1	EV3_13_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV3_13_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV3_13_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV4_14_1400ng_140min_Run1.msf	EV4_14_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV4_14_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV4_14_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV4_14_1400ng_140min_Run1	EV4_14_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV4_14_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV4_14_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV5_15_1400ng_140min_Run1.msf	EV5_15_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV5_15_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV5_15_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
EV5_15_1400ng_140min_Run1	EV5_15_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	EV5_15_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EV5_15_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
T1_1_1400ng_140min_Run1.msf	T1_1_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	T1_1_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	T1_1_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
T1_1_1400ng_140min_Run1	T1_1_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	T1_1_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	T1_1_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
T2_2_1400ng_140min_Run1.msf	T2_2_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	T2_2_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	T2_2_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
T2_2_1400ng_140min_Run1	T2_2_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	T2_2_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	T2_2_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
T3_3_1400ng_140min_Run1.msf	T3_3_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	T3_3_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	T3_3_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
T3_3_1400ng_140min_Run1	T3_3_1400ng_140min_Run1	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	T3_3_1400ng_140min_Run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	T3_3_1400ng_140min_Run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
T4_4_1400ng_140min_Run1.msf	T4_4_1400ng_140min_Run1.msf	Homo sapiens	Photosynthetic cell	not applicable	not available	Evaluation_of_transgenic_proteins_in_transformed_Camelina_sativa_leaves	Photosynthetic cell	Photosynthetic cell	7.6, 0.1	not available	not available	not available	1	T4_4_1400ng_140min_Run1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	T4_4_1400ng_140min_Run1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Photosynthetic cell
