source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	characteristics[individual]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf annotation tool]	comment[sample preparation batch]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	factor value[cell type]
Xla_blastomere_cell_6	Xenopus laevis	animal hemisphere	blastula stage	blastoderm cell	normal	not available	not available	cell	single cell	manual picking	cell_6	1	6	not available	run 11	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2023_07_19_BS03_cell_6_ddaPASEF.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=blastoderm cell;AC=CL:0000353
Xla_blastomere_cell_6	Xenopus laevis	animal hemisphere	blastula stage	blastoderm cell	normal	not available	not available	cell	single cell	manual picking	cell_6	1	6	not available	run 12	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2023_07_19_BS02_cell_6_EcoddaPASEF.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=blastoderm cell;AC=CL:0000353
Xla_blastomere_cell_7	Xenopus laevis	animal hemisphere	blastula stage	blastoderm cell	normal	not available	not available	cell	single cell	manual picking	cell_7	1	7	not available	run 13	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2023_07_27_BS04_cell_7_ddaPASEF.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=blastoderm cell;AC=CL:0000353
Xla_blastomere_cell_7	Xenopus laevis	animal hemisphere	blastula stage	blastoderm cell	normal	not available	not available	cell	single cell	manual picking	cell_7	1	7	not available	run 14	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2023_07_27_BS05_cell_7_EcoddaPASEF.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=blastoderm cell;AC=CL:0000353
Xla_blastomere_cell_8	Xenopus laevis	animal hemisphere	blastula stage	blastoderm cell	normal	not available	not available	cell	single cell	manual picking	cell_8	1	8	not available	run 15	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2023_8_2_BS03_cell_8_ddaPASEF_.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=blastoderm cell;AC=CL:0000353
Xla_blastomere_cell_8	Xenopus laevis	animal hemisphere	blastula stage	blastoderm cell	normal	not available	not available	cell	single cell	manual picking	cell_8	1	8	not available	run 16	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2023_8_2_BS02_cell_8_EcoddaPASEF_.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=blastoderm cell;AC=CL:0000353
Xla_blastomere_cell_9	Xenopus laevis	animal hemisphere	blastula stage	blastoderm cell	normal	not available	not available	cell	single cell	manual picking	cell_9	1	9	not available	run 17	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2023_8_2_BS05_cell_9_ddaPASEF_.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=blastoderm cell;AC=CL:0000353
Xla_blastomere_cell_9	Xenopus laevis	animal hemisphere	blastula stage	blastoderm cell	normal	not available	not available	cell	single cell	manual picking	cell_9	1	9	not available	run 18	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2023_8_2_BS04_cell_9_EcoddaPASEF_.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=blastoderm cell;AC=CL:0000353
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 19	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2022_10_24_BS04_500pg_HeLa_ddaPASEF_control_22kV_TR1.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 20	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	2	2022_10_25_BS01_500pg_HeLa_ddaPASEF_control_22kV_TR2.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 21	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	3	2022_10_25_BS02_500pg_HeLa_ddaPASEF_control_22kV_TR3.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 22	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	4	2022_10_25_BS04_500pg_HeLa_ddaPASEF_control_22kV_TR4.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 23	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	5	2022_10_26_BS03_500pg_HeLa_ddaPASEF_control_22kV_TR5.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 24	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2022_10_25_BS06_500pg_HeLa_EcoddaPASEF_22kV_TR1.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 25	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	2	2022_10_25_BS07_500pg_HeLa_EcoddaPASEF_22kV_TR2.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 26	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	3	2022_10_26_BS02_500pg_HeLa_EcoddaPASEF_22kV_TR3.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_500pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 27	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	4	2022_11_16_BS03_HeLa_500pg_EcoddaPASEF_22kV_TR4.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_200pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 28	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	1	2022_12_3_BS07_200pgHeLa_control_TR1.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_200pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 29	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	2	2022_12_5_BS01_200pgHeLa_control_TR2.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_200pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 30	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	3	2022_12_5_BS02_200pgHeLa_control_TR3.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
HeLa_200pg_standard	Homo sapiens	uterine cervix	adult	HeLa cell	cervical adenocarcinoma	female	not applicable	cell line	standard	not applicable	not applicable	not applicable	1	not applicable	run 31	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-dependent acquisition	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	NT=time-of-flight;AC=MS:1000084	not available	not available	300m/z	1500m/z	not applicable	not applicable	1	4	2022_12_5_BS03_200pgHeLa_control_TR4.d	pride-scp-sdrf v0.3.1	not available		v1.1.0	single-cell v1.0.0	NT=HeLa cell;AC=CLO:0003684
