source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	19	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_20	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	20	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_21	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	21	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_22	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	22	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_23	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	23	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	24	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_25	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	25	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_26	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	26	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_27	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	27	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_28	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	28	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_29	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	29	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	3	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_30	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	30	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_31	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	31	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_32	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	32	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_33	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	33	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_34	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	34	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_35	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	35	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_36	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	36	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_37	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	37	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_38	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	38	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_39	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	39	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	4	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_40	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	40	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
TPC-1 replicate 1	Homo sapiens	not applicable	papillary thyroid carcinoma	TPC-1	not available	cell line	1	not available	not available	not available	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_41	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	41	1	A20240524lyumg_thyroid_complex_TPC-1_NO1_30minDIA_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	TPC-1
