source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
brain_wDah_control_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=brain;AC=UBERON:0000955	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	2	run_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	Sample02HighRes.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=brain;AC=UBERON:0000955
brain_wDah_control_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=brain;AC=UBERON:0000955	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	3	run_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample03.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=brain;AC=UBERON:0000955
brain_wDah_control_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=brain;AC=UBERON:0000955	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	4	run_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample04.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=brain;AC=UBERON:0000955
brain_wDah_control_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=brain;AC=UBERON:0000955	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	5	run_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=brain;AC=UBERON:0000955
gut_Foxo_null_mutant_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	1	run_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample31.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_Foxo_null_mutant_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	2	run_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample32.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_Foxo_null_mutant_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	3	run_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample33.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_Foxo_null_mutant_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	4	run_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample34.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_Foxo_null_mutant_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	5	run_30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample35.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_Foxo_null_mutant_rep6	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	6	run_31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample36.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	1	run_32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample37.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	2	run_33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample38.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	3	run_34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample39.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	4	run_35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample40.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr	tissue	5	run_36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample41.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_Foxo_null_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	1	run_37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample43.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_Foxo_null_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	2	run_38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample44.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_Foxo_null_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	3	run_39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample45.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_Foxo_null_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	4	run_40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample46.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_InsP3_Gal4_UAS_rpr_Foxo_null_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	InsP3-Gal4/UAS-rpr, Foxo null	tissue	5	run_41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample47.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_wDah_control_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	1	run_42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample26.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_wDah_control_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	2	run_43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample27.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_wDah_control_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	3	run_44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample28.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_wDah_control_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	4	run_45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample29.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
gut_wDah_control_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=gut;AC=BTO:0000545	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	wDah control	tissue	5	run_46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample30.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=gut;AC=BTO:0000545
fat_body_Foxo_null_mutant_rep1	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	1	run_47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample79.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_Foxo_null_mutant_rep2	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	2	run_48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample80.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_Foxo_null_mutant_rep3	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	3	run_49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample81.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_Foxo_null_mutant_rep4	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	4	run_50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample82.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
fat_body_Foxo_null_mutant_rep5	NT=Drosophila melanogaster;AC=NCBITaxon:7227	NT=fat body;AC=BTO:0000442	not applicable	normal	NT=adult;AC=EFO:0001272	10 day	female	Dahomey	Foxo null mutant	tissue	5	run_51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	Sample83.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=fat body;AC=BTO:0000442
